"airport","year","domestic_departures","international_departures","domestic_destinations","international_destinations"
"BGUQ","2003","638","0","1","0"
"BGUQ","2004","615","0","1","0"
"BGUQ","2005","618","0","1","0"
"BGUQ","2006","729","0","1","0"
"BGUQ","2007","743","0","1","0"
"BGUQ","2008","845","0","1","0"
"BGUQ","2009","718","0","1","0"
"BGUQ","2010","1680","0","1","0"
"BGUQ","2011","1591","0","1","0"
"BGUQ","2012","1317","0","2","0"
"BGUQ","2013","1101","0","2","0"
"BGUQ","2014","976","0","2","0"
"BGUQ","2015","873","0","2","0"
"BGUQ","2016","875","0","2","0"
"BGUQ","2017","907","0","2","0"
"BGUQ","2018","921","0","2","0"
"BGUQ","2019","906","0","2","0"
"BIAR","2003","2778","62","5","1"
"BIAR","2004","2788","0","7","0"
"BIAR","2005","2746","0","3","0"
"BIAR","2006","2790","9","3","1"
"BIAR","2007","3194","0","4","0"
"BIAR","2008","3240","2","5","1"
"BIAR","2009","2244","1","4","1"
"BIAR","2010","2475","3","4","3"
"BIAR","2011","2498","1","1","1"
"BIAR","2012","2648","1","4","1"
"BIAR","2013","2623","27","5","2"
"BIAR","2014","2222","2","2","1"
"BIAR","2015","2143","4","2","3"
"BIAR","2016","1829","15","5","6"
"BIAR","2017","2201","100","4","5"
"BIAR","2018","2279","101","6","4"
"BIAR","2019","2096","91","4","1"
"BIBD","2003","323","0","1","0"
"BIBD","2004","314","0","1","0"
"BIBD","2005","208","0","1","0"
"BIBD","2007","2","0","2","0"
"BIBD","2009","9","0","1","0"
"BIEG","2003","1157","0","4","0"
"BIEG","2004","1716","0","3","0"
"BIEG","2005","1726","0","1","0"
"BIEG","2006","1855","7","1","1"
"BIEG","2007","1956","0","1","0"
"BIEG","2008","1777","0","2","0"
"BIEG","2009","1330","0","1","0"
"BIEG","2010","1235","0","1","0"
"BIEG","2011","1358","0","1","0"
"BIEG","2012","1448","0","1","0"
"BIEG","2013","1285","0","2","0"
"BIEG","2014","1207","0","1","0"
"BIEG","2015","1203","1","2","1"
"BIEG","2016","1070","4","1","3"
"BIEG","2017","1034","3","2","3"
"BIEG","2018","1036","1","1","1"
"BIEG","2019","1013","0","1","0"
"BIGJ","2003","95","0","1","0"
"BIGJ","2004","105","0","1","0"
"BIGJ","2005","69","0","1","0"
"BIGR","2003","172","0","1","0"
"BIGR","2004","197","0","1","0"
"BIGR","2005","176","0","1","0"
"BIGR","2006","198","0","1","0"
"BIGR","2007","195","0","1","0"
"BIGR","2008","190","0","1","0"
"BIGR","2009","1","0","1","0"
"BIGR","2010","9","0","1","0"
"BIGR","2012","12","0","1","0"
"BIGR","2013","68","0","1","0"
"BIGR","2016","25","0","1","0"
"BIGR","2017","179","0","1","0"
"BIGR","2018","189","0","2","0"
"BIGR","2019","188","0","1","0"
"BIHN","2003","381","0","1","0"
"BIHN","2004","419","0","1","0"
"BIHN","2005","277","0","1","0"
"BIHN","2009","2","0","1","0"
"BIHU","2016","1","0","1","0"
"BIIS","2003","707","0","1","0"
"BIIS","2004","721","0","1","0"
"BIIS","2005","717","0","1","0"
"BIIS","2006","738","0","1","0"
"BIIS","2007","902","0","2","0"
"BIIS","2008","912","0","3","0"
"BIIS","2009","790","0","1","0"
"BIIS","2010","754","0","1","0"
"BIIS","2011","692","0","1","0"
"BIIS","2012","710","0","1","0"
"BIIS","2013","700","0","1","0"
"BIIS","2014","704","0","1","0"
"BIIS","2015","699","0","1","0"
"BIIS","2016","713","0","1","0"
"BIIS","2017","713","0","1","0"
"BIIS","2018","708","0","1","0"
"BIIS","2019","698","0","1","0"
"BIKF","2003","17","4473","1","25"
"BIKF","2004","92","5800","3","37"
"BIKF","2005","1","7245","1","41"
"BIKF","2006","0","7179","0","51"
"BIKF","2007","34","7110","1","45"
"BIKF","2008","34","6270","2","45"
"BIKF","2009","29","5795","1","46"
"BIKF","2010","1","6747","1","61"
"BIKF","2011","0","7698","0","75"
"BIKF","2012","55","9834","1","103"
"BIKF","2013","29","11323","1","98"
"BIKF","2014","18","13620","1","102"
"BIKF","2015","19","16253","2","129"
"BIKF","2016","7","21509","1","154"
"BIKF","2017","161","26545","2","170"
"BIKF","2018","149","29326","2","184"
"BIKF","2019","120","22563","1","139"
"BIKR","2003","499","0","3","0"
"BIKR","2004","471","0","1","0"
"BIKR","2005","312","0","1","0"
"BIRK","2003","6260","482","9","5"
"BIRK","2004","6764","457","10","5"
"BIRK","2005","6231","500","10","5"
"BIRK","2006","5036","662","4","7"
"BIRK","2007","6306","543","5","6"
"BIRK","2008","6276","512","5","7"
"BIRK","2009","5288","486","8","7"
"BIRK","2010","4919","572","5","8"
"BIRK","2011","4558","643","3","8"
"BIRK","2012","4720","697","4","7"
"BIRK","2013","4397","600","3","5"
"BIRK","2014","4118","565","4","5"
"BIRK","2015","4028","569","3","5"
"BIRK","2016","3533","513","3","4"
"BIRK","2017","3357","502","3","5"
"BIRK","2018","3433","487","3","5"
"BIRK","2019","3237","403","3","4"
"BIVM","2003","858","0","1","0"
"BIVM","2004","945","0","3","0"
"BIVM","2005","624","0","1","0"
"BIVM","2006","109","0","1","0"
"BIVM","2007","750","0","2","0"
"BIVM","2008","843","0","1","0"
"BIVM","2009","886","0","2","0"
"BIVM","2010","467","0","2","0"
"BIVM","2012","1","0","1","0"
"BIVO","2003","259","0","2","0"
"BIVO","2004","261","0","2","0"
"BIVO","2005","260","0","1","0"
"BIVO","2006","260","0","1","0"
"BIVO","2007","259","0","1","0"
"BIVO","2008","259","0","1","0"
"BIVO","2009","1","0","1","0"
"BIVO","2010","1","0","1","0"
"BIVO","2012","20","0","1","0"
"BIVO","2013","113","0","1","0"
"BIVO","2016","46","0","1","0"
"BIVO","2017","258","0","1","0"
"BIVO","2018","253","0","1","0"
"BIVO","2019","258","0","1","0"
"CYAC","2003","1121","0","4","0"
"CYAC","2004","378","0","5","0"
"CYAC","2007","283","0","2","0"
"CYAC","2008","576","0","2","0"
"CYAC","2009","565","0","2","0"
"CYAC","2010","540","0","2","0"
"CYAC","2011","573","0","2","0"
"CYAC","2012","574","0","2","0"
"CYAC","2013","574","0","2","0"
"CYAC","2014","476","0","3","0"
"CYAC","2015","313","0","3","0"
"CYAC","2016","304","0","5","0"
"CYAC","2017","378","0","6","0"
"CYAC","2018","477","0","6","0"
"CYAC","2019","385","0","4","0"
"CYAG","2003","847","0","2","0"
"CYAG","2004","903","0","2","0"
"CYAG","2005","1314","0","2","0"
"CYAG","2006","1232","0","2","0"
"CYAG","2007","1211","0","2","0"
"CYAG","2008","1226","0","2","0"
"CYAG","2009","1231","0","3","0"
"CYAG","2010","1210","0","2","0"
"CYAG","2011","1221","0","2","0"
"CYAG","2012","1155","0","2","0"
"CYAG","2013","1112","0","2","0"
"CYAG","2014","1086","0","3","0"
"CYAG","2015","1071","0","4","0"
"CYAG","2016","1113","0","4","0"
"CYAG","2017","1114","0","3","0"
"CYAG","2018","1114","0","3","0"
"CYAG","2019","1125","0","3","0"
"CYAM","2003","3795","0","5","0"
"CYAM","2004","3588","0","3","0"
"CYAM","2005","3508","0","3","0"
"CYAM","2006","3920","0","3","0"
"CYAM","2007","4088","0","3","0"
"CYAM","2008","4219","0","3","0"
"CYAM","2009","4333","0","3","0"
"CYAM","2010","4555","0","3","0"
"CYAM","2011","5396","0","6","0"
"CYAM","2012","5903","0","8","0"
"CYAM","2013","5251","0","8","0"
"CYAM","2014","4583","0","6","0"
"CYAM","2015","4431","0","4","0"
"CYAM","2016","4203","0","5","0"
"CYAM","2017","4425","0","6","0"
"CYAM","2018","4315","0","4","0"
"CYAM","2019","4438","0","4","0"
"CYAQ","2003","1358","0","7","0"
"CYAQ","2004","766","0","9","0"
"CYAQ","2005","303","0","3","0"
"CYAQ","2006","208","0","2","0"
"CYAQ","2007","826","0","9","0"
"CYAQ","2008","1196","0","9","0"
"CYAQ","2009","1150","0","7","0"
"CYAQ","2010","841","0","5","0"
"CYAQ","2011","833","0","5","0"
"CYAQ","2012","836","0","5","0"
"CYAQ","2013","654","0","5","0"
"CYAQ","2014","506","4","5","1"
"CYAQ","2015","615","0","3","0"
"CYAQ","2016","362","0","5","0"
"CYAQ","2017","389","0","5","0"
"CYAQ","2018","625","0","6","0"
"CYAQ","2019","437","0","5","0"
"CYAS","2003","687","0","6","0"
"CYAS","2004","848","0","5","0"
"CYAS","2005","965","0","3","0"
"CYAS","2006","996","0","4","0"
"CYAS","2007","987","0","3","0"
"CYAS","2008","982","0","3","0"
"CYAS","2009","983","0","3","0"
"CYAS","2010","983","0","3","0"
"CYAS","2011","1020","0","3","0"
"CYAS","2012","1046","0","3","0"
"CYAS","2013","1035","0","3","0"
"CYAS","2014","1037","0","3","0"
"CYAS","2015","1040","0","3","0"
"CYAS","2016","1043","0","3","0"
"CYAS","2017","1037","0","3","0"
"CYAS","2018","1038","0","3","0"
"CYAS","2019","1040","0","3","0"
"CYAT","2003","702","0","2","0"
"CYAT","2004","486","0","2","0"
"CYAT","2005","429","0","2","0"
"CYAT","2006","414","0","2","0"
"CYAT","2007","413","0","2","0"
"CYAT","2008","414","0","2","0"
"CYAT","2009","416","0","2","0"
"CYAT","2010","411","0","2","0"
"CYAT","2011","411","0","2","0"
"CYAT","2012","412","0","2","0"
"CYAT","2013","414","0","2","0"
"CYAT","2014","412","0","2","0"
"CYAT","2015","448","0","3","0"
"CYAT","2016","672","0","4","0"
"CYAT","2017","571","0","3","0"
"CYAT","2018","643","0","3","0"
"CYAT","2019","679","0","3","0"
"CYAY","2003","1890","0","8","0"
"CYAY","2004","1823","0","7","0"
"CYAY","2005","1925","0","9","0"
"CYAY","2006","1427","0","7","0"
"CYAY","2007","1275","0","6","0"
"CYAY","2008","1738","0","5","0"
"CYAY","2009","1318","0","6","0"
"CYAY","2010","1290","0","6","0"
"CYAY","2011","877","0","5","0"
"CYAY","2012","857","0","4","0"
"CYAY","2013","854","0","5","0"
"CYAY","2014","741","0","4","0"
"CYAY","2015","728","0","4","0"
"CYAY","2016","948","0","7","0"
"CYAY","2017","761","0","8","0"
"CYAY","2018","716","0","5","0"
"CYAY","2019","622","0","5","0"
"CYAZ","2003","1390","0","3","0"
"CYAZ","2004","1130","87","3","1"
"CYAZ","2005","365","0","1","0"
"CYAZ","2006","365","0","1","0"
"CYAZ","2007","151","0","1","0"
"CYAZ","2008","0","120","0","1"
"CYAZ","2015","875","0","1","0"
"CYAZ","2016","1065","0","1","0"
"CYAZ","2017","1294","0","1","0"
"CYAZ","2018","1290","0","2","0"
"CYAZ","2019","481","0","2","0"
"CYBB","2003","731","0","8","0"
"CYBB","2004","675","0","5","0"
"CYBB","2005","599","0","5","0"
"CYBB","2006","569","0","4","0"
"CYBB","2007","406","0","7","0"
"CYBB","2008","469","0","5","0"
"CYBB","2009","466","0","5","0"
"CYBB","2010","467","0","6","0"
"CYBB","2011","508","0","8","0"
"CYBB","2012","529","0","8","0"
"CYBB","2013","513","0","8","0"
"CYBB","2014","471","0","8","0"
"CYBB","2015","446","0","7","0"
"CYBB","2016","417","0","7","0"
"CYBB","2017","430","0","8","0"
"CYBB","2018","495","0","7","0"
"CYBB","2019","519","0","4","0"
"CYBC","2003","599","0","2","0"
"CYBC","2004","548","0","2","0"
"CYBC","2005","2513","0","7","0"
"CYBC","2006","1320","0","5","0"
"CYBC","2007","1081","0","3","0"
"CYBC","2008","1594","0","7","0"
"CYBC","2009","1037","0","6","0"
"CYBC","2010","894","0","6","0"
"CYBC","2011","705","0","3","0"
"CYBC","2012","898","0","6","0"
"CYBC","2013","1879","0","6","0"
"CYBC","2014","1696","0","6","0"
"CYBC","2015","1134","0","7","0"
"CYBC","2016","1135","0","4","0"
"CYBC","2017","1215","0","8","0"
"CYBC","2018","1348","0","6","0"
"CYBC","2019","1243","0","6","0"
"CYBD","2003","448","0","2","0"
"CYBD","2004","456","0","2","0"
"CYBD","2005","462","0","2","0"
"CYBD","2006","436","0","2","0"
"CYBD","2007","434","0","2","0"
"CYBD","2008","442","0","2","0"
"CYBD","2009","344","0","2","0"
"CYBD","2010","382","0","3","0"
"CYBD","2011","427","0","2","0"
"CYBD","2012","453","0","2","0"
"CYBD","2013","373","0","2","0"
"CYBD","2014","391","0","2","0"
"CYBD","2015","392","0","2","0"
"CYBD","2016","387","0","2","0"
"CYBD","2017","445","0","2","0"
"CYBD","2018","477","0","2","0"
"CYBD","2019","377","0","2","0"
"CYBE","2003","286","0","2","0"
"CYBE","2004","157","0","1","0"
"CYBE","2005","128","0","3","0"
"CYBE","2006","156","0","1","0"
"CYBE","2011","26","0","1","0"
"CYBE","2017","24","0","1","0"
"CYBE","2018","6","0","1","0"
"CYBE","2019","84","0","1","0"
"CYBG","2003","1244","0","1","0"
"CYBG","2004","1028","0","1","0"
"CYBG","2005","1029","0","1","0"
"CYBG","2006","1034","0","1","0"
"CYBG","2007","1035","0","1","0"
"CYBG","2008","1228","0","2","0"
"CYBG","2009","1338","0","3","0"
"CYBG","2010","1596","0","5","0"
"CYBG","2011","1553","0","3","0"
"CYBG","2012","1678","1","5","1"
"CYBG","2013","1900","10","5","2"
"CYBG","2014","1802","25","6","3"
"CYBG","2015","1738","28","6","4"
"CYBG","2016","1547","33","6","4"
"CYBG","2017","1635","21","6","4"
"CYBG","2018","1724","23","6","4"
"CYBG","2019","1888","2","5","1"
"CYBK","2003","516","0","5","0"
"CYBK","2004","553","0","2","0"
"CYBK","2005","657","0","3","0"
"CYBK","2006","912","0","3","0"
"CYBK","2007","1355","0","5","0"
"CYBK","2008","1484","0","4","0"
"CYBK","2009","1303","0","6","0"
"CYBK","2010","998","0","4","0"
"CYBK","2011","1218","0","7","0"
"CYBK","2012","1324","0","4","0"
"CYBK","2013","1346","0","4","0"
"CYBK","2014","1263","0","6","0"
"CYBK","2015","610","0","4","0"
"CYBK","2016","810","0","2","0"
"CYBK","2017","705","0","4","0"
"CYBK","2018","678","0","2","0"
"CYBK","2019","678","0","2","0"
"CYBL","2003","2732","915","6","3"
"CYBL","2004","3892","715","5","2"
"CYBL","2005","4052","275","6","1"
"CYBL","2006","4091","174","6","1"
"CYBL","2007","3732","0","4","0"
"CYBL","2008","3685","163","4","1"
"CYBL","2009","3658","0","6","0"
"CYBL","2010","3513","0","5","0"
"CYBL","2011","3566","0","5","0"
"CYBL","2012","3595","0","6","0"
"CYBL","2013","3668","0","7","0"
"CYBL","2014","3791","117","5","1"
"CYBL","2015","3785","108","5","1"
"CYBL","2016","3788","161","4","1"
"CYBL","2017","3621","0","4","0"
"CYBL","2018","2911","0","5","0"
"CYBL","2019","2477","0","3","0"
"CYBQ","2003","212","0","2","0"
"CYBQ","2004","427","0","2","0"
"CYBQ","2005","324","0","3","0"
"CYBQ","2006","107","0","4","0"
"CYBQ","2007","657","0","4","0"
"CYBQ","2008","688","0","4","0"
"CYBQ","2009","53","0","2","0"
"CYBQ","2015","60","0","1","0"
"CYBQ","2016","608","0","2","0"
"CYBQ","2017","676","0","2","0"
"CYBQ","2018","626","0","4","0"
"CYBQ","2019","626","0","2","0"
"CYBR","2006","65","0","1","0"
"CYBR","2007","261","0","1","0"
"CYBR","2008","262","0","1","0"
"CYBR","2009","22","0","1","0"
"CYBR","2013","120","0","1","0"
"CYBR","2014","365","0","1","0"
"CYBR","2015","367","0","1","0"
"CYBR","2016","509","0","3","0"
"CYBR","2017","445","0","1","0"
"CYBR","2018","497","0","1","0"
"CYBR","2019","495","0","1","0"
"CYBT","2003","365","0","2","0"
"CYBT","2004","353","0","2","0"
"CYBT","2005","168","0","4","0"
"CYBT","2006","81","0","3","0"
"CYBT","2007","344","0","4","0"
"CYBT","2008","374","0","4","0"
"CYBT","2009","27","0","2","0"
"CYBT","2015","59","0","2","0"
"CYBT","2016","344","0","2","0"
"CYBT","2017","326","0","2","0"
"CYBT","2018","331","0","4","0"
"CYBT","2019","365","0","2","0"
"CYBV","2006","144","0","1","0"
"CYBV","2007","574","0","1","0"
"CYBV","2008","576","0","1","0"
"CYBV","2009","48","0","1","0"
"CYBV","2014","178","0","1","0"
"CYBV","2015","81","0","2","0"
"CYBV","2016","407","0","1","0"
"CYBV","2017","329","0","2","0"
"CYBV","2018","303","0","3","0"
"CYBV","2019","261","0","1","0"
"CYCA","2003","410","0","3","0"
"CYCA","2004","270","0","2","0"
"CYCA","2005","270","0","3","0"
"CYCA","2006","289","0","3","0"
"CYCA","2007","262","0","2","0"
"CYCA","2008","314","0","2","0"
"CYCA","2009","312","0","2","0"
"CYCA","2010","87","0","2","0"
"CYCA","2011","16","0","2","0"
"CYCA","2016","122","0","2","0"
"CYCA","2017","10","0","2","0"
"CYCB","2003","1394","0","13","0"
"CYCB","2004","1086","0","8","0"
"CYCB","2005","1056","0","9","0"
"CYCB","2006","1030","0","9","0"
"CYCB","2007","975","0","11","0"
"CYCB","2008","1276","0","10","0"
"CYCB","2009","1195","0","10","0"
"CYCB","2010","1236","0","10","0"
"CYCB","2011","1280","0","10","0"
"CYCB","2012","1201","0","8","0"
"CYCB","2013","1158","0","8","0"
"CYCB","2014","1084","0","6","0"
"CYCB","2015","884","0","7","0"
"CYCB","2016","756","0","7","0"
"CYCB","2017","830","0","7","0"
"CYCB","2018","782","0","7","0"
"CYCB","2019","786","0","7","0"
"CYCC","2009","79","0","1","0"
"CYCD","2003","3559","336","2","1"
"CYCD","2004","2360","205","2","1"
"CYCD","2005","2343","205","2","1"
"CYCD","2006","2334","212","2","1"
"CYCD","2007","2177","0","1","0"
"CYCD","2008","2197","0","1","0"
"CYCD","2009","2231","74","1","1"
"CYCD","2010","2263","0","1","0"
"CYCD","2011","2284","0","1","0"
"CYCD","2012","2482","0","1","0"
"CYCD","2013","2852","0","2","0"
"CYCD","2014","3103","522","2","1"
"CYCD","2015","3628","60","4","1"
"CYCD","2016","3787","0","6","0"
"CYCD","2017","3785","0","4","0"
"CYCD","2018","4629","0","5","0"
"CYCD","2019","4853","0","5","0"
"CYCG","2003","1348","0","2","0"
"CYCG","2004","1350","0","2","0"
"CYCG","2005","1338","0","2","0"
"CYCG","2006","1333","0","2","0"
"CYCG","2007","1253","0","2","0"
"CYCG","2008","1347","0","2","0"
"CYCG","2009","1343","0","2","0"
"CYCG","2010","1438","0","4","0"
"CYCG","2011","1306","0","2","0"
"CYCG","2012","1290","0","2","0"
"CYCG","2013","1364","0","2","0"
"CYCG","2014","1348","0","2","0"
"CYCG","2015","1378","0","2","0"
"CYCG","2016","1354","0","2","0"
"CYCG","2017","1330","0","2","0"
"CYCG","2018","1347","0","2","0"
"CYCG","2019","1357","0","2","0"
"CYCL","2003","138","0","1","0"
"CYCL","2012","72","0","2","0"
"CYCL","2013","282","0","2","0"
"CYCL","2014","408","0","2","0"
"CYCL","2015","306","0","2","0"
"CYCL","2016","335","0","2","0"
"CYCL","2017","347","0","3","0"
"CYCL","2018","319","0","4","0"
"CYCL","2019","312","0","2","0"
"CYCO","2003","805","0","5","0"
"CYCO","2004","722","0","4","0"
"CYCO","2005","716","0","4","0"
"CYCO","2006","624","0","4","0"
"CYCO","2007","893","0","5","0"
"CYCO","2008","1310","0","5","0"
"CYCO","2009","1365","0","5","0"
"CYCO","2010","1260","0","5","0"
"CYCO","2011","1281","0","5","0"
"CYCO","2012","1243","0","6","0"
"CYCO","2013","1194","0","5","0"
"CYCO","2014","1086","0","5","0"
"CYCO","2015","869","0","6","0"
"CYCO","2016","713","0","6","0"
"CYCO","2017","677","0","5","0"
"CYCO","2018","675","0","5","0"
"CYCO","2019","676","0","5","0"
"CYCR","2006","222","0","1","0"
"CYCR","2007","887","0","1","0"
"CYCR","2008","890","0","1","0"
"CYCR","2009","75","0","1","0"
"CYCR","2015","120","0","2","0"
"CYCR","2016","913","0","2","0"
"CYCR","2017","933","0","2","0"
"CYCR","2018","1050","0","4","0"
"CYCR","2019","1200","0","2","0"
"CYCS","2003","1033","0","8","0"
"CYCS","2004","619","0","5","0"
"CYCS","2005","504","0","3","0"
"CYCS","2006","835","0","5","0"
"CYCS","2007","946","0","5","0"
"CYCS","2008","855","0","5","0"
"CYCS","2009","325","0","5","0"
"CYCS","2010","496","0","4","0"
"CYCS","2011","935","0","5","0"
"CYCS","2012","1181","0","5","0"
"CYCS","2013","1451","0","4","0"
"CYCS","2014","1450","0","6","0"
"CYCS","2015","560","0","6","0"
"CYCS","2016","586","0","2","0"
"CYCS","2017","766","0","4","0"
"CYCS","2018","730","0","2","0"
"CYCS","2019","730","0","2","0"
"CYCY","2003","412","0","2","0"
"CYCY","2004","430","0","2","0"
"CYCY","2005","533","0","2","0"
"CYCY","2006","568","0","3","0"
"CYCY","2007","556","0","3","0"
"CYCY","2008","954","0","5","0"
"CYCY","2009","830","0","6","0"
"CYCY","2010","837","0","5","0"
"CYCY","2011","1033","0","5","0"
"CYCY","2012","1135","0","6","0"
"CYCY","2013","1082","0","6","0"
"CYCY","2014","1003","0","6","0"
"CYCY","2015","648","0","6","0"
"CYCY","2016","463","0","4","0"
"CYCY","2017","344","0","4","0"
"CYCY","2018","384","0","5","0"
"CYCY","2019","374","0","4","0"
"CYDA","2003","626","0","3","0"
"CYDA","2004","628","0","3","0"
"CYDA","2005","624","0","3","0"
"CYDA","2006","626","0","3","0"
"CYDA","2007","626","0","3","0"
"CYDA","2008","608","0","3","0"
"CYDA","2009","465","0","3","0"
"CYDA","2010","496","0","3","0"
"CYDA","2011","564","0","3","0"
"CYDA","2012","633","29","3","1"
"CYDA","2013","18","0","2","0"
"CYDA","2015","441","0","3","0"
"CYDA","2016","711","0","3","0"
"CYDA","2017","791","0","3","0"
"CYDA","2018","902","0","4","0"
"CYDA","2019","619","0","4","0"
"CYDF","2003","5316","0","15","0"
"CYDF","2004","6148","0","13","0"
"CYDF","2005","6031","0","13","0"
"CYDF","2006","5568","0","13","0"
"CYDF","2007","5723","17","13","1"
"CYDF","2008","5591","13","14","1"
"CYDF","2009","4866","0","13","0"
"CYDF","2010","4360","0","10","0"
"CYDF","2011","4078","0","8","0"
"CYDF","2012","4162","0","8","0"
"CYDF","2013","4110","0","7","0"
"CYDF","2014","4184","0","7","0"
"CYDF","2015","4078","0","11","0"
"CYDF","2016","4946","0","19","0"
"CYDF","2017","5656","9","14","1"
"CYDF","2018","5308","9","13","1"
"CYDF","2019","4685","9","10","1"
"CYDL","2012","63","0","1","0"
"CYDL","2016","40","0","1","0"
"CYDL","2018","12","0","1","0"
"CYDN","2003","1148","0","2","0"
"CYDN","2004","1260","0","2","0"
"CYDN","2005","1157","0","2","0"
"CYDN","2006","351","0","3","0"
"CYDN","2007","261","0","1","0"
"CYDN","2008","262","0","1","0"
"CYDN","2009","22","0","1","0"
"CYDP","2003","336","0","2","0"
"CYDP","2004","425","0","4","0"
"CYDP","2005","470","0","3","0"
