"airport","year","domestic_departures","international_departures","domestic_destinations","international_destinations"
"AGGA","2003","631","0","3","0"
"AGGA","2004","533","0","3","0"
"AGGA","2005","506","0","2","0"
"AGGA","2006","531","0","1","0"
"AGGA","2007","574","0","1","0"
"AGGA","2008","567","0","1","0"
"AGGA","2009","622","0","1","0"
"AGGA","2010","466","0","1","0"
"AGGA","2011","421","0","1","0"
"AGGA","2012","53","0","1","0"
"AGGA","2013","317","0","2","0"
"AGGA","2014","19","0","2","0"
"AGGA","2016","199","0","3","0"
"AGGA","2017","373","0","3","0"
"AGGA","2018","370","0","4","0"
"AGGA","2019","445","0","2","0"
"AGGB","2003","208","0","2","0"
"AGGB","2004","204","0","2","0"
"AGGB","2005","141","0","2","0"
"AGGB","2006","96","0","2","0"
"AGGB","2007","104","0","2","0"
"AGGB","2008","128","0","2","0"
"AGGB","2009","115","0","2","0"
"AGGB","2010","117","0","2","0"
"AGGB","2011","105","0","2","0"
"AGGB","2012","104","0","2","0"
"AGGB","2013","109","0","2","0"
"AGGB","2014","171","0","2","0"
"AGGB","2015","211","0","2","0"
"AGGB","2016","206","0","2","0"
"AGGB","2017","209","0","2","0"
"AGGB","2018","209","0","2","0"
"AGGB","2019","209","0","2","0"
"AGGC","2003","104","0","1","0"
"AGGC","2004","157","0","1","0"
"AGGC","2005","136","0","2","0"
"AGGC","2006","119","0","1","0"
"AGGC","2007","141","0","1","0"
"AGGC","2008","135","0","1","0"
"AGGC","2009","157","0","3","0"
"AGGC","2010","169","0","1","0"
"AGGC","2011","173","0","2","0"
"AGGC","2012","206","0","2","0"
"AGGC","2013","200","0","4","0"
"AGGC","2014","217","0","2","0"
"AGGC","2015","294","0","3","0"
"AGGC","2016","304","0","4","0"
"AGGC","2017","315","0","3","0"
"AGGC","2018","321","0","2","0"
"AGGC","2019","322","0","1","0"
"AGGE","2003","103","0","1","0"
"AGGE","2004","95","0","1","0"
"AGGE","2005","49","0","1","0"
"AGGE","2006","50","0","2","0"
"AGGE","2007","52","0","1","0"
"AGGE","2008","53","0","2","0"
"AGGE","2009","52","0","1","0"
"AGGE","2010","52","0","1","0"
"AGGE","2011","35","0","1","0"
"AGGE","2012","50","0","1","0"
"AGGE","2013","65","0","2","0"
"AGGE","2014","37","0","2","0"
"AGGE","2015","102","0","4","0"
"AGGE","2016","107","0","3","0"
"AGGE","2017","104","0","2","0"
"AGGE","2018","105","0","3","0"
"AGGE","2019","104","0","3","0"
"AGGF","2003","148","0","1","0"
"AGGF","2004","126","0","1","0"
"AGGF","2005","135","0","1","0"
"AGGF","2006","130","0","1","0"
"AGGF","2007","105","0","1","0"
"AGGF","2008","123","0","1","0"
"AGGF","2009","108","0","2","0"
"AGGF","2010","188","0","2","0"
"AGGF","2011","148","0","2","0"
"AGGF","2012","157","0","2","0"
"AGGF","2013","157","0","2","0"
"AGGF","2014","166","0","2","0"
"AGGF","2015","227","0","3","0"
"AGGF","2016","272","0","3","0"
"AGGF","2017","261","0","2","0"
"AGGF","2018","269","0","4","0"
"AGGF","2019","260","0","1","0"
"AGGH","2003","2465","255","18","4"
"AGGH","2004","2206","441","21","11"
"AGGH","2005","2213","599","18","10"
"AGGH","2006","2471","643","21","13"
"AGGH","2007","2585","814","19","11"
"AGGH","2008","2415","1141","21","12"
"AGGH","2009","2477","1012","23","12"
"AGGH","2010","2517","853","21","11"
"AGGH","2011","2867","850","20","11"
"AGGH","2012","2404","754","20","12"
"AGGH","2013","2564","700","19","10"
"AGGH","2014","2544","704","17","8"
"AGGH","2015","2956","976","17","11"
"AGGH","2016","3156","1012","17","12"
"AGGH","2017","3301","1110","17","12"
"AGGH","2018","3457","1146","19","12"
"AGGH","2019","3834","1191","18","12"
"AGGK","2003","178","0","2","0"
"AGGK","2004","196","0","3","0"
"AGGK","2005","212","0","3","0"
"AGGK","2006","267","0","4","0"
"AGGK","2007","208","0","3","0"
"AGGK","2008","238","0","4","0"
"AGGK","2009","321","0","5","0"
"AGGK","2010","262","0","5","0"
"AGGK","2011","210","0","3","0"
"AGGK","2012","207","0","3","0"
"AGGK","2013","207","0","4","0"
"AGGK","2014","222","0","5","0"
"AGGK","2015","267","0","4","0"
"AGGK","2016","310","0","4","0"
"AGGK","2017","314","0","5","0"
"AGGK","2018","314","0","4","0"
"AGGK","2019","313","0","4","0"
"AGGL","2003","52","0","1","0"
"AGGL","2004","74","0","2","0"
"AGGL","2005","56","0","2","0"
"AGGL","2006","85","0","2","0"
"AGGL","2007","103","0","2","0"
"AGGL","2008","136","0","2","0"
"AGGL","2009","148","0","2","0"
"AGGL","2010","108","0","2","0"
"AGGL","2011","105","0","1","0"
"AGGL","2012","100","0","1","0"
"AGGL","2013","106","0","2","0"
"AGGL","2014","105","0","2","0"
"AGGL","2015","105","0","1","0"
"AGGL","2016","110","0","1","0"
"AGGL","2017","109","0","1","0"
"AGGL","2018","111","0","1","0"
"AGGL","2019","112","0","2","0"
"AGGM","2003","599","0","4","0"
"AGGM","2004","703","0","5","0"
"AGGM","2005","617","0","4","0"
"AGGM","2006","518","0","5","0"
"AGGM","2007","705","0","6","0"
"AGGM","2008","776","0","5","0"
"AGGM","2009","818","0","7","0"
"AGGM","2010","618","0","4","0"
"AGGM","2011","662","0","3","0"
"AGGM","2012","650","0","3","0"
"AGGM","2013","807","0","6","0"
"AGGM","2014","799","0","5","0"
"AGGM","2015","887","0","6","0"
"AGGM","2016","884","0","5","0"
"AGGM","2017","866","0","5","0"
"AGGM","2018","906","0","5","0"
"AGGM","2019","953","0","7","0"
"AGGN","2003","846","0","6","0"
"AGGN","2004","992","16","8","2"
"AGGN","2005","856","0","7","0"
"AGGN","2006","888","0","7","0"
"AGGN","2007","990","0","6","0"
"AGGN","2008","914","0","7","0"
"AGGN","2009","954","0","11","0"
"AGGN","2010","1080","0","8","0"
"AGGN","2011","994","0","5","0"
"AGGN","2012","1159","0","7","0"
"AGGN","2013","796","0","8","0"
"AGGN","2014","1189","0","7","0"
"AGGN","2015","1420","0","7","0"
"AGGN","2016","1424","0","8","0"
"AGGN","2017","1524","0","7","0"
"AGGN","2018","1536","0","6","0"
"AGGN","2019","1567","0","7","0"
"AGGO","2003","52","0","1","0"
"AGGO","2004","60","0","2","0"
"AGGO","2005","45","0","2","0"
"AGGO","2006","51","0","1","0"
"AGGO","2007","52","0","1","0"
"AGGO","2008","10","0","1","0"
"AGGO","2012","1","0","1","0"
"AGGO","2013","3","0","2","0"
"AGGO","2014","7","0","2","0"
"AGGO","2015","10","0","2","0"
"AGGO","2016","10","0","2","0"
"AGGO","2017","4","0","1","0"
"AGGO","2018","10","0","1","0"
"AGGO","2019","5","0","2","0"
"AGGP","2003","52","0","1","0"
"AGGP","2004","9","0","1","0"
"AGGP","2010","0","34","0","1"
"AGGP","2018","72","0","4","0"
"AGGP","2019","103","0","2","0"
"AGGR","2003","104","0","1","0"
"AGGR","2004","105","0","2","0"
"AGGR","2005","104","0","2","0"
"AGGR","2006","85","0","2","0"
"AGGR","2007","104","0","2","0"
"AGGR","2008","127","0","2","0"
"AGGR","2009","114","0","2","0"
"AGGR","2010","117","0","2","0"
"AGGR","2011","105","0","2","0"
"AGGR","2012","104","0","2","0"
"AGGR","2013","118","0","2","0"
"AGGR","2014","171","0","2","0"
"AGGR","2015","241","0","2","0"
"AGGR","2016","248","0","2","0"
"AGGR","2017","298","0","2","0"
"AGGR","2018","313","0","2","0"
"AGGR","2019","315","0","2","0"
"AGGT","2003","52","0","1","0"
"AGGT","2004","52","0","1","0"
"AGGT","2005","51","0","1","0"
"AGGT","2006","52","0","1","0"
"AGGT","2007","53","0","1","0"
"AGGT","2008","56","0","2","0"
"AGGT","2009","104","0","2","0"
"AGGT","2010","94","0","3","0"
"AGGT","2011","105","0","2","0"
"AGGT","2012","104","0","2","0"
"AGGT","2013","105","0","2","0"
"AGGT","2014","105","0","2","0"
"AGGT","2015","105","0","2","0"
"AGGT","2016","107","42","2","2"
"AGGT","2017","104","0","2","0"
"AGGT","2018","104","0","3","0"
"AGGT","2019","105","0","2","0"
"AGGU","2004","8","0","1","0"
"AGGU","2006","70","0","1","0"
"AGGU","2007","96","0","1","0"
"AGGU","2008","17","0","1","0"
"AGGU","2009","61","0","2","0"
"AGGU","2010","191","0","1","0"
"AGGU","2011","156","0","1","0"
"AGGU","2012","157","0","1","0"
"AGGU","2013","155","0","2","0"
"AGGU","2014","155","0","2","0"
"AGGU","2015","160","0","2","0"
"AGGU","2016","185","0","3","0"
"AGGU","2017","196","0","5","0"
"AGGU","2018","202","0","5","0"
"AGGU","2019","207","0","2","0"
"AGGV","2003","45","0","1","0"
"AGGV","2005","5","0","1","0"
"AGGV","2006","52","0","1","0"
"AGGV","2007","53","0","2","0"
"AGGV","2008","91","0","2","0"
"AGGV","2009","104","0","2","0"
"AGGV","2010","154","0","3","0"
"AGGV","2011","192","0","1","0"
"AGGV","2012","214","0","2","0"
"AGGV","2013","304","0","2","0"
"AGGV","2014","307","0","2","0"
"AGGV","2015","361","0","3","0"
"AGGV","2016","375","0","4","0"
"AGGV","2017","344","0","4","0"
"AGGV","2018","325","0","4","0"
"AGGV","2019","410","0","5","0"
"AYBK","2003","418","0","4","0"
"AYBK","2004","427","13","5","2"
"AYBK","2005","431","0","4","0"
"AYBK","2006","472","0","4","0"
"AYBK","2007","573","0","4","0"
"AYBK","2008","471","0","4","0"
"AYBK","2009","308","0","3","0"
"AYBK","2010","292","0","3","0"
"AYBK","2011","368","0","2","0"
"AYBK","2012","481","0","4","0"
"AYBK","2013","715","0","6","0"
"AYBK","2014","765","0","6","0"
"AYBK","2015","800","0","7","0"
"AYBK","2016","612","0","5","0"
"AYBK","2017","870","0","6","0"
"AYBK","2018","904","0","6","0"
"AYBK","2019","677","0","6","0"
"AYDU","2003","958","0","5","0"
"AYDU","2004","1275","0","5","0"
"AYDU","2005","904","0","6","0"
"AYDU","2006","730","0","7","0"
"AYDU","2007","998","0","7","0"
"AYDU","2008","836","0","5","0"
"AYDU","2009","834","0","7","0"
"AYDU","2010","769","0","7","0"
"AYDU","2011","700","0","5","0"
"AYDU","2012","840","0","4","0"
"AYDU","2013","774","0","4","0"
"AYDU","2014","676","0","4","0"
"AYDU","2015","673","0","3","0"
"AYDU","2016","595","0","3","0"
"AYDU","2017","553","0","3","0"
"AYDU","2018","425","0","3","0"
"AYDU","2019","415","0","3","0"
"AYGA","2003","2694","0","8","0"
"AYGA","2004","2851","0","6","0"
"AYGA","2005","2156","0","7","0"
"AYGA","2006","2329","0","6","0"
"AYGA","2007","2313","0","4","0"
"AYGA","2008","1877","0","7","0"
"AYGA","2009","897","0","4","0"
"AYGA","2010","1078","0","4","0"
"AYGA","2011","1217","0","3","0"
"AYGA","2012","1308","0","4","0"
"AYGA","2013","1162","0","4","0"
"AYGA","2014","1934","0","5","0"
"AYGA","2015","1715","0","5","0"
"AYGA","2016","1368","0","4","0"
"AYGA","2017","1375","0","4","0"
"AYGA","2018","1445","0","2","0"
"AYGA","2019","1455","0","2","0"
"AYHK","2003","1971","0","8","0"
"AYHK","2004","1960","0","8","0"
"AYHK","2005","1977","0","8","0"
"AYHK","2006","1966","0","8","0"
"AYHK","2007","1753","0","8","0"
"AYHK","2008","1441","0","9","0"
"AYHK","2009","800","0","3","0"
"AYHK","2010","694","0","3","0"
"AYHK","2011","1105","0","5","0"
"AYHK","2012","1604","0","5","0"
"AYHK","2013","1597","0","6","0"
"AYHK","2014","2240","0","9","0"
"AYHK","2015","2024","0","9","0"
"AYHK","2016","1616","0","9","0"
"AYHK","2017","1859","0","5","0"
"AYHK","2018","1591","0","5","0"
"AYHK","2019","1757","0","7","0"
"AYKI","2003","602","0","6","0"
"AYKI","2004","736","0","7","0"
"AYKI","2005","766","0","9","0"
"AYKI","2006","481","0","6","0"
"AYKI","2007","832","0","5","0"
"AYKI","2008","675","0","5","0"
"AYKI","2009","961","0","6","0"
"AYKI","2010","932","0","7","0"
"AYKI","2011","973","0","8","0"
"AYKI","2012","1066","0","7","0"
"AYKI","2013","1059","0","5","0"
"AYKI","2014","1199","23","5","1"
"AYKI","2015","1223","0","5","0"
"AYKI","2016","831","0","4","0"
"AYKI","2017","917","0","4","0"
"AYKI","2018","792","0","4","0"
"AYKI","2019","729","0","4","0"
"AYKK","2003","443","0","3","0"
"AYKK","2004","594","0","5","0"
"AYKK","2005","609","0","7","0"
"AYKK","2006","741","0","7","0"
"AYKK","2007","738","0","6","0"
"AYKK","2008","521","0","4","0"
"AYKK","2009","828","0","8","0"
"AYKK","2010","399","0","8","0"
"AYKM","2003","780","0","5","0"
"AYKM","2004","734","0","4","0"
"AYKM","2005","660","0","4","0"
"AYKM","2006","883","0","4","0"
"AYKM","2007","884","0","3","0"
"AYKM","2008","574","0","2","0"
"AYKM","2009","789","0","4","0"
"AYKM","2010","607","0","6","0"
"AYKM","2011","417","0","3","0"
"AYKM","2012","131","0","2","0"
"AYKM","2013","56","0","3","0"
"AYKV","2003","764","0","6","0"
"AYKV","2004","741","0","6","0"
"AYKV","2005","683","0","4","0"
"AYKV","2006","664","0","4","0"
"AYKV","2007","678","0","4","0"
"AYKV","2008","759","0","6","0"
"AYKV","2009","557","0","5","0"
"AYKV","2010","492","0","3","0"
"AYKV","2011","675","0","3","0"
"AYKV","2012","653","0","3","0"
"AYKV","2013","514","0","4","0"
"AYKV","2014","800","0","6","0"
"AYKV","2015","809","0","5","0"
"AYKV","2016","817","0","5","0"
"AYKV","2017","996","0","5","0"
"AYKV","2018","857","0","5","0"
"AYKV","2019","730","0","4","0"
"AYMD","2003","2257","0","9","0"
"AYMD","2004","2340","0","11","0"
"AYMD","2005","2749","0","10","0"
"AYMD","2006","2584","0","7","0"
"AYMD","2007","2464","0","6","0"
"AYMD","2008","2260","0","13","0"
"AYMD","2009","1470","0","9","0"
"AYMD","2010","1174","0","7","0"
"AYMD","2011","1464","0","6","0"
"AYMD","2012","1365","0","5","0"
"AYMD","2013","1550","0","6","0"
"AYMD","2014","2322","0","12","0"
"AYMD","2015","2493","0","12","0"
"AYMD","2016","2350","0","12","0"
"AYMD","2017","2087","0","6","0"
"AYMD","2018","1587","0","7","0"
"AYMD","2019","1841","0","6","0"
"AYMH","2003","3189","0","10","0"
"AYMH","2004","3235","20","15","1"
"AYMH","2005","2990","0","13","0"
"AYMH","2006","2999","0","14","0"
"AYMH","2007","2891","0","12","0"
"AYMH","2008","2575","0","12","0"
"AYMH","2009","1581","0","13","0"
"AYMH","2010","1637","0","11","0"
"AYMH","2011","2283","0","11","0"
"AYMH","2012","2712","0","11","0"
"AYMH","2013","3405","0","11","0"
"AYMH","2014","3801","0","14","0"
"AYMH","2015","3717","0","16","0"
"AYMH","2016","3360","0","11","0"
"AYMH","2017","3667","0","10","0"
"AYMH","2018","3051","0","7","0"
"AYMH","2019","2812","0","4","0"
"AYMN","2003","175","0","1","0"
"AYMN","2004","187","0","2","0"
"AYMN","2005","208","0","1","0"
"AYMN","2006","199","0","1","0"
"AYMN","2007","161","0","2","0"
"AYMN","2008","157","0","1","0"
"AYMN","2009","157","0","1","0"
"AYMN","2010","176","0","1","0"
"AYMN","2011","200","0","1","0"
"AYMN","2012","167","0","2","0"
"AYMN","2013","251","0","3","0"
"AYMN","2014","149","0","1","0"
"AYMN","2015","211","0","1","0"
"AYMN","2016","193","0","3","0"
"AYMN","2017","147","0","3","0"
"AYMN","2018","90","0","2","0"
"AYMN","2019","52","0","1","0"
"AYMR","2003","299","48","2","1"
"AYMR","2004","303","52","3","1"
"AYMR","2005","325","52","3","1"
"AYMR","2006","331","52","4","1"
"AYMR","2007","365","57","7","2"
"AYMR","2008","314","53","2","1"
"AYMR","2009","250","8","4","1"
"AYMR","2010","293","0","3","0"
"AYMR","2011","270","0","2","0"
"AYMR","2012","346","0","5","0"
"AYMR","2013","712","31","6","1"
"AYMR","2014","260","0","2","0"
"AYMR","2015","261","0","2","0"
"AYMR","2016","172","0","4","0"
"AYMR","2017","342","49","6","1"
"AYMR","2018","199","13","4","1"
"AYMR","2019","156","0","3","0"
"AYMS","2003","104","114","1","1"
"AYMS","2004","104","104","1","1"
"AYMS","2005","87","104","1","1"
"AYMS","2006","101","104","1","1"
"AYMS","2007","104","104","1","1"
"AYMS","2008","104","106","2","1"
"AYMS","2009","104","16","2","1"
"AYMS","2010","105","0","1","0"
"AYMS","2011","139","0","1","0"
"AYMS","2012","254","0","2","0"
"AYMS","2013","358","0","2","0"
"AYMS","2014","286","0","2","0"
"AYMS","2015","202","0","1","0"
"AYMS","2016","208","0","1","0"
"AYMS","2017","170","0","1","0"
"AYMS","2018","194","0","1","0"
"AYMS","2019","209","0","1","0"
"AYNZ","2003","3844","0","13","0"
"AYNZ","2004","3687","0","14","0"
"AYNZ","2005","3767","0","12","0"
"AYNZ","2006","3522","0","14","0"
"AYNZ","2007","3825","0","11","0"
"AYNZ","2008","3314","0","13","0"
"AYNZ","2009","2546","0","9","0"
"AYNZ","2010","2842","0","7","0"
"AYNZ","2011","3721","0","10","0"
"AYNZ","2012","3822","0","10","0"
"AYNZ","2013","4283","0","11","0"
"AYNZ","2014","6615","0","22","0"
"AYNZ","2015","6639","0","20","0"
"AYNZ","2016","5012","0","14","0"
"AYNZ","2017","4807","0","8","0"
"AYNZ","2018","4373","0","8","0"
"AYNZ","2019","4708","0","7","0"
"AYPY","2003","7780","1203","30","6"
"AYPY","2004","8766","1124","31","7"
"AYPY","2005","8758","1118","32","7"
"AYPY","2006","8551","1428","34","7"
"AYPY","2007","9158","1520","32","10"
"AYPY","2008","8925","1959","31","13"
"AYPY","2009","10519","2514","37","14"
"AYPY","2010","10715","2626","38","18"
"AYPY","2011","11833","3132","32","17"
"AYPY","2012","12356","2885","33","16"
"AYPY","2013","14512","2935","35","18"
"AYPY","2014","16185","3059","39","14"
"AYPY","2015","15346","3323","42","15"
"AYPY","2016","14681","3494","42","16"
"AYPY","2017","15121","3483","36","17"
"AYPY","2018","14156","3172","35","18"
"AYPY","2019","13773","3167","29","14"
"AYTA","2003","626","0","5","0"
"AYTA","2004","605","0","6","0"
"AYTA","2005","830","0","7","0"
"AYTA","2006","458","0","5","0"
"AYTA","2007","314","0","2","0"
"AYTA","2008","270","0","2","0"
"AYTA","2009","201","0","1","0"
"AYTA","2010","186","0","1","0"
"AYTA","2011","286","0","1","0"
"AYTA","2012","418","0","4","0"
"AYTA","2013","867","0","4","0"
"AYTA","2014","644","0","3","0"
"AYTA","2015","575","0","3","0"
"AYTA","2016","470","0","6","0"
"AYTA","2017","508","0","5","0"
"AYTA","2018","148","0","3","0"
"AYTA","2019","20","0","1","0"
"AYVN","2003","940","0","4","0"
"AYVN","2004","994","0","4","0"
"AYVN","2005","969","0","5","0"
"AYVN","2006","701","0","5","0"
"AYVN","2007","470","0","2","0"
"AYVN","2008","393","0","4","0"
"AYVN","2009","196","0","2","0"
"AYVN","2010","169","0","2","0"
"AYVN","2011","156","0","1","0"
"AYVN","2012","157","0","1","0"
"AYVN","2013","175","0","2","0"
"AYVN","2014","468","0","5","0"
"AYVN","2015","424","0","4","0"
"AYVN","2016","446","0","3","0"
"AYVN","2017","529","0","3","0"
"AYVN","2018","593","0","5","0"
"AYVN","2019","626","0","3","0"
"AYWD","2004","79","0","1","0"
"AYWD","2005","156","0","1","0"
"AYWD","2006","157","0","1","0"
"AYWD","2007","156","0","1","0"
"AYWD","2008","39","0","1","0"
"AYWD","2010","8","0","1","0"
"AYWD","2011","178","0","1","0"
"AYWD","2012","209","0","1","0"
"AYWD","2013","243","0","1","0"
"AYWD","2014","309","0","2","0"
"AYWD","2015","370","0","1","0"
"AYWD","2016","338","0","1","0"
"AYWD","2017","325","0","3","0"
"AYWD","2018","419","0","3","0"
"AYWD","2019","470","0","3","0"
"AYWK","2003","2142","0","8","0"
"AYWK","2004","2307","0","10","0"
"AYWK","2005","2213","0","10","0"
"AYWK","2006","2056","0","8","0"
"AYWK","2007","2151","0","6","0"
"AYWK","2008","1751","0","7","0"
"AYWK","2009","606","0","5","0"
"AYWK","2010","593","0","5","0"
"AYWK","2011","662","0","4","0"
"AYWK","2012","740","0","4","0"
"AYWK","2013","1246","0","5","0"
"AYWK","2014","1891","3","10","1"
"AYWK","2015","1722","0","11","0"
"AYWK","2016","1851","0","8","0"
"AYWK","2017","1725","0","8","0"
"AYWK","2018","1538","0","7","0"
"AYWK","2019","1461","0","6","0"
"BGAA","2003","1556","0","10","0"
"BGAA","2004","1172","0","10","0"
"BGAA","2005","1148","0","13","0"
"BGAA","2006","1071","0","10","0"
"BGAA","2007","819","0","9","0"
"BGAA","2008","854","0","6","0"
"BGAA","2009","812","0","6","0"
"BGAA","2010","987","0","6","0"
"BGAA","2011","853","0","6","0"
"BGAA","2012","898","0","5","0"
"BGAA","2013","866","0","10","0"
"BGAA","2014","999","0","11","0"
"BGAA","2015","1010","0","13","0"
"BGAA","2016","958","0","11","0"
"BGAA","2017","645","0","6","0"
"BGAA","2018","639","0","4","0"
"BGAA","2019","629","0","4","0"
"BGBW","2003","1061","87","7","2"
"BGBW","2004","1007","90","7","2"
"BGBW","2005","934","87","7","2"
"BGBW","2006","1043","134","5","4"
"BGBW","2007","1119","116","6","3"
"BGBW","2008","1255","122","7","3"
"BGBW","2009","1444","121","7","3"
"BGBW","2010","1254","101","7","3"
"BGBW","2011","1547","91","6","2"
"BGBW","2012","1650","107","6","2"
"BGBW","2013","2156","71","5","2"
"BGBW","2014","2107","86","7","3"
"BGBW","2015","2082","70","6","2"
"BGBW","2016","2131","65","6","2"
"BGBW","2017","398","60","3","3"
"BGBW","2018","413","62","3","2"
"BGBW","2019","422","60","5","2"
"BGCO","2003","36","51","1","1"
"BGCO","2004","31","40","1","1"
"BGCO","2005","17","36","1","1"
"BGCO","2006","36","58","1","1"
"BGCO","2007","35","52","1","1"
"BGCO","2008","35","54","1","3"
"BGCO","2009","35","53","1","2"
"BGCO","2010","36","57","1","1"
"BGCO","2011","44","53","1","1"
"BGCO","2012","43","57","1","1"
"BGCO","2013","423","38","2","3"
"BGCO","2014","646","0","3","0"
"BGCO","2015","476","0","3","0"
"BGCO","2016","432","13","2","2"
"BGCO","2017","451","98","1","2"
"BGCO","2018","423","99","1","2"
"BGCO","2019","338","94","1","2"
"BGGH","2003","1337","0","7","0"
"BGGH","2004","1343","0","7","0"
"BGGH","2005","1399","0","7","0"
"BGGH","2006","1633","0","8","0"
"BGGH","2007","1764","34","6","1"
"BGGH","2008","1723","90","9","3"
"BGGH","2009","1683","58","7","1"
"BGGH","2010","1836","133","7","3"
"BGGH","2011","2059","211","7","2"
"BGGH","2012","2535","214","8","4"
"BGGH","2013","2685","213","11","4"
"BGGH","2014","2563","217","9","4"
"BGGH","2015","2532","177","8","2"
"BGGH","2016","2644","206","8","3"
"BGGH","2017","2778","209","8","2"
"BGGH","2018","2905","219","8","5"
"BGGH","2019","2801","210","8","3"
"BGJN","2003","1508","52","8","1"
"BGJN","2004","1405","21","8","1"
"BGJN","2005","1582","28","10","1"
"BGJN","2006","1543","0","10","0"
"BGJN","2007","1188","0","10","0"
"BGJN","2008","1242","0","9","0"
"BGJN","2009","1215","28","8","1"
"BGJN","2010","1214","0","8","0"
"BGJN","2011","1318","0","9","0"
"BGJN","2012","1767","93","11","1"
"BGJN","2013","1749","45","12","2"
"BGJN","2014","1794","77","13","4"
"BGJN","2015","1855","64","12","2"
"BGJN","2016","2073","65","14","2"
"BGJN","2017","2068","50","12","2"
"BGJN","2018","2133","75","9","3"
"BGJN","2019","2199","18","11","2"
"BGKK","2003","138","222","2","1"
"BGKK","2004","135","147","2","1"
"BGKK","2005","200","171","3","1"
"BGKK","2006","921","232","5","1"
"BGKK","2007","890","225","4","1"
"BGKK","2008","959","239","5","1"
"BGKK","2009","1103","238","4","1"
"BGKK","2010","1359","214","3","1"
"BGKK","2011","2020","199","3","2"
"BGKK","2012","1931","207","3","2"
"BGKK","2013","1270","221","3","2"
"BGKK","2014","1578","225","4","2"
"BGKK","2015","1449","216","4","1"
"BGKK","2016","1429","202","4","2"
"BGKK","2017","1204","170","2","2"
"BGKK","2018","1255","169","2","3"
"BGKK","2019","1234","165","4","3"
"BGMQ","2003","520","0","2","0"
"BGMQ","2004","510","0","3","0"
"BGMQ","2005","628","0","3","0"
"BGMQ","2006","537","0","3","0"
"BGMQ","2007","550","0","3","0"
"BGMQ","2008","538","0","3","0"
"BGMQ","2009","513","0","3","0"
"BGMQ","2010","480","0","3","0"
"BGMQ","2011","399","0","3","0"
"BGMQ","2012","351","0","2","0"
"BGMQ","2013","407","0","2","0"
"BGMQ","2014","429","0","4","0"
"BGMQ","2015","418","0","3","0"
"BGMQ","2016","419","0","4","0"
"BGMQ","2017","435","0","4","0"
"BGMQ","2018","415","0","4","0"
"BGMQ","2019","421","0","5","0"
"BGQQ","2003","103","0","1","0"
"BGQQ","2004","111","0","2","0"
"BGQQ","2005","141","0","2","0"
"BGQQ","2006","80","0","1","0"
"BGQQ","2007","56","0","1","0"
"BGQQ","2008","58","0","3","0"
"BGQQ","2009","98","0","2","0"
"BGQQ","2010","55","0","2","0"
"BGQQ","2011","52","0","1","0"
"BGQQ","2012","54","0","2","0"
"BGQQ","2013","123","0","3","0"
"BGQQ","2014","163","0","3","0"
"BGQQ","2015","168","0","3","0"
"BGQQ","2016","171","0","3","0"
"BGQQ","2017","167","0","3","0"
"BGQQ","2018","180","0","3","0"
"BGQQ","2019","178","0","4","0"
"BGSF","2003","2000","233","8","1"
"BGSF","2004","2056","245","8","3"
"BGSF","2005","2044","238","8","1"
"BGSF","2006","1930","238","6","2"
"BGSF","2007","2127","341","6","4"
"BGSF","2008","2229","309","7","3"
"BGSF","2009","2223","265","8","1"
"BGSF","2010","2019","312","8","2"
"BGSF","2011","2298","352","6","2"
"BGSF","2012","3015","282","6","2"
"BGSF","2013","3269","324","9","3"
"BGSF","2014","3237","386","9","6"
"BGSF","2015","3209","353","8","5"
"BGSF","2016","3634","300","9","6"
"BGSF","2017","3924","393","8","5"
"BGSF","2018","4199","396","7","6"
"BGSF","2019","4177","407","8","4"
"BGSS","2003","659","0","4","0"
"BGSS","2004","620","0","4","0"
"BGSS","2005","728","0","5","0"
"BGSS","2006","922","0","5","0"
"BGSS","2007","973","0","5","0"
"BGSS","2008","1028","0","5","0"
"BGSS","2009","981","4","5","1"
"BGSS","2010","842","0","5","0"
"BGSS","2011","1135","0","5","0"
"BGSS","2012","991","0","4","0"
"BGSS","2013","815","0","5","0"
"BGSS","2014","773","0","5","0"
"BGSS","2015","769","0","5","0"
"BGSS","2016","825","0","5","0"
"BGSS","2017","851","0","6","0"
"BGSS","2018","849","0","5","0"
"BGSS","2019","790","0","5","0"
"BGTL","2003","27","0","1","0"
"BGTL","2004","38","12","3","1"
"BGTL","2005","83","13","3","1"
"BGTL","2008","2","0","1","0"
"BGTL","2009","76","0","2","0"
"BGTL","2010","5","0","2","0"
"BGTL","2013","87","9","2","1"
"BGTL","2014","126","13","2","1"
"BGTL","2015","142","10","3","1"
"BGTL","2016","138","9","2","1"
"BGTL","2017","126","13","2","1"
"BGTL","2018","136","14","2","1"
"BGTL","2019","133","12","2","1"
"BGUK","2003","258","0","2","0"
"BGUK","2004","256","0","2","0"
"BGUK","2005","254","0","2","0"
"BGUK","2006","234","0","3","0"
"BGUK","2007","216","0","3","0"
"BGUK","2008","218","0","3","0"
"BGUK","2009","186","0","3","0"
"BGUK","2010","189","0","3","0"
"BGUK","2011","180","0","3","0"
"BGUK","2012","228","0","3","0"
"BGUK","2013","218","0","4","0"
"BGUK","2014","219","0","2","0"
"BGUK","2015","222","0","2","0"
"BGUK","2016","234","0","4","0"
"BGUK","2017","239","0","3","0"
"BGUK","2018","242","0","2","0"
"BGUK","2019","227","0","3","0"
