"icao_code","iata_code","name","callsign","country","active","iata_member","iosa_certified","international","fleet_age","aircraft","aircraft_models","aircraft_over_25_years","routes","connections","destinations","annual_domestic_flights","annual_international_flights","accidents_last_5_years","fatal_accidents_last_5_years"
"AAB",NULL,"Luxaviation Belgium","ABG","BE","1","0","0","0","8.22","18","10","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAC",NULL,"Army Air Corps","ARMYAIR","GB","1","0","0","0","19.38","109","4","25",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAD",NULL,"Arrendamientos Aereos","PANABEAR","PA","1","0","0","0","7.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAF","ZI","Aigle Azur","AIGLE AZUR","FR","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AAH",NULL,"Aloha Air Cargo","ALOHA","US","1","0","0","0","24.50","4","2","3","15","8","7","15053","0","1","0"
"AAJ",NULL,"Alfa Airlines","ALFA SUDAN","SD","1","0","0","0","47.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAL","AA","American Airlines","AMERICAN","US","1","1","1","1","10.88","524","7","0","1601","849","295","921489","213447","24","0"
"AAP",NULL,"Arabasco","ARABASCO","SA","1","0","0","0","27.50","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAR","OZ","Asiana Airlines","ASIANA","KR","1","1","1","1","12.49","55","7","6","311","171","116","36934","81912","2","0"
"AAS",NULL,"Askari Aviation","AL-AAS","PK","1","0","0","0","44.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAW","8U","Afriqiyah Airways","AFRIQIYAH","LY","1","0","0","1","14.00","2","2","0","70","35","16","596","4367","0","0"
"AAX",NULL,"Advance Aviation Company Ltd","ADVANCE AVIATION","TH","1","0","0","0","9.71","7","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AAY","G4","Allegiant Air","ALLEGIANT","US","1","0","0","1","8.33","18","2","0","667","334","106","75335","34","0","0"
"ABB","KF","Air Belgium","AIR BELGIUM","BE","1","0","0","0","13.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABD","CC","Air Atlanta Icelandic","ATLANTA","IS","1","0","1","0","26.00","5","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABF",NULL,"ScanWings Oy","SKYWINGS","FI","1","0","0","0","28.60","5","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABG","RL","Royal Flight","ROYAL FLIGHT","RU","1","0","0","0","18.29","7","4","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABJ",NULL,"Abaete Linhas Aereas","ABAETE","BR","1","0","0","0","37.67","18","6","18",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABL",NULL,"Air Busan","AIR BUSAN","KR","1","0","0","1","12.47","19","2","0","74","37","29","23435","14169","0","0"
"ABO",NULL,"Aeroexpreso Bogota","AEROEXPRESO","CO","0","0","0","0","23.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABP",NULL,"ABS Jets","BAIR","CZ","1","0","0","0","8.30","10","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABQ","PA","Airblue","AIRBLUE","PK","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ABR",NULL,"ASL Airlines Ireland","CONTRACT","IE","1","0","1","0","26.50","34","5","26",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABS","J7","Afrijet Business Service",NULL,"GA","1","0","0","0","15.83","6","2","1",NULL,NULL,NULL,NULL,NULL,"1","0"
"ABT",NULL,"Air Taxi Benin","BENWAYS","BJ","1","0","0","0","26.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ABW","RU","AirBridgeCargo","AIRBRIDGE CARGO","RU","1","1","1","1","6.81","16","1","0","117","93","42","179","12809","0","0"
"ABX","GB","ABX Air","ABEX","US","1","0","1","1","32.25","16","1","16","48","30","24","8617","4809","0","0"
"ABY","G9","Air Arabia","ARABIA","AE","1","1","1","1","5.50","4","2","0","160","80","72","0","61126","0","0"
"ACA","AC","Air Canada","AIR CANADA","CA","1","1","1","1","11.84","61","9","4","432","224","123","107722","86913","0","0"
"ACH",NULL,"Africas Connection",NULL,"ST","1","0","0","0","34.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ACI","SB","Air Calin","AIRCALIN","NC","1","1","1","1","23.50","2","2","1","24","12","12","0","4376","0","0"
"ACJ",NULL,"AC Aviation Company","SINOJET","TH","1","0","0","0","18.33","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ACL",NULL,"Aer Caribe","ADMIRE","CO","1","0","0","0","30.80","5","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"ACP",NULL,"Astral Aviation","ASTRAL CARGO","KE","1","0","0","1","35.00","6","5","5","18","12","11","0","902","0","0"
"ACS",NULL,"ASSL Air","AIRCRAFT SALES","PK","1","0","0","0","27.00","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"ADB",NULL,"Antonov Airlines","ANTONOV BUREAU","UA","1","0","0","0","33.45","11","5","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"ADC",NULL,"Ad Astra Executive Charter","AD ASTRA","PL","1","0","0","0","11.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ADD",NULL,"Advanced Air",NULL,"JP","1","0","0","0","25.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ADN",NULL,"Aero Dienst","AERODIENST","DE","1","0","0","0","13.44","9","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ADO","HD","Air Do","AIR DO","JP","1","0","0","0","16.07","15","2","0","24","12","12","27295","0","0","0"
"ADP",NULL,"Aerodiplomatic SA de CV","AERODIPLOMATIC","MX","1","0","0","0","45.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ADZ",NULL,"Avio Delta","MIGRATOR","BG","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AEA","UX","Air Europa","EUROPA","ES","1","1","1","1","4.00","4","1","0","340","174","70","35865","29396","1","0"
"AEE","A3","Aegean Airlines","AEGEAN","GR","1","1","1","1","7.82","11","2","0","330","165","95","29638","45983","0","0"
"AEG",NULL,"AirEst","AIREST CARGO","EE","1","0","0","0","32.22","9","2","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"AEH","NL","Amelia International","VEGA","SI","1","0","1","0","13.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AER","KO*","ACE Air Cargo","ACE AIR","US","1","0","0","0","30.92","12","1","12","26","21","14","3883","0","0","0"
"AEU",NULL,"Atlantis Armenian Airlines","ATLANTIS","AM","1","0","0","0","38.00","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AFA",NULL,"Alfa Air","BLUE ALFA","CZ","1","0","0","0","4.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AFD",NULL,"Unity Air",NULL,"GH","1","0","0","0","22.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AFE",NULL,"AIRFAST Indonesia","AIRFAST","ID","1","0","0","0","22.06","18","6","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"AFG","FG","Ariana Afghan Airlines","ARIANA","AF","1","0","0","1","29.00","2","2","2","28","14","11","1148","1304","0","0"
"AFL","SU","Aeroflot Russian Airlines","AEROFLOT","RU","1","1","1","1","4.73","79","7","0","267","135","136","105276","116583","6","1"
"AFP",NULL,"Portuguese Air Force","PORTUGUESE AIR FORCE","PT","1","0","0","0","26.52","91","9","63",NULL,NULL,NULL,NULL,NULL,"0","0"
"AFQ",NULL,"ALBA Servici Aerotrasporti SpA","ALBA","IT","1","0","0","0","9.50","4","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AFR","AF","Air France","AIRFRANS","FR","1","1","1","1","10.84","37","5","0","492","277","178","96789","171510","7","0"
"AFW","AW","Africa World Airlines","BLACKSTAR","GH","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AGH",NULL,"Altagna","ALTAGNA","FR","1","0","0","0","8.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AGM",NULL,"Aviation West Charters","ANGEL MED","US","1","0","0","0","44.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AGU",NULL,"Angara Airlines","SARMA","RU","1","0","0","1","34.61","28","4","23","52","26","20","3018","96","1","1"
"AGV",NULL,"Air Glaciers SA","AIR GLACIERS","CH","1","0","0","0","25.95","20","5","9",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHC",NULL,"Azal Avia Cargo",NULL,"AZ","1","0","0","0","32.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHE",NULL,"Airport Helicopter AHB AG","AIRPORT HELICOPTER","CH","1","0","0","0","24.78","9","5","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHF",NULL,"Aspen Helicopters","ASPEN","US","1","0","0","0","31.67","15","5","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHI",NULL,"Servicios Aereos de Chihuahua Aerochisa S.A. de C.","AEROCHISA","MX","1","0","0","0","16.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"1","0"
"AHK","LD*","Air Hong Kong","AIR HONG KONG","HK","1","0","1","1","16.67","12","2","1","24","12","13","0","7424","0","0"
"AHM",NULL,"Atlantis Helicopters de Mexico SA de CV","HELI ATLANTIS","MX","1","0","0","0","47.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHO",NULL,"Air Hamburg Private Jets","AIR HAMBURG","DE","1","0","0","0","5.33","33","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHT",NULL,"HTA Helicopteros","HELIAPRA","PT","1","0","0","0","13.27","11","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHW",NULL,"Sky Capital Airlines","SKY CAPITAL","BD","1","0","0","0","28.67","3","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHX","MZ","Amakusa Airlines","AMAKUSA AIR","JP","1","0","0","0","5.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AHY","J2","Azerbaijan Airlines","AZAL","AZ","1","1","1","1","10.00","2","2","0","137","76","69","698","13147","0","0"
"AIB",NULL,"Airbus","AIRBUS INDUSTRIE","FR","1","0","0","0","6.69","13","7","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AIC","AI","Air India","AIRINDIA","IN","1","1","1","1","10.80","15","4","0","351","185","88","109081","36168","0","0"
"AIE","3H","Air Inuit","INUIT","CA","1","0","0","0","34.56","25","6","17","69","36","24","18256","0","0","0"
"AIF",NULL,"AIM Aviation Ltd",NULL,"IL","1","0","0","0","32.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AIH","KJ","Air Incheon","AIR INCHEON","KR","1","0","0","1","29.00","1","1","1","5","5","6","0","431","0","0"
"AIJ","4O","Interjet","ABC AEROLINEAS","MX","1","1","1","1","11.75","4","1","0","170","85","53","88667","22181","1","0"
"AIP","5A","Alpine Air","ALPINE AIR","US","1","0","0","0","36.87","39","3","39",NULL,NULL,NULL,NULL,NULL,"0","0"
"AIT",NULL,"Air Taurus","AIR TAURUS","UA","1","0","0","0","28.00","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"AIZ","IZ","Arkia","ARKIA","IL","1","1","1","1","6.00","1","1","0","49","26","26","3539","1850","0","0"
"AJE",NULL,"Aero Jet Express SA de CV","JET EXPRES","MX","1","0","0","0","35.00","4","3","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJI",NULL,"Ameristar Charters","AMERISTAR","US","1","0","0","0","53.00","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJJ",NULL,"Avcon Jet Africa","AVJET","ZA","1","0","0","0","10.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJK","4W","Allied Air Cargo","BAMBI","NG","1","1","1","0","28.00","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJR",NULL,"A-Jet Aviation","JET MONGOLIA","MN","1","0","0","0","21.00","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJS",NULL,"Central Charter de Colombia","AEROEJECUTIVOS","CO","1","0","0","0","11.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJT","M6","Amerijet International","AMERIJET","US","1","0","0","1","30.57","7","1","7","145","118","54","134","10077","0","0"
"AJU",NULL,"Air Jet Sul","AIRJETSUL","PT","1","0","0","0","23.25","4","4","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"AJX","NQ","Air Japan","AIR JAPAN","JP","1","0","1","1","17.45","11","2","3","22","11","12","0","7538","1","0"
"AKA",NULL,"Air Korea Co Ltd",NULL,"KR","1","0","0","0","26.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AKC",NULL,"Asialink Cargo Airlines","ASIALINK CARGO","ID","1","0","0","0","36.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AKF",NULL,"Aero Asahi Corp",NULL,"JP","1","0","0","0","20.05","75","13","23",NULL,NULL,NULL,NULL,NULL,"0","0"
"AKK",NULL,"Aker ASA","AKER","NO","1","0","0","0","4.00","2","2","0","12","6","6","3532","0","0","0"
"AKL",NULL,"Air Kiribati","AIR KIRIBATI","KI","1","0","0","1","29.80","5","3","4","45","25","17","0","1120","0","0"
"AKN",NULL,"Alkan Air","ALKAN AIR","CA","1","0","0","0","35.12","17","9","12",NULL,NULL,NULL,NULL,NULL,"0","0"
"AKQ",NULL,"Aerospace Consortium","MOONLIGHT","KE","1","0","0","0","35.50","4","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"AKX","EH","ANA Wings","ALFA WING","JP","1","0","1","0","11.88","25","2","0","193","100","40","109848","0","0","0"
"ALI",NULL,"Airlift AS","BLUELIFT","NO","1","0","0","0","13.58","12","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ALK","UL","SriLankan Airlines","SRILANKAN","LK","1","1","1","1","5.00","4","1","0","92","47","44","519","26205","0","0"
"ALM",NULL,"Alfa Air",NULL,"MA","1","0","0","0","39.75","4","3","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"ALS",NULL,"Alas Del Sur CA","ALASDELSUR","VE","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ALT",NULL,"Aerolineas Centrales SA de CV","AEROLINEAS CENTRALES","MX","1","0","0","0","5.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ALW",NULL,"ALS Limited",NULL,"KE","1","0","0","0","24.83","23","5","12",NULL,NULL,NULL,NULL,NULL,"1","0"
"AMB",NULL,"DRF - Deutsche Luftrettung","CIVIL AIR AMBULANCE","DE","1","0","0","0","14.61","59","5","17",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMC","KM","Air Malta","AIR MALTA","MT","1","1","1","1","1.33","3","1","0","63","32","31","0","12310","0","0"
"AME",NULL,"Spanish Air Force","AIRMIL","ES","1","0","0","0","14.13","407","22","258",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMF",NULL,"Ameriflight","AMFLIGHT","US","1","0","0","0","35.95","132","4","128",NULL,NULL,NULL,NULL,NULL,"1","0"
"AMI",NULL,"Air America, Inc","AIRMEK","PR","1","0","0","0","46.00","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMJ",NULL,"Amjet Executive","AMJET EXEC","GR","1","0","0","0","20.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMP","4A","ATSA - Aero Transporte","ATSA","PE","1","0","0","0","30.47","19","9","14",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMQ",NULL,"AMC Aviation Sp ZOO","AMEX","PL","1","0","0","0","12.36","14","10","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMS",NULL,"ASTA - America do Sul Taxi Aereo",NULL,"BR","1","0","0","0","10.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AMU","NX","Air Macau","AIR MACAU","MO","1","1","1","1","7.50","2","2","0","79","44","39","0","24017","0","0"
"AMW","6A","Armenia Airways",NULL,"AM","1","0","0","1","28.00","1","1","1","20","10","11","0","680","0","0"
"AMX","AM","Aeromexico","AEROMEXICO","MX","1","1","1","1","7.43","28","2","0","157","84","63","47015","41155","1","0"
"ANA","NH","ANA-All Nippon Airways","ALL NIPPON","JP","1","1","1","1","7.71","155","6","1","372","209","96","184926","60063","2","0"
"AND",NULL,"Servicios Aereos de Los Andes","SERVI ANDES","PE","1","0","0","0","15.45","11","6","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"ANE","YW","Air Nostrum","NOSTRU AIR","ES","1","1","1","1","22.00","1","1","0","343","172","95","61696","23330","1","0"
"ANG","PX","Air Niugini","NIUGINI","PG","1","1","1","1","23.62","8","4","5","88","47","32","21289","5101","1","1"
"ANO",NULL,"Airnorth","TOPEND","AU","1","0","0","1","21.50","8","2","4","49","26","20","10224","856","0","0"
"ANT","TL*","Air North","AIR NORTH","CA","1","0","0","0","38.67","6","3","6","33","17","12","3703","0","0","0"
"ANZ","NZ","Air New Zealand","NEW ZEALAND","NZ","1","1","1","1","5.64","25","4","0","108","54","35","36770","27793","0","0"
"AOB",NULL,"Aerocaribe","CARIBE CORO","VE","1","0","0","0","38.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"AOJ",NULL,"Avcon Jet AG","ASTERIX","AT","1","0","0","0","9.38","40","21","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AOV",NULL,"Aero Vision","AEROVISION","FR","1","0","0","0","34.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"APA",NULL,"Apoyo Logistico S.A. de C.V.","APOYO LOG","MX","1","0","0","0","10.75","4","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"APC",NULL,"Airpac Airlines","AIRPAC","US","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"APF","HP","Amapola Flyg","AMAPOLA","SE","1","0","1","0","30.83","6","1","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"APJ","MM","Peach","AIR PEACH","JP","1","0","0","1","4.07","27","1","0","52","26","18","20343","11885","0","0"
"APK","P4","Air Peace","PEACE BIRD","NG","1","1","1","0","22.00","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AQO",NULL,"Alcoa Aircraft Operations",NULL,"US","1","0","0","0","8.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AQS",NULL,"Airstream as","AIRSTREAM","CZ","1","0","0","0","21.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARA","W3","Arik Air","ARIK AIR","NG","1","1","1","1","16.00","1","1","0","92","46","32","28463","10536","0","0"
"ARD",NULL,"Aeroandinas","CORDILLERAS","VE","1","0","0","0","30.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARE","4C","LATAM Airlines Colombia","LAN COLOMBIA","CO","1","1","1","1","9.00","1","1","0","50","25","21","36442","3002","0","0"
"ARG","AR","Aerolineas Argentinas","ARGENTINA","AR","1","1","1","1","7.50","4","1","0","225","119","56","60680","20635","0","0"
"ARH",NULL,"Aerohelicopteros","AEROHELCA","VE","1","0","0","0","28.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARI",NULL,"Aerovics SA de CV","AEROVICS","MX","1","0","0","0","15.80","5","4","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARK",NULL,"Aero Link Flight Academy","LINK SERVICE","ES","1","0","0","0","33.25","4","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARL",NULL,"Airlec Air Espace","AIRLEC","FR","1","0","0","0","32.33","6","4","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARM",NULL,"MEGAviation SRL","SUNSKY","MD","1","0","0","0","29.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARO",NULL,"Acerotaxi SA de CV","ACERO","MX","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARS",NULL,"Aeromet","METSERVICE","CL","1","0","0","0","39.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ART","YV","SmartLynx Latvia","SMART LYNX","LV","1","0","1","0","16.00","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ARV",NULL,"Aravco Ltd","ARAVCO","GB","1","0","0","0","10.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASA","AS","Alaska Airlines","ALASKA","US","1","1","1","1","7.81","84","3","0","350","187","80","179667","13427","0","0"
"ASH","YV","Mesa Airlines","AIR SHUTTLE","US","1","0","1","1","10.06","107","3","0","472","244","128","194065","24266","2","0"
"ASJ",NULL,"Astonjet","ASTONJET","FR","1","0","0","0","8.25","8","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASL","JU","Air Serbia","AIR SERBIA","RS","1","1","1","0","16.00","4","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASM",NULL,"Awesome Flight Services - South Africa","AWESOME","ZA","1","0","0","0","27.57","7","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASP",NULL,"AirSprint","AIRSPRINT","CA","1","0","0","0","4.62","16","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASQ","EV","ExpressJet Airlines","ACEY","US","1","0","1","0","13.48","58","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASR",NULL,"AeroSotravia Rent","SOTRAVIA","FR","1","0","0","0","37.25","4","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASV",NULL,"Air Seoul","AIR SEOUL","KR","1","0","0","0","5.00","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASW",NULL,"Asia Airways","ASIAWAYS","TJ","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ASY",NULL,"Royal Australian Air Force","AUSSIE","AU","1","0","0","0","14.66","277","12","70",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATC","TC","Air Tanzania","TANZANIA","TZ","1","1","1","1","12.00","7","4","2","8","4","5","1660","575","0","0"
"ATG","F5","Aerotranscargo","MOLDCARGO","MD","1","0","0","0","24.33","3","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATL",NULL,"Atlas Air Service AG","AIR BREMEN","DE","1","0","0","0","8.75","16","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATM",NULL,"Par-Avion Airlines","AIRTAS","AU","1","0","0","0","40.57","7","3","7","6","3","4","462","0","0","0"
"ATN",NULL,"ATI - Air Transport International","AIR TRANSPORT","US","1","0","0","0","30.70","10","2","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATP",NULL,"Servicios Aereos del Altiplano SA de CV","ALTIPLANO","MX","1","0","0","0","8.25","4","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATX","T6","AirSwift","AIRSWIFT","PH","1","0","0","0","3.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATY",NULL,"Air Traffic Nairobi","AIRCARE","KE","1","0","0","0","30.67","6","3","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"ATZ",NULL,"Ace Air","ACE TAXI","KR","1","0","0","0","13.00","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AUA","OS","Austrian","AUSTRIAN","AT","1","1","1","1","18.60","5","2","0","338","173","137","10918","117832","1","0"
"AUD",NULL,"Air Unlimited Charter Services","GENIE","US","1","0","0","0","32.00","3","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"AUH",NULL,"Abu Dhabi Presidential Flight","SULTAN","AE","1","0","0","0","11.50","6","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AUI","PS","Ukraine International Airlines","UKRAINE INTERNATIONAL","UA","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AUK","UI*","Auric Air","AURIC SERVICES","TZ","1","0","0","0","5.60","15","1","0","30","16","15","14901","0","0","0"
"AUL","5N","Smartavia","ARCHANGELSK AIR","RU","1","1","1","0","19.60","5","2","2","82","41","23","10398","0","1","1"
"AUR","GR","Aurigny","AYLINE","GB","1","0","0","1","10.00","1","1","0","28","14","15","14595","418","0","0"
"AUT","AU","Austral","AUSTRAL","AR","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AUZ",NULL,"Amaszonas Uruguay","URUGUAYO","UY","1","0","0","0","9.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AVA","AV","Avianca","AVIANCA","CO","1","1","1","1","3.80","5","2","0","168","85","59","150297","36489","1","0"
"AVB",NULL,"Gama Aviation Ltd","BEAUPAIR","GB","1","0","0","0","10.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AVE",NULL,"Avex Air","AVEX AIR","ZA","1","0","0","0","14.40","5","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AVF",NULL,"Aves Flight Share SA de CV","AVES FLIGHT","MX","1","0","0","0","14.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AVM",NULL,"AVEMEX SA de CV","AVEMEX","MX","1","0","0","0","12.15","13","10","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"AVN","NF","Air Vanuatu","AIR VAN","VU","1","1","1","1","32.20","5","3","4","121","64","32","8909","1545","1","0"
"AWC","ZT*","Titan Airways","ZAP","GB","1","0","1","1","16.14","7","6","2","84","43","38","0","858","0","0"
"AWI","ZW","Air Wisconsin","WISCONSIN","US","1","0","1","1","17.88","58","1","0","360","180","77","135260","12112","0","0"
"AWK",NULL,"Airwork","AIRWORK","NZ","1","0","0","0","28.46","26","5","22",NULL,NULL,NULL,NULL,NULL,"0","0"
"AWM",NULL,"Asian Wings Airways","ASIAN STAR","MM","1","0","0","1","21.50","2","1","0","47","28","14","5176","2","0","0"
"AWS",NULL,"Arab Wings","ARAB WINGS","JO","1","0","0","0","14.11","9","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AWU","7E","Sylt Air","SYLT AIR","DE","1","0","0","0","21.78","9","5","3","2","1","2","870","0","0","0"
"AWY",NULL,"Bliss Aviation","RED KITE","GB","1","0","0","0","13.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AXB","IX*","Air India Express","EXPRESS INDIA","IN","1","0","1","1","12.00","1","1","0","120","65","30","1702","19938","3","0"
"AXG",NULL,"Air X Charter GmbH & Co.KG","FORTUNE","DE","1","0","0","0","16.00","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AXK","XU","African Express Airways","EXPRESS JET","KE","1","0","0","1","33.50","2","2","2","23","17","13","173","1177","0","0"
"AXL",NULL,"Anguilla Air Services","ANGUILLA","AI","1","0","0","1","38.80","5","3","4","4","2","3","0","2559","0","0"
"AXM","AK","AirAsia","RED CAP","MY","1","0","1","1","9.00","5","2","0","226","113","77","82344","85995","0","0"
"AXT",NULL,"AX Transporter","AXTRANSPORTER","MX","1","0","0","0","6.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AXV",NULL,"Aviaxess Helicopter & Jet",NULL,"FR","1","0","0","0","7.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"AXY",NULL,"Air X Charter","LEGEND","MT","1","0","0","0","13.93","14","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
