"icao_code","iata_code","name","callsign","country","active","iata_member","iosa_certified","international","fleet_age","aircraft","aircraft_models","aircraft_over_25_years","routes","connections","destinations","annual_domestic_flights","annual_international_flights","accidents_last_5_years","fatal_accidents_last_5_years"
"SLR",NULL,"Silverstone Air Services","SILVERSTONE","KE","1","0","0","0","28.30","10","2","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"SLX",NULL,"Sete Linhas Aereas","SETE","BR","1","0","0","0","38.50","6","2","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"SME",NULL,"Smart",NULL,"EG","1","0","0","1","11.78","9","4","0","120","61","41","0","5773","0","0"
"SMI",NULL,"Aero Sami SA de CV","SAMI","MX","1","0","0","0","13.80","5","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SMO",NULL,"Servicios Aereos Automotriz SA de CV","SERVIAUTOMOTRIZ","MX","1","0","0","0","17.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SMR","SZ","Somon Air","SOMON AIR","TJ","1","1","1","1","1.00","1","1","0","56","28","20","290","4616","0","0"
"SMU",NULL,"The Sanborn Map Company Inc","SPRINGER","US","1","0","0","0","45.00","5","2","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"SNC","2Q","Air Cargo Carriers","NIGHT CARGO","US","1","0","0","0","34.30","27","4","27",NULL,NULL,NULL,NULL,NULL,"1","0"
"SND",NULL,"Skytraders","SNOWBIRD","AU","1","0","0","0","14.33","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SNG",NULL,"LongJiang Airlines","SNOW EAGLE","CN","1","0","0","0","7.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SNJ","6J","Solaseed Air","NEWSKY","JP","1","0","0","0","6.83","12","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SNM",NULL,"Servizi Aerei","SERVIZI AEREI","IT","1","0","0","0","10.67","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SNU",NULL,"Snunit Aviation",NULL,"IL","1","0","0","0","17.29","17","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SOA",NULL,"Southern Air Charter","SOUTH AIRCHARTER","BS","1","0","0","0","34.00","1","1","1","16","8","9","11307","0","0","0"
"SOC",NULL,"Serviaereo SA de CV","SERVIAEREO","MX","1","0","0","0","13.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SOL","IE","Solomon Airlines","SOLOMON","SB","1","1","1","1","42.00","5","2","5","72","39","20","8904","643","0","0"
"SOO","9S*","Southern Air","SOUTHERN AIR","US","1","0","1","0","13.85","13","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"SOR",NULL,"SonAir","SONAIR","AO","1","0","0","1","16.42","19","5","2","8","4","5","0","762","0","0"
"SOY",NULL,"Island Aviation","SORIANO","PH","1","0","0","0","32.00","3","1","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"SPD","UY","Sky Prime Aviation Services","SKY PRIME","SA","1","0","0","0","12.71","14","9","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SPH",NULL,"Sapphire Executive Air","SAPPHIRE-CHARTER","ZA","1","0","0","0","11.00","5","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SPM",NULL,"Air Saint-Pierre",NULL,"PM","1","0","0","1","14.00","2","2","0","8","4","5","0","831","0","0"
"SPV",NULL,"Servicios Privados de Aviacion SA de CV","SERVICIOS PRIVADOS","MX","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SQF",NULL,"Slovak Air Force","SLOVAK AIRFORCE","SK","1","0","0","0","23.69","49","7","30",NULL,NULL,NULL,NULL,NULL,"0","0"
"SQP",NULL,"SkyUp","SKYUP","UA","1","0","0","0","10.80","5","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SQS",NULL,"Susi Air","SKY QUEEN","ID","1","0","0","0","10.65","43","7","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SQU",NULL,"Bechtel Corp","REMUDO","US","1","0","0","0","17.50","4","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRC",NULL,"SEARCA Colombia","SEARCA","CO","1","0","0","0","26.46","26","5","20",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRE",NULL,"Serami","SERAMI","VE","1","0","0","0","21.50","4","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRI",NULL,"Air Safaris & Services","AIRSAFARI","NZ","1","0","0","0","22.12","8","4","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRM",NULL,"Stars de Mexico SA de CV","TARMEX","MX","1","0","0","0","12.00","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRN","P8","SprintAir","SPRINTAIR","PL","1","0","0","1","31.00","12","2","11","18","9","10","1165","520","0","0"
"SRQ",NULL,"Cebgo","BLUE JAY","PH","1","0","0","0","7.00","2","1","0","58","29","27","25531","0","0","0"
"SRR",NULL,"Star Air","WHITESTAR","DK","1","0","0","0","28.14","14","1","11",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRS","IH","Southern Sky Airlines","SKY SOUTH","KZ","1","0","0","0","48.38","8","2","8",NULL,NULL,NULL,NULL,NULL,"0","0"
"SRU","2I","Star Peru","STAR-UP","PE","1","0","0","0","25.20","5","2","4","16","8","7","8374","0","0","0"
"SSF",NULL,"Severstal Aircompany","SEVERSTAL","RU","1","0","0","1","2.00","1","1","0","39","21","17","6617","194","0","0"
"SSG",NULL,"Slovakian Government Flying Service","SLOVAK GOVERNMENT","SK","1","0","0","0","22.50","4","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"SSJ",NULL,"KrasAvia","SIBERIAN SKY","RU","1","0","0","0","30.44","41","8","33",NULL,NULL,NULL,NULL,NULL,"0","0"
"SSN",NULL,"Setouchi Seaplanes","SETOUCHI","JP","1","0","0","0","4.25","4","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SSQ",NULL,"Sunstate Airlines","SUNSTATE","AU","1","0","0","1","10.55","22","1","0","76","40","35","63610","1038","0","0"
"SSR",NULL,"Sardinian Sky Aviation SRL","SARDINIAN","IT","1","0","0","0","11.00","3","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"STK",NULL,"Stobart Air","STOBART AIR","IE","1","0","1","1","3.00","1","1","0","80","40","28","2918","35958","0","0"
"STP","8F","STP Airways","SAOTOME AIRWAYS","ST","1","0","0","1","31.00","1","1","1","4","2","3","84","182","0","0"
"STQ",NULL,"Starwings","STARTREK","DE","1","0","0","0","14.43","7","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"STY",NULL,"Altius Aviation LLC","ALTAIR","US","1","0","0","0","13.00","4","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SUA",NULL,"Silesia Air","AIR SILESIA","CZ","1","0","0","0","19.33","3","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SUB",NULL,"Suburban Air Freight","SUB AIR","US","1","0","0","0","29.75","8","2","7",NULL,NULL,NULL,NULL,NULL,"0","0"
"SUI",NULL,"Swiss Air Force","SWISS AIR FORCE","CH","1","0","0","0","28.62","175","15","101",NULL,NULL,NULL,NULL,NULL,"0","0"
"SUM",NULL,"FGUAP MCHS Rossii","SUMES","RU","1","0","0","0","15.72","85","11","25",NULL,NULL,NULL,NULL,NULL,"0","0"
"SUP",NULL,"Aeronautical Charters Inc","SUN SPEED","US","1","0","0","0","20.80","5","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SUS","EZ*","Sun-Air of Scandinavia","SUNSCAN","DK","1","0","0","1","36.00","2","2","2","43","22","17","409","8835","0","0"
"SUV",NULL,"Sundance Air","DANCEAIR","VE","1","0","0","0","33.75","4","1","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVA","SV","Saudia","SAUDIA","SA","1","1","1","1","8.96","27","6","4","564","316","118","130200","77868","1","0"
"SVD",NULL,"SVG Air","GRENADINES","VC","1","0","0","0","38.57","7","4","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVE",NULL,"ASESA","AEROESPECIAL","MX","1","0","0","0","10.29","21","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVF",NULL,"Swedish Air Force","SWEDEFORCE","SE","1","0","0","0","26.06","157","7","57",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVL",NULL,"Alante Air Charter","SUN DEVIL","US","1","0","0","0","9.60","5","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVR","U6","Ural Airlines","SVERDLOVSK AIR","RU","1","1","1","1","11.67","12","3","0","598","318","123","25228","25182","2","1"
"SVV",NULL,"Salt Aviation","SALTAVIATION","PL","1","0","0","0","16.88","8","6","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVW",NULL,"Global Jet Luxembourg","SILVER ARROWS","LU","1","0","0","0","9.41","49","20","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SVX",NULL,"Security Aviation Inc","SECURITY AIR","US","1","0","0","0","36.67","6","3","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"SWA","WN","Southwest Airlines","SOUTHWEST","US","1","0","0","1","11.54","561","1","0","1475","738","100","1289180","31875","4","0"
"SWM","ZA","Sky Angkor Airlines","SKY ANGKOR","KH","1","0","0","1","19.00","1","1","0","24","12","12","92","1229","0","0"
"SWN",NULL,"West Atlantic Sweden","AIR SWEDEN","SE","1","0","0","0","29.79","14","2","13",NULL,NULL,NULL,NULL,NULL,"1","1"
"SWQ",NULL,"iAero Airways","SWIFTFLIGHT","US","1","0","0","0","27.43","7","2","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"SWR","LX","SWISS","SWISS","CH","1","1","1","1","7.28","18","6","0","299","152","118","5578","104575","0","0"
"SWT","WT*","Swiftair","SWIFT","ES","1","0","1","1","29.46","35","4","33","20","10","10","14100","12","1","0"
"SXD",NULL,"SunExpress Germany","SUNRISE","DE","1","0","1","1","13.33","3","1","0","351","179","79","468","12314","0","0"
"SXL",NULL,"Skyline Flight","SONIC","US","1","0","0","0","11.20","5","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SXN",NULL,"Saxonair","SAXONAIR","GB","1","0","0","0","6.71","7","6","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"SXS","XQ*","SunExpress",NULL,"TR","1","1","1","1","3.00","2","1","0","196","100","51","1","23332","1","0"
"SXY",NULL,"Safari Express Cargo","SAFARI EXPRESS","KE","1","0","0","0","48.50","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"SYA","SO*","Syphax Airlines","SYPHAXAIR","TN","1","0","0","0","28.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"SYB",NULL,"Skyservice Business Aviation","SKYBIZ","CA","1","0","0","0","12.00","64","30","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"SYG",NULL,"Synergy Aviation Ltd","SYNERGY","GB","1","0","0","0","23.00","5","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"SYJ",NULL,"Slate Falls Airways",NULL,"CA","1","0","0","0","64.33","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"SYL","R3","Yakutia Airlines","AIR YAKUTIA","RU","1","0","0","1","17.00","9","3","2","143","77","48","7470","1346","1","0"
"SYR","RB","Syrianair","SYRIANAIR","SY","1","1","1","1","38.22","9","4","8","18","10","10","12","1555","0","0"
"SZT",NULL,"Servicios Aeronauticos Z SA de CV","AERO ZEE","MX","1","0","0","0","28.00","3","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TAB",NULL,"Transportes Aeronauticos del Bajio S.A. de C.V.","TRANS-BAJIO","MX","1","0","0","0","12.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TAD",NULL,"Transavia Luftfahrtunternehmen GmbH",NULL,"DE","1","0","0","0","29.67","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TAE","EQ","TAME","TAME","EC","1","1","1","1","19.00","1","1","0","56","29","21","18813","4027","1","0"
"TAI","TA","Avianca El Salvador","TACA","SV","1","1","1","1","13.00","1","1","0","52","26","23","0","24936","0","0"
"TAJ",NULL,"Tunisavia","TUNISAVIA","TN","1","0","0","0","24.38","8","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"TAK",NULL,"Transafrican Air Ltd","TRANSAFRICAN","KE","1","0","0","0","37.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TAM","JJ","LATAM Airlines Brazil","TAM","BR","1","1","1","1","8.62","29","6","0","345","176","73","205491","27682","1","0"
"TAN","B4","ZanAir","ZANAIR","TZ","1","0","0","0","11.00","2","1","0","6","3","4","7405","0","0","0"
"TAO","VW","Aeromar Airlines","TRANS-AEROMAR","MX","1","0","1","1","6.00","7","2","1","72","36","34","29634","750","0","0"
"TAP","TP","TAP Air Portugal","AIR PORTUGAL","PT","1","1","1","1","1.00","3","1","0","231","123","96","12926","67373","0","0"
"TAR","TU","Tunisair","TUNAIR","TN","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TAU",NULL,"Transportes Aereos Tauro","TRANSTAURO","MX","1","0","0","0","18.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TAX","XJ","Thai AirAsia X","EXPRESS WING","TH","1","0","1","1","12.00","3","1","0","24","12","13","0","4366","0","0"
"TAY","3V","ASL Airlines Belgium","QUALITY","BE","1","0","1","1","23.94","33","6","14","43","29","22","0","4345","0","0"
"TBA",NULL,"Tibet Airlines","TIBET","CN","1","0","0","1","4.50","32","3","0","88","44","26","8997","104","0","0"
"TBJ",NULL,"TAG Aviation Asia","TAG JET","HK","1","0","0","0","6.58","31","11","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TBN","HH","Taban Airlines","TABAN","IR","1","0","0","0","24.20","5","2","1",NULL,NULL,NULL,NULL,NULL,"1","0"
"TBZ",NULL,"ATA Airlines","ATALAR AIR","IR","1","0","0","1","25.33","6","2","3","93","51","25","15844","1511","0","0"
"TCV","VR","TACV Cabo Verde Airlines","CABOVERDE","CV","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TDA",NULL,"Trend Aviation LLC","TREND AIR","US","1","0","0","0","29.50","2","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TDI",NULL,"Transportes Aereos de Ixtlan",NULL,"MX","1","0","0","0","42.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TDR","C3","Trade Air","TRADEAIR","HR","1","0","1","1","30.00","1","1","1","50","25","20","1220","768","0","0"
"TDT",NULL,"Atlas Helicopters Ltd","TRIDENT","GB","1","0","0","0","26.00","2","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TED",NULL,"Aero Servicios Azteca SA de CV","AEROAZTECA","MX","1","0","0","0","25.67","3","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TEK",NULL,"Aero-Tech Services Inc","ATECH","US","1","0","0","0","17.00","6","3","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TEL",NULL,"Telford Aviation Inc","TELFORD","US","1","0","0","0","21.00","2","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TEU",NULL,"TAG Aviation Malta Ltd","TAG MALTA","MT","1","0","0","0","6.38","13","10","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TFF",NULL,"Talon Air Inc","TALON FLIGHT","US","1","0","0","0","13.74","31","9","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TFK",NULL,"TransAfrik",NULL,"JE","1","0","0","0","51.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TFO",NULL,"AeroPacifico",NULL,"MX","1","0","0","0","35.50","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TFT",NULL,"Thai Flying Service","THAI FLYING","TH","1","0","0","0","18.40","5","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TFX",NULL,"Toll Priority","TOLL EXPRESS","AU","1","0","0","0","31.00","5","2","4",NULL,NULL,NULL,NULL,NULL,"1","0"
"TFY",NULL,"Tayside Aviation Ltd","TAYSIDE","GB","1","0","0","0","43.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TGN",NULL,"Trigana Air","TRIGANA","ID","1","0","0","1","29.00","15","4","11","22","11","13","21504","28","2","0"
"TGU","5U","TAG Airlines","CHAPIN","GT","1","0","0","1","33.25","8","3","6","8","5","6","1565","976","0","0"
"TGW","TR","Scoot","SCOOTER","SG","1","0","0","1","2.83","6","1","0","86","43","43","0","34664","0","0"
"TGY",NULL,"Trans Guyana Airways","TRANS GUYANA","GY","1","0","0","0","21.67","9","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TGZ","A9","Georgian Airways","TAMAZI","GE","1","1","1","1","13.50","2","2","0","75","39","32","69","3512","0","0"
"THA","TG","Thai Airways International","THAI","TH","1","1","1","1","10.60","10","4","0","149","77","70","14203","63787","7","0"
"THD","WE","Thai Smile","THAI SMILE","TH","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"THK",NULL,"THK Turkish Air Taxi","HUR KUS","TR","1","0","0","0","21.60","5","3","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"THT","TN","Air Tahiti Nui","TAHITI AIRLINES","PF","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"THU",NULL,"Thunder Airlines","AIR THUNDER","CA","1","0","0","0","42.08","13","3","13",NULL,NULL,NULL,NULL,NULL,"0","0"
"THY","TK","Turkish Airlines","TURKISH","TR","1","1","1","1","7.57","54","7","3","915","506","286","114528","278082","1","0"
"TIE",NULL,"Time Air s.r.o.","TIME AIR","CZ","1","0","0","0","18.00","5","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TIG",NULL,"Tiger Helicopters Ltd","TIGRIS","GB","1","0","0","0","34.00","3","2","3",NULL,NULL,NULL,NULL,NULL,"0","0"
"TIH",NULL,"ION Tiriac Air","TIRIAC AIR","RO","1","0","0","0","10.67","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TIN",NULL,"Air Tindi","TINDI","CA","1","0","0","0","32.06","16","5","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"TIR",NULL,"Antair SA de CV","ANTAIR","MX","1","0","0","0","15.23","13","8","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TIW",NULL,"Transcarga International Airways","TIACA","VE","1","0","0","1","37.00","2","1","2","6","3","4","0","179","0","0"
"TJJ",NULL,"Top Jets","THUNDERBOLT","BG","1","0","0","0","15.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TJK","7J","Tajik Air","TAJIKAIR","TJ","1","0","0","1","30.50","2","2","2","34","17","16","0","2609","0","0"
"TJS",NULL,"Tyrolean Jet Service","TYROLJET","AT","1","0","0","0","13.80","5","4","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TKJ",NULL,"JetGlobe",NULL,"TR","1","0","0","0","15.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"1","0"
"TKK",NULL,"Aeroways Inc","TARKA","US","1","0","0","0","16.67","15","10","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"TLE",NULL,"Aero Util SA de CV","AEROUTIL","MX","1","0","0","0","25.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TLK",NULL,"Starlink Aviation","STARLINK","CA","1","0","0","0","7.50","14","11","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TLM","SL","Thai Lion Air","MENTARI","TH","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TLR","7I","Air Libya","AIR LIBYA","LY","1","0","0","1","17.00","1","1","0","36","19","13","296","735","0","0"
"TLT",NULL,"Turtle Airways","TURTLE","FJ","1","0","0","0","59.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TLU",NULL,"Aero Toluca Internacional SA de CV","AEROTOLUCA","MX","1","0","0","0","40.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TMC",NULL,"Travel Management Company Limited","TRAIL BLAZER","US","1","0","0","0","12.52","27","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TMD",NULL,"Transmandu - Transportes Aereos Manduca","TRANSMANDU","VE","1","0","0","0","29.00","5","1","5",NULL,NULL,NULL,NULL,NULL,"0","0"
"TMG","GM","Tri MG Airlines","TRILINES","ID","1","0","0","1","20.17","6","3","1","84","44","43","0","3241","1","0"
"TMI",NULL,"Tamir Airways","TAMIRWAYS","IL","1","0","0","0","18.00","3","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TMN","HJ*","Tasman Cargo Airlines","TASMAN","AU","1","0","0","1","8.00","1","1","0","2","1","2","0","522","0","0"
"TMS",NULL,"Temsco Helicopters Inc","TEMSCO","US","1","0","0","0","28.81","43","5","23",NULL,NULL,NULL,NULL,NULL,"0","0"
"TMW",NULL,"Trans Maldivian Airways","TRANS MALDIVIAN","MV","1","0","0","0","44.95","21","1","21",NULL,NULL,NULL,NULL,NULL,"1","0"
"TNE",NULL,"Taxis Aereos del Noroeste SA de CV","TAXINOROESTE","MX","1","0","0","0","16.67","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TNL",NULL,"Sky Horse Aviation","SKY HORSE","MN","1","0","0","0","39.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TNO","6R*","AeroUnion","AEROUNION","MX","1","0","0","0","29.20","5","2","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"TNR",NULL,"Tanana Air Service","TAN AIR","US","1","0","0","1","2.00","1","1","0","9","8","9","416","263","0","0"
"TNU",NULL,"TransNusa Air Services","TRANSNUSA","ID","1","0","0","0","17.50","2","2","1","22","13","13","3739","0","0","0"
"TNV",NULL,"TransNorthern","TRANSNORTHERN","US","1","0","0","0","47.75","4","3","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"TNW",NULL,"Trans Nation Airways","TRANS-NATION","ET","1","0","0","0","34.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TNX",NULL,"Trener KFT","TRAINER","HU","1","0","0","0","18.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TOK","CG*","PNG Air","BALUS","PG","1","0","0","0","26.78","9","2","7","69","38","19","20134","0","1","0"
"TOR",NULL,"FlyGTA Airlines","HOMERUN","CA","1","0","0","0","31.11","9","6","6",NULL,NULL,NULL,NULL,NULL,"0","0"
"TOS","9N","Tropic Air","TROPISER","BZ","1","0","0","1","8.75","16","3","0","11","6","6","64177","3490","0","0"
"TOW","9L","AirTanker","TOWLINE","GB","1","0","0","0","6.50","2","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TOY",NULL,"Toyo Aviation","TOYO AVIATION","RO","1","0","0","0","6.20","5","5","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TPA","QT","Avianca Cargo","TAMPA","CO","1","0","0","1","6.83","6","1","0","37","29","18","157","6687","0","0"
"TPC","TY","Air Caledonie","AIRCAL","NC","1","1","1","0","8.00","1","1","0","18","9","10","12910","0","0","0"
"TPG",NULL,"Transportes Aereos Pegaso SA de CV","TRANSPEGASO","MX","1","0","0","0","11.90","29","8","1",NULL,NULL,NULL,NULL,NULL,"1","0"
"TPJ",NULL,"Tempus Jets Inc","TEMPUS JETS","US","1","0","0","0","24.67","3","2","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TPM",NULL,"Transpais Aereo SA de CV","TRANSPAIS","MX","1","0","0","0","11.62","8","5","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TPN",NULL,"Transportacion Aerea del Norte SA de CV","AEREA DELNORTE","MX","1","0","0","0","10.40","5","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TPS",NULL,"TAPSA - Transportes Aereos Petroleros SA","TAPSA","AR","1","0","0","0","45.00","1","1","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TPU","T0","Avianca Peru","AVIANCA PERÚ","PE","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TPZ",NULL,"Transportes La Paz SA de CV","TRANSPAZ","MX","1","0","0","0","6.00","1","1","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TQN",NULL,"Taquan Air","TAQUAN","US","1","0","0","0","64.17","12","2","12","3","2","2","6206","0","0","0"
"TRA","HV","Transavia","TRANSAVIA","NL","1","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TRH",NULL,"Turuhan Aviacompany","TURUKHAN","RU","1","0","0","0","31.91","11","3","10",NULL,NULL,NULL,NULL,NULL,"0","0"
"TRI",NULL,"Trafico - Ministerio del Interior",NULL,"ES","1","0","0","0","11.30","20","3","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TRL",NULL,"Starlite Aviation Ltd","STARSTREAM","ZA","1","0","0","0","20.11","35","10","14",NULL,NULL,NULL,NULL,NULL,"0","0"
"TRN",NULL,"Servicios Aereos Corporativos SA de CV","AEROTRON","MX","1","0","0","0","39.00","4","4","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"TRQ","3T","Tarco Aviation",NULL,"SD","1","0","0","1","25.82","11","3","7","22","11","12","2260","1952","0","0"
"TRX",NULL,"TATSA - Transportes Aereos Terrestres SA","TRANS-TERRESTRES","MX","1","0","0","0","45.00","2","2","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TSC","TS","Air Transat","AIR TRANSAT","CA","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TSG",NULL,"Trans Air Congo","TRANS-AIR-CONGO","CG","1","0","0","1","23.33","6","2","4","27","14","8","3765","1300","0","0"
"TSL",NULL,"Thai Aviation Services","THAI AVIATION","TH","1","0","0","0","8.10","10","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TSS",NULL,"Tri State Aero Inc","TRI-STATE","US","1","0","0","0","40.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"0","0"
"TSU",NULL,"Gulf & Caribbean Cargo","TRANSAUTO","US","1","0","0","0","39.94","17","3","13",NULL,NULL,NULL,NULL,NULL,"0","0"
"TTE",NULL,"Avcenter Inc","TETON","US","1","0","0","0","28.88","8","5","4",NULL,NULL,NULL,NULL,NULL,"0","0"
"TTF",NULL,"224th State Airline Flight Unit","CARGO UNIT","RU","1","0","0","0","31.38","24","2","24",NULL,NULL,NULL,NULL,NULL,"0","0"
"TTJ",NULL,"Tatra Jet","TATRA","SK","1","0","0","0","16.50","6","6","1",NULL,NULL,NULL,NULL,NULL,"0","0"
"TTL",NULL,"Total Linhas Aereas","TOTAL","BR","1","0","0","0","42.00","2","1","2",NULL,NULL,NULL,NULL,NULL,"1","0"
"TTU",NULL,"Tantalus Air","TANTALUS","CA","1","0","0","0","6.50","2","2","0",NULL,NULL,NULL,NULL,NULL,"0","0"
"TTW",NULL,"Tigerair Taiwan","SMART CAT","TW","1","0","0","1","3.00","1","1","0","40","20","19","0","11219","0","0"
"TUA","T5","Turkmenistan Airlines","TURKMENISTAN","TM","1","0","0","1","19.21","34","9","12","50","25","20","11831","5674","0","0"
"TUI","X3*","TUIfly","TUI JET","DE","1","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"TUL",NULL,"Tulpar Air","URSAL","RU","1","0","0","0","14.60","10","8","2",NULL,NULL,NULL,NULL,NULL,"0","0"
