slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
bbs-ndb-da,BBS,BENI ABBES NDB,NDB,ENROUTE,320,,,,,,,,50,30.025847222,-2.235655556,,DA,,,DZ
bbs-vor-dme-da,BBS,BENI ABBES VOR/DME,VOR-DME,ENROUTE,115300,100X,1124000,1187000,0,0,,,130,30.023777778,-2.230638889,1740,DA,,,DZ
bbs-vor-dme-ve,BBS,BHUBANESHWAR VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,-1.000,,,130,20.244230556,85.813008333,156,VE,,,IN
bbz-vor-dme-vo,BBZ,VIJAYAWADA VOR/DME,VOR-DME,ENROUTE,116200,109X,1133000,1196000,0,-1.000,,,130,16.522000000,80.792805556,89,VO,,,IN
bc-dme-ils-da-daor,BC,BOUDGHENE BEN ALI LOTFI DME-ILS,DME-ILS,TERMINAL,108100,18X,1042000,979000,0,,,,25,31.656047222,-2.260013889,2661,DA,DAOR,,DZ
bc-dme-ils-ll-llbg,BC,BEN GURION DME-ILS,DME-ILS,TERMINAL,110900,46X,1070000,1007000,0.200,,,,25,32.012416667,34.864194444,131,LL,LLBG,,IL
bc-dme-ils-sa-sazb,BC,COMANDANTE ESPORA NAS DME-ILS,DME-ILS,TERMINAL,109700,34X,1058000,995000,0,,,,25,-38.719208333,-62.154619444,246,SA,SAZB,,AR
bc-dme-uu,BC,BEZHETSK DME,DME,TERMINAL,111500,52X,1076000,1013000,0,,,,130,57.895000000,36.930000000,689,UU,,,RU
bc-gs-da-daor,BC,GS 18,GS,TERMINAL,108100,,,,,,179.985,3.00,18,31.656047222,-2.260013889,2661,DA,DAOR,18,DZ
bc-gs-ll-llbg,BC,GS 08,GS,TERMINAL,110900,,,,,,079.788,3.00,18,32.012416667,34.864194444,131,LL,LLBG,08,IL
bc-gs-sa-sazb,BC,GS 17L,GS,TERMINAL,109700,,,,,,163.765,2.70,18,-38.719208333,-62.154619444,246,SA,SAZB,17L,AR
bc-ils-i-da-daor,BC,ILS 18,ILS-I,TERMINAL,108100,,,,,,179.985,,18,31.629238889,-2.260983333,2661,DA,DAOR,18,DZ
bc-ils-i-ll-llbg,BC,ILS 08,ILS-I,TERMINAL,110900,,,,,,79.788,,18,32.019055556,34.901444444,131,LL,LLBG,08,IL
bc-ils-i-sa-sazb,BC,ILS 17L,ILS-I,TERMINAL,109700,,,,,,163.765,,18,-38.740566667,-62.148441667,246,SA,SAZB,17L,AR
bc-ndb-lh-lhbc,BC,BEKESCSABA NDB,NDB,TERMINAL,400,,,,,,,,15,46.664888889,21.165083333,,LH,LHBC,,HU
bc-ndb-lr,BC,GEORGE ENESCU (BACAU) NDB,NDB,ENROUTE,426,,,,,,,,15,46.478111111,26.927416667,,LR,,,RO
bc-ndb-uh,BC,PROVIDENIYA BAY NDB,NDB,ENROUTE,960,,,,,,,,50,64.376944444,-173.241944444,,UH,,,RU
bca-dme-ils-le-lebl,BCA,JOSEP TARRADELLAS/EL PRAT DME-ILS,DME-ILS,TERMINAL,109500,32X,1056000,993000,0.200,,,,25,41.305500000,2.099750000,30,LE,LEBL,,ES
bca-gs-le-lebl,BCA,GS 25R,GS,TERMINAL,109500,,,,,,245.511,3.00,18,41.305500000,2.099750000,13,LE,LEBL,25R,ES
bca-ils-iii-le-lebl,BCA,ILS 25R,ILS-III,TERMINAL,109500,,,,,,245.511,,18,41.292194444,2.064194444,13,LE,LEBL,25R,ES
bca-vor-dme-sa,BCA,BAHIA BLANCA VOR/DME,VOR-DME,ENROUTE,114300,90X,1114000,1177000,0,-3.000,,,130,-38.719927778,-62.158361111,246,SA,,,AR
bcc-ndb-pa,BCC,BEAR CREEK (TANANA) NDB,NDB,ENROUTE,212,,,,,,,,50,65.173883333,-152.205925000,,PA,,,US
bcd-vor-dme-rp,BCD,BACOLOD VOR/DME,VOR-DME,ENROUTE,115300,100X,1124000,1187000,0,0,,,25,10.775283333,123.020536111,106,RP,,,PH
bce-vortac-k2,BCE,BRYCE CANYON VORTAC,VORTAC,ENROUTE,112800,75X,1099000,1162000,0,15.000,,,130,37.689186111,-112.303897222,9039,K2,,,US
bch-ndb-sb,BCH,BACACHERI NDB,NDB,ENROUTE,300,,,,,,,,50,-25.402666667,-49.229000000,,SB,,,BR
bch-vor-dme-dn,BCH,BAUCHI VOR/DME,VOR-DME,ENROUTE,115600,103X,1127000,1190000,0,-1.000,,,40,10.456833333,9.748388889,2008,DN,,,NG
bcl-dme-eg,BCL,BENBECULA DME,DME,TERMINAL,108100,18X,1042000,979000,0,,,,25,57.475086111,-7.370322222,48,EG,,,GB
bcn-ndb-se,BCN,BAHIA (SAN VICENTE) NDB,NDB,ENROUTE,316,,,,,,,,50,-0.601944444,-80.407277778,,SE,,,EC
bcn-vor-dme-eg,BCN,BRECON VOR/DME,VOR-DME,ENROUTE,117450,121Y,1145000,1082000,0,-1.000,,,130,51.725525000,-3.263033333,1450,EG,,,GB
bcn-vor-dme-le,BCN,BARCELONA VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,0,,,130,41.307111111,2.107805556,1,LE,,,ES
bco-vor-dme-sb,BCO,BONSUCESSO (SAO PAULO) VOR/DME,VOR-DME,ENROUTE,116000,107X,1131000,1194000,0,-21.000,,,150,-23.406427778,-46.385463889,2678,SB,,,BR
bcr-ndb-da,BCR,BECHAR NDB,NDB,ENROUTE,407,,,,,,,,50,31.666666667,-2.241666667,,DA,,,DZ
bcr-vor-dme-da,BCR,BECHAR VOR/DME,VOR-DME,ENROUTE,113900,86X,1110000,1173000,0,0,,,130,31.684591667,-2.261275000,2661,DA,,,DZ
bcs-ndb-es,BCS,BACCHUS NDB,NDB,ENROUTE,416,,,,,,,,25,62.570388889,17.045166667,,ES,,,SE
bcs-vor-dme-li,BCS,CASALE (BRINDISI) VOR/DME,VOR-DME,ENROUTE,113550,82Y,1106000,1043000,0,4.000,,,40,40.658583333,17.951916667,49,LI,,,IT
bcu-vor-dme-lr,BCU,BACAU VOR/DME,VOR-DME,ENROUTE,109400,31X,1055000,992000,0,5.000,,,130,46.510916667,26.825555556,1800,LR,,,RO
bcy-vor-dme-lf,BCY,ORLEANS VOR/DME,VOR-DME,ENROUTE,117350,120Y,1144000,1081000,0,0,,,130,47.985305556,1.755555556,435,LF,,,FR
bd-dme-ils-en-enbo,BD,BODO DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,67.272458333,14.391350000,71,EN,ENBO,,NO
bd-dme-ils-lf-lfbd,BD,MERIGNAC DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,44.837805556,-0.704944444,207,LF,LFBD,,FR
bd-dme-ils-ll-llbg,BD,BEN GURION DME-ILS,DME-ILS,TERMINAL,111900,56X,1080000,1017000,0.200,,,,25,32.002333333,34.892083333,171,LL,LLBG,,IL
bd-gs-en-enbo,BD,GS 25,GS,TERMINAL,108700,,,,,,268.383,3.50,18,67.272477778,14.391361111,71,EN,ENBO,25,NO
bd-gs-lf-lfbd,BD,GS 23,GS,TERMINAL,110300,,,,,,225.380,3.00,18,44.837833333,-0.704944444,152,LF,LFBD,23,FR
bd-gs-ll-llbg,BD,GS 30,GS,TERMINAL,111900,,,,,,301.597,3.20,18,32.002333333,34.892083333,171,LL,LLBG,30,IL
bd-igs-ll-llbg,BD,ILS 30,IGS,TERMINAL,111900,,,,,,301.597,,18,32.015663889,34.864002778,171,LL,LLBG,30,IL
bd-ils-i-en-enbo,BD,ILS 25,ILS-I,TERMINAL,108700,,,,,,268.383,,18,67.272830556,14.404322222,71,EN,ENBO,25,NO
bd-ils-iii-lf-lfbd,BD,ILS 23,ILS-III,TERMINAL,110300,,,,,,225.380,,18,44.814944444,-0.734944444,152,LF,LFBD,23,FR
bd-ndb-lf,BD,BORDEAUX NDB,NDB,ENROUTE,393,,,,,,,,50,44.935222222,-0.562250000,,LF,,,FR
bd-ndb-su,BD,DURAZNO NDB,NDB,ENROUTE,277,,,,,,,,15,-33.391611111,-56.515694444,,SU,,,UY
bd-ndb-ui,BD,RAZDOLYE NDB,NDB,ENROUTE,635,,,,,,,,50,52.442222222,103.194722222,,UI,,,RU
bd-ndb-us-ushh,BD,KHANTY-MANSIYSK NDB,NDB,TERMINAL,707,,,,,,,,25,61.016583333,68.989000000,,US,USHH,,RU
bd-ndb-uu,BD,BOGDANOVO NDB,NDB,ENROUTE,360,,,,,,,,50,57.107777778,37.711944444,,UU,,,RU
bd-ndb-ve,BD,BAGDOGRA NDB,NDB,ENROUTE,345,,,,,,,,50,26.696944444,88.324722222,,VE,,,IN
bd-vor-dme-df,BD,BOBO-DIOULASSO VOR/DME,VOR-DME,ENROUTE,114700,94X,1118000,1181000,0,-4.000,,,130,11.145036111,-4.350855556,1414,DF,,,BF
bda-vor-dme-dn,BDA,BIDA VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,-1.000,,,130,9.102138889,6.017527778,583,DN,,,NG
bda-vor-dme-tx,BDA,BERMUDA VOR/DME,VOR-DME,ENROUTE,113900,86X,1110000,1173000,0,-15.000,,,130,32.364386111,-64.689572222,53,TX,,,BM
bdb-vor-dme-oe,BDB,BIR DARB VOR/DME,VOR-DME,ENROUTE,115100,98X,1122000,1185000,0,3.000,,,125,24.330833333,41.824444444,3281,OE,,,SA
bdb-vor-dme-ui,BDB,BODAYBO VOR/DME,VOR-DME,ENROUTE,112600,73X,1097000,1160000,0,-10.000,,,130,57.873888889,114.232222222,2067,UI,,,RU
bde-vor-dme-k3,BDE,BAUDETTE VOR/DME,VOR-DME,ENROUTE,111600,53X,1077000,1014000,0,4.000,,,40,48.722797222,-94.607288889,1083,K3,,,US
bdf-vor-dme-en,BDF,BARDUFOSS VOR/DME,VOR-DME,ENROUTE,114200,89X,1113000,1176000,0,8.000,,,130,69.064880556,18.466175000,598,EN,,,NO
bdf-vortac-k5,BDF,BRADFORD VORTAC,VORTAC,ENROUTE,114700,94X,1118000,1181000,0,0,,,130,41.159730556,-89.587872222,810,K5,,,US
bdg-ndb-k2,BDG,BLANDING NDB,NDB,ENROUTE,340,,,,,,,,25,37.517416667,-109.492788889,,K2,,,US
bdh-vor-dme-k3,BDH,WILLMAR VOR/DME,VOR-DME,ENROUTE,113700,84X,1108000,1171000,0,4.000,,,25,45.117669444,-95.127061111,1124,K3,,,US
bdm-tacan-lt,BDM,BANDIRMA TACAN,TACAN,ENROUTE,111000,47X,1071000,1008000,0,5.000,,,25,40.316750000,27.982083333,170,LT,,,TR
bdm-vor-dme-wa,BDM,BANJARMASIN VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,1.000,,,130,-3.436800000,114.731486111,73,WA,,,ID
bdn-tacan-eg,BDN,BOSCOMBE DOWN TACAN,TACAN,ENROUTE,108200,19X,1043000,980000,0,-1.000,,,130,51.148802778,-1.752652778,430,EG,,,GB
bdo-vor-dme-en,BDO,BODO VOR/DME,VOR-DME,ENROUTE,117550,122Y,1146000,1083000,0,5.000,,,130,67.266697222,14.364855556,101,EN,,,NO
bdr-ndb-lt,BDR,MILAS BODRUM NDB,NDB,ENROUTE,389,,,,,,,,15,37.257666667,27.637750000,,LT,,,TR
bdr-vor-dme-ha,BDR,BAHIR DAR VOR/DME,VOR-DME,ENROUTE,114400,91X,1115000,1178000,0,2.000,,,130,11.606419444,37.317216667,5976,HA,,,ET
bdr-vor-dme-k6,BDR,BRIDGEPORT VOR/DME,VOR-DME,ENROUTE,108800,25X,1049000,986000,0,-12.000,,,40,41.160694444,-73.124497222,9,K6,,,US
bdr-vor-dme-lt,BDR,MILAS BODRUM VOR/DME,VOR-DME,ENROUTE,116700,114X,1138000,1201000,0,5.000,,,130,37.257666667,27.637750000,30,LT,,,TR
bdt-vor-dme-mp,BDT,BOCAS DEL TORO VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,-1.000,,,125,9.338850000,-82.251761111,10,MP,,,PA
bdv-ndb-yb,BDV,BIRDSVILLE NDB,NDB,ENROUTE,413,,,,,,,,25,-25.896277778,139.353416667,,YB,,,AU
be-dme-ils-wb-wbsb,BE,BRUNEI INTL DME-ILS,DME-ILS,TERMINAL,108900,26X,1050000,987000,0,,,,25,4.932777778,114.920277778,18,WB,WBSB,,BN
be-gs-wb-wbsb,BE,GS 03,GS,TERMINAL,108900,,,,,,031.345,3.20,18,4.933055556,114.920277778,18,WB,WBSB,03,BN
be-ils-i-wb-wbsb,BE,ILS 03,ILS-I,TERMINAL,108900,,,,,,31.345,,18,4.960277778,114.938055556,18,WB,WBSB,03,BN
be-ndb-lf,BE,BORDEAUX NDB,NDB,ENROUTE,318,,,,,,,,15,44.870583333,-0.397805556,,LF,,,FR
be-ndb-nz,BE,BERRIDALE (DUNEDIN) NDB,NDB,ENROUTE,394,,,,,,,,50,-46.027825000,169.983225000,,NZ,,,NZ
be-ndb-uh,BE,BERINGOVSKY NDB,NDB,ENROUTE,640,,,,,,,,50,63.038611111,179.304722222,,UH,,,RU
be-ndb-uw,BE,SAMARA NDB,NDB,ENROUTE,287,,,,,,,,50,53.479500000,50.076472222,,UW,,,RU
bea-vor-dme-tn,BEA,BEATRIX (ARUBA) VOR/DME,VOR-DME,ENROUTE,113800,85X,1109000,1172000,0,-11.000,,,125,12.501616667,-70.020775000,98,TN,,,AW
beg-vor-dme-li,BEG,BERGAMO VOR/DME,VOR-DME,ENROUTE,114950,96Y,1120000,1057000,0,1.000,,,130,45.669472222,9.709194444,810,LI,,,IT
bei-dme-ils-lf-lfbd,BEI,MERIGNAC DME-ILS,DME-ILS,TERMINAL,111150,48Y,1072000,1135000,0,,,,25,44.825222222,-0.703888889,214,LF,LFBD,,FR
bei-gs-lf-lfbd,BEI,GS 29,GS,TERMINAL,111150,,,,,,286.489,3.00,18,44.825222222,-0.703888889,158,LF,LFBD,29,FR
bei-ils-i-lf-lfbd,BEI,ILS 29,ILS-I,TERMINAL,111150,,,,,,286.489,,18,44.832305556,-0.732833333,158,LF,LFBD,29,FR
bej-tacan-lp,BEJ,BEJA TACAN,TACAN,ENROUTE,115800,105X,1129000,1192000,0,-3.000,,,40,38.128416667,-7.926694444,700,LP,,,PT
bel-dme-ek,BEL,BELLA DME,DME,ENROUTE,114650,93Y,1117000,1054000,0,,,,130,55.791111111,12.095833333,135,EK,,,DK
bel-ndb-sv,BEL,BELEN NDB,NDB,ENROUTE,235,,,,,,,,50,9.991666667,-67.700000000,,SV,,,VE
bel-vor-dme-eg,BEL,BELFAST VOR/DME,VOR-DME,ENROUTE,117200,119X,1143000,1206000,0,-3.000,,,130,54.661144444,-6.229908333,224,EG,,,GB
bel-vor-dme-sb,BEL,BELEM VOR/DME,VOR-DME,ENROUTE,117300,120X,1144000,1207000,0,-20.000,,,130,-1.384358333,-48.478563889,52,SB,,,BR
ben-vor-dme-dn,BEN,BENIN VOR/DME,VOR-DME,ENROUTE,116500,112X,1136000,1199000,0,-3.000,,,130,6.283638889,5.557944444,218,DN,,,NG
ben-vor-dme-eg,BEN,BENBECULA VOR/DME,VOR-DME,ENROUTE,113950,86Y,1110000,1047000,0,-4.000,,,40,57.477936111,-7.365300000,36,EG,,,GB
ber-ndb-ls,BER,BERN NDB,NDB,ENROUTE,335,,,,,,,,15,46.899116667,7.510483333,,LS,,,CH
bes-ndb-k7,BES,BENNETTSVILLE NDB,NDB,ENROUTE,230,,,,,,,,25,34.620213889,-79.733200000,,K7,,,US
bes-vor-dme-sp,BES,TUMBES VOR/DME,VOR-DME,ENROUTE,112900,76X,1100000,1163000,0,-1.000,,,125,-3.544405556,-80.389069444,115,SP,,,PE
bet-vortac-pa,BET,BETHEL VORTAC,VORTAC,ENROUTE,114100,88X,1112000,1175000,0,14.000,,,130,60.784836111,-161.824330556,105,PA,,,US
bex-ndb-k3,BEX,BLOOMFIELD NDB,NDB,ENROUTE,269,,,,,,,,25,40.745022222,-92.430463889,,K3,,,US
bey-ndb-lt,BEY,BEYPAZARI NDB,NDB,ENROUTE,487,,,,,,,,50,40.158916667,31.929305556,,LT,,,TR
bf-dme-ils-en-endu,BF,BARDUFOSS DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,69.052244444,18.561741667,246,EN,ENDU,,NO
bf-gs-en-endu,BF,GS 28,GS,TERMINAL,108700,,,,,,287.771,3.80,18,69.052219444,18.561730556,242,EN,ENDU,28,NO
bf-ils-i-en-endu,BF,ILS 28,ILS-I,TERMINAL,108700,,,,,,287.771,,18,69.057552778,18.516252778,242,EN,ENDU,28,NO
bf-ndb-k5-kbkl,BF,TABEY (CLEVELAND) NDB,NDB,TERMINAL,248,,,,,,,,25,41.569127778,-81.573763889,,K5,KBKL,,US
bf-ndb-uh-uhsm,BF,MENDELEYEVO (YUZHNO-KURILSK) NDB,NDB,TERMINAL,525,,,,,,,,15,43.913666667,145.679027778,,UH,UHSM,,RU
bf-ndb-un-uooo,BF,ALYKEL (NORILSK) NDB,NDB,TERMINAL,535,,,,,,,,25,69.352888889,87.407527778,,UN,UOOO,,RU
bf-ndb-uu-uuyh,BF,UKHTA NDB,NDB,TERMINAL,304,,,,,,,,25,63.522166667,53.776722222,,UU,UUYH,,RU
bf-vor-dme-fk,BF,BAFOUSSAM VOR/DME,VOR-DME,ENROUTE,116500,112X,1136000,1199000,0,0,,,130,5.534969444,10.354388889,26,FK,,,CM
bfd-vor-dme-k6,BFD,BRADFORD VOR/DME,VOR-DME,ENROUTE,116600,113X,1137000,1200000,0,-7.000,,,40,41.786386111,-78.619347222,2110,K6,,,US
bff-vortac-k3,BFF,SCOTTSBLUFF VORTAC,VORTAC,ENROUTE,112600,73X,1097000,1160000,0,13.000,,,130,41.894163889,-103.482030556,4169,K3,,,US
bfm-vortac-k7,BFM,BROOKLEY (MOBILE) VORTAC,VORTAC,ENROUTE,112800,75X,1099000,1162000,0,4.000,,,40,30.612722222,-88.055494444,30,K7,,,US
bfr-ndb-sb,BFR,CABO FRIO NDB,NDB,ENROUTE,200,,,,,,,,50,-22.923333333,-42.071500000,,SB,,,BR
bfs-tacan-eb,BFS,FLORENNES TACAN,TACAN,ENROUTE,111500,52X,1076000,1013000,0,1.000,,,130,50.241416667,4.653250000,952,EB,,,BE
bfv-vortac-k4,BFV,BURNS FLAT (CLINTON) VORTAC,VORTAC,ENROUTE,110000,37X,1061000,998000,0,5.000,,,40,35.236944444,-99.206166667,1780,K4,,,US
bfw-ndb-k3,BFW,SILVER BAY NDB,NDB,ENROUTE,350,,,,,,,,25,47.250591667,-91.414063889,,K3,,,US
bg-dme-ils-en-enbr,BG,FLESLAND DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,60.285536111,5.219227778,161,EN,ENBR,,NO
bg-dme-ils-lf-lfrb,BG,GUIPAVAS DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,48.451722222,-4.406694444,367,LF,LFRB,,FR
bg-dme-ils-ll-llbg,BG,BEN GURION DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0.200,,,,25,32.011808333,34.868991667,141,LL,LLBG,,IL
bg-gs-en-enbr,BG,GS 35,GS,TERMINAL,110500,,,,,,350.555,3.00,18,60.285488889,5.219394444,168,EN,ENBR,35,NO
bg-gs-lf-lfrb,BG,GS 25L,GS,TERMINAL,109900,,,,,,251.181,3.00,18,48.451722222,-4.406694444,311,LF,LFRB,25L,FR
bg-gs-ll-llbg,BG,GS 12,GS,TERMINAL,110300,,,,,,121.529,3.00,18,32.011808333,34.868991667,141,LL,LLBG,12,IL
bg-ils-i-en-enbr,BG,ILS 35,ILS-I,TERMINAL,110500,,,,,,350.555,,18,60.307575000,5.213366667,168,EN,ENBR,35,NO
bg-ils-i-ll-llbg,BG,ILS 12,ILS-I,TERMINAL,110300,,,,,,121.529,,18,31.998572222,34.896877778,141,LL,LLBG,12,IL
bg-ils-iii-lf-lfrb,BG,ILS 25L,ILS-III,TERMINAL,109900,,,,,,251.181,,18,48.442222222,-4.443416667,311,LF,LFRB,25L,FR
bg-ndb-k6-kbgm,BG,SMITE (BINGHAMTON) NDB,NDB,TERMINAL,332,,,,,,,,25,42.104702778,-75.891175000,,K6,KBGM,,US
bg-ndb-rp,BG,BAGUIO NDB,NDB,ENROUTE,272,,,,,,,,50,16.374391667,120.616708333,,RP,,,PH
bg-ndb-uh,BG,MURAVEYKA NDB,NDB,ENROUTE,920,,,,,,,,50,43.884166667,133.253055556,,UH,,,RU
bg-ndb-uu,BG,KARMANOVO NDB,NDB,ENROUTE,745,,,,,,,,50,55.833333333,34.859722222,,UU,,,RU
bgc-ndb-lf,BGC,BERGERAC NDB,NDB,ENROUTE,374,,,,,,,,15,44.819472222,0.619277778,,LF,,,FR
bgc-vor-dme-sb,BGC,BRAGANCA (BRAGANCA PAULIS VOR/DME,VOR-DME,ENROUTE,116200,109X,1133000,1196000,0,-18.000,,,125,-22.951452778,-46.569805556,2887,SB,,,BR
bgd-vor-dme-ly,BGD,BELGRADE VOR/DME,VOR-DME,ENROUTE,112050,57Y,1081000,1144000,0,4.000,,,130,44.819361111,20.311166667,347,LY,,,RS
bgd-vor-dme-or,BGD,BAGHDAD VOR/DME,VOR-DME,ENROUTE,112900,76X,1100000,1163000,0,4.000,,,130,33.291944444,44.225277778,100,OR,,,IQ
bgd-vor-dme-ve,BGD,BAGDOGRA VOR/DME,VOR-DME,ENROUTE,115200,99X,1123000,1186000,0,0,,,130,26.688333333,88.326111111,414,VE,,,IN
bgd-vortac-k4,BGD,BORGER VORTAC,VORTAC,ENROUTE,108600,23X,1047000,984000,0,11.000,,,40,35.807072222,-101.382152778,3130,K4,,,US
bge-dme-es,BGE,BUNGE DME,DME,ENROUTE,116600,113X,1137000,1200000,0,,,,130,57.851916667,19.029611111,134,ES,,,SE
bge-vor-sb,BGE,BAGE VOR,VOR,ENROUTE,115300,,,,,-14.000,,,130,-31.390713889,-54.109716667,0,SB,,,BR
bgi-dme-ils-fe-feff,BGI,M'POKO DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,4.390916667,18.522388889,1257,FE,FEFF,,CF
bgi-gs-fe-feff,BGI,GS 34,GS,TERMINAL,110300,,,,,,345.478,3.00,18,4.390916667,18.522388889,1257,FE,FEFF,34,CF
bgi-ils-ii-fe-feff,BGI,ILS 34,ILS-II,TERMINAL,110300,,,,,,345.478,,18,4.414244444,18.515472222,1257,FE,FEFF,34,CF
bgi-vor-dme-tb,BGI,ADAMS (BRIDGETOWN) VOR/DME,VOR-DME,ENROUTE,112700,74X,1098000,1161000,0,-15.000,,,130,13.075050000,-59.483827778,194,TB,,,BB
bgm-vortac-oa,BGM,BAGRAM VORTAC,VORTAC,ENROUTE,112700,74X,1098000,1161000,0,3.000,,,40,34.950380556,69.271505556,4852,OA,,,AF
bgn-ndb-vy,BGN,BAGAN NDB,NDB,ENROUTE,335,,,,,,,,75,21.176527778,94.928694444,,VY,,,MM
bgn-vor-dme-ll,BGN,BEN GURION (TEL AVIV) VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,5.000,,,130,32.013111111,34.875361111,100,LL,,,IL
bgn-vor-dme-vy,BGN,BAGAN VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,-1.000,,,40,21.169536111,94.928152778,210,VY,,,MM
bgo-vor-dme-vy,BGO,BAGO VOR/DME,VOR-DME,ENROUTE,112600,73X,1097000,1160000,0,-1.000,,,150,17.318494444,96.519875000,38,VY,,,MM
bgp-ndb-lf-lfrb,BGP,GUIPAVAS (BREST) NDB,NDB,TERMINAL,387,,,,,,,,15,48.444694444,-4.416500000,,LF,LFRB,,FR
bgq-vortac-pa,BGQ,BIG LAKE VORTAC,VORTAC,ENROUTE,112500,72X,1096000,1159000,0,19.000,,,130,61.569455556,-149.967144444,180,PA,,,US
bgr-vor-dme-gm,BGR,BENGUERIR VOR/DME,VOR-DME,ENROUTE,115400,101X,1125000,1188000,0,-2.000,,,130,32.157777778,-7.880833333,1476,GM,,,MA
bgr-vor-dme-le,BGR,BAGUR VOR/DME,VOR-DME,ENROUTE,112200,59X,1083000,1020000,0,1.000,,,130,41.947694444,3.208861111,1083,LE,,,ES
bgr-vortac-k6,BGR,BANGOR VORTAC,VORTAC,ENROUTE,114800,95X,1119000,1182000,0,-19.000,,,130,44.841794444,-68.873966667,360,K6,,,US
bgs-vor-dme-lb,BGS,BURGAS VOR/DME,VOR-DME,ENROUTE,112000,57X,1081000,1018000,0,5.000,,,130,42.587166667,27.537972222,200,LB,,,BG
bgs-vortac-k4,BGS,BIG SPRING VORTAC,VORTAC,ENROUTE,117200,119X,1143000,1206000,0,11.000,,,130,32.385588889,-101.483683333,2670,K4,,,US
bgt-ndb-yb,BGT,BAGOT (DARWIN) NDB,NDB,ENROUTE,308,,,,,,,,15,-12.406638889,130.857027778,,YB,,,AU
bh-dme-ils-lf-lfrh,BH,LANN-BIHOUE NAVY DME-ILS,DME-ILS,TERMINAL,108150,18Y,1042000,1105000,0,,,,25,47.762833333,-3.435277778,196,LF,LFRH,,FR
bh-gs-lf-lfrh,BH,GS 25,GS,TERMINAL,108150,,,,,,251.714,3.00,18,47.762833333,-3.435277778,148,LF,LFRH,25,FR
bh-ils-i-lf-lfrh,BH,ILS 25,ILS-I,TERMINAL,108150,,,,,,251.714,,18,47.755861111,-3.461000000,148,LF,LFRH,25,FR
bh-ndb-k7-kbhm,BH,MCDEN (BIRMINGHAM) NDB,NDB,TERMINAL,224,,,,,,,,25,33.511522222,-86.845591667,,K7,KBHM,,US
bh-ndb-om,BH,BUHASA NDB,NDB,ENROUTE,309,,,,,,,,50,23.616666667,53.383333333,,OM,,,AE
bh-ndb-zm,BH,BAYANKHONGOR NDB,NDB,ENROUTE,465,,,,,,,,50,46.143888889,100.716388889,,ZM,,,MN
bha-vortac-oe,BHA,AL BAHA VORTAC,VORTAC,ENROUTE,113500,82X,1106000,1169000,0,3.000,,,130,20.292472222,41.629138889,5500,OE,,,SA
bhc-ndb-k7,BHC,BAXLEY NDB,NDB,ENROUTE,376,,,,,,,,25,31.712025000,-82.390169444,,K7,,,US
bhd-vor-dme-eg,BHD,BERRY HEAD VOR/DME,VOR-DME,ENROUTE,112050,57Y,1081000,1144000,0,-2.000,,,130,50.398605556,-3.493738889,215,EG,,,GB
bhf-ndb-my,BHF,ISLANDS (FREEPORT) NDB,NDB,ENROUTE,326,,,,,,,,25,26.573563889,-78.663530556,,MY,,,BS
bhi-ndb-ym,BHI,BROKEN HILL NDB,NDB,ENROUTE,332,,,,,,,,75,-31.992027778,141.468444444,,YM,,,AU
bhi-vor-dme-ym,BHI,BROKEN HILL VOR/DME,VOR-DME,ENROUTE,114200,89X,1113000,1176000,0,8.000,,,130,-32.000666667,141.479972222,971,YM,,,AU
bhl-vor-dme-rp,BHL,PANGLAO VOR/DME,VOR-DME,ENROUTE,116200,109X,1133000,1196000,0,-1.000,,,125,9.572708333,123.767605556,55,RP,,,PH
bhn-ndb-k3,BHN,BUCKHORN (FORT LEONARD WOOD) NDB,NDB,ENROUTE,391,,,,,,,,25,37.697627778,-92.103827778,,K3,,,US
bho-vor-dme-md,BHO,BARAHONA VOR/DME,VOR-DME,ENROUTE,112000,57X,1081000,1018000,0,-10.000,,,130,18.254444444,-71.130277778,10,MD,,,DO
bhp-ndb-vn,BHP,BHARATPUR NDB,NDB,ENROUTE,295,,,,,,,,50,27.679444444,84.429722222,,VN,,,NP
