slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
po-ndb-lf,PO,PAU/PYRENEES NDB,NDB,ENROUTE,397,,,,,,,,25,43.314111111,-0.166222222,,LF,,,FR
po-ndb-uk-ukhp,PO,POLTAVA NDB,NDB,TERMINAL,580,,,,,,,,15,49.571611111,34.362055556,,UK,UKHP,,UA
po-ndb-ul,PO,ST PETERSBURG NDB,NDB,ENROUTE,277,,,,,,,,25,59.780694444,30.347583333,,UL,,,RU
po-ndb-wa-watr,PO,DAVID CONSTANTIJN SAUDALE NDB,NDB,TERMINAL,410,,,,,,,,15,-10.766666667,123.073333333,,WA,WATR,,ID
po-ndb-wa,PO,BIMA NDB,NDB,ENROUTE,223,,,,,,,,50,-8.540727778,118.691650000,,WA,,,ID
po-vor-dme-dn,PO,POTISKUM VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,-1.000,,,40,11.705027778,11.037658333,1500,DN,,,NG
poa-ndb-ph,POA,PAHOA NDB,NDB,ENROUTE,332,,,,,,,,50,19.541138889,-154.972227778,,PH,,,US
pob-ndb-k7,POB,POPE (FAYETTEVILLE) NDB,NDB,ENROUTE,338,,,,,,,,50,35.226830556,-78.954358333,,K7,,,US
pob-tacan-k7,POB,POPE (FAYETTEVILLE) TACAN,TACAN,ENROUTE,113800,85X,1109000,1172000,0,-7.000,,,130,35.168422222,-79.019572222,205,K7,,,US
pod-ndb-ly,POD,PODGORICA NDB,NDB,ENROUTE,335,,,,,,,,50,42.388583333,19.254861111,,LY,,,ME
pod-vor-dme-ly,POD,PODGORICA VOR/DME,VOR-DME,ENROUTE,113000,77X,1101000,1164000,0,4.000,,,40,42.386194444,19.254611111,158,LY,,,ME
poh-ndb-k3,POH,POCAHONTAS NDB,NDB,ENROUTE,428,,,,,,,,25,42.746386111,-94.649236111,,K3,,,US
poi-vor-lf,POI,POITIERS BIARDS VOR,VOR,ENROUTE,113300,,,,,0,,,130,46.581000000,0.298194444,0,LF,,,FR
pol-vor-dme-eg,POL,POLE HILL VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,-2.000,,,130,53.743766667,-2.103327778,1400,EG,,,GB
pom-ndb-li,POM,POMIGLIANO NDB,NDB,ENROUTE,351,,,,,,,,25,40.928750000,14.382972222,,LI,,,IT
pom-vor-dme-li,POM,POMIGLIANO VOR/DME,VOR-DME,ENROUTE,117850,125Y,1149000,1086000,0,2.000,,,25,40.928250000,14.383361111,135,LI,,,IT
pom-vortac-k2,POM,POMONA VORTAC,VORTAC,ENROUTE,110400,41X,1065000,1002000,0,15.000,,,40,34.078388889,-117.787075000,1266,K2,,,US
pon-vor-lf,PON,PONTOISE CORMEILLES EN VE VOR,VOR,ENROUTE,111600,,,,,0,,,130,49.096083333,2.035888889,0,LF,,,FR
por-vor-dme-lj,POR,PORTOROZ VOR/DME,VOR-DME,ENROUTE,115150,98Y,1122000,1059000,0,3.000,,,130,45.474777778,13.612083333,35,LJ,,,SI
por-vor-dme-sb,POR,PORTO ALEGRE VOR/DME,VOR-DME,ENROUTE,114000,87X,1111000,1174000,0,-16.000,,,130,-29.995925000,-51.165163889,9,SB,,,BR
pos-vor-dme-le,POS,POLLENSA VOR/DME,VOR-DME,ENROUTE,116400,111X,1135000,1198000,0,1.000,,,40,39.927444444,3.114583333,1181,LE,,,ES
pos-vor-dme-sa,POS,POSADAS VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,-12.000,,,130,-27.385583333,-55.969055556,436,SA,,,AR
pos-vor-dme-tt,POS,PIARCO (PORT OF SPAIN) VOR/DME,VOR-DME,ENROUTE,116900,116X,1140000,1203000,0,-15.000,,,150,10.466388889,-61.392361111,88,TT,,,TT
pot-vor-dme-dn,POT,PORT HARCOURT VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,-2.000,,,130,5.035361111,6.960194444,118,DN,,,NG
pou-vor-dme-zg,POU,PINGZHOU VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,-2.000,,,130,23.021666667,113.190000000,89,ZG,,,CN
poy-dme-lf,POY,ORLY (PARIS) DME,DME,ENROUTE,112150,58Y,1082000,1145000,0,,,,25,48.730138889,2.389777778,327,LF,,,FR
poy-ndb-k1,POY,POWELL NDB,NDB,ENROUTE,344,,,,,,,,25,44.866822222,-108.786313889,,K1,,,US
poy-ndb-lf,POY,ORLY (PARIS) NDB,NDB,ENROUTE,334,,,,,,,,25,48.730138889,2.389777778,,LF,,,FR
poy-vor-dme-sp,POY,CHACHAPOYAS VOR/DME,VOR-DME,ENROUTE,115100,98X,1122000,1185000,0,-3.000,,,125,-6.200277778,-77.860000000,8333,SP,,,PE
poz-dme-ils-ep-eppo,POZ,LAWICA DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,52.420083333,16.837555556,295,EP,EPPO,,PL
poz-gs-ep-eppo,POZ,GS 28,GS,TERMINAL,110300,,,,,,287.602,3.00,18,52.420083333,16.837527778,288,EP,EPPO,28,PL
poz-ils-i-ep-eppo,POZ,ILS 28,ILS-I,TERMINAL,110300,,,,,,287.602,,18,52.425833333,16.801444444,288,EP,EPPO,28,PL
poz-ndb-ly,POZ,POZAREVAC NDB,NDB,ENROUTE,416,,,,,,,,25,44.620750000,21.147722222,,LY,,,RS
pp-dme-ils-tf-tffr,PP,LE RAIZET DME-ILS,DME-ILS,TERMINAL,110300,40X,1064000,1001000,0,,,,25,16.266027778,-61.541861111,35,TF,TFFR,,GP
pp-dme-nz,PP,PARAPARAUMU DME,DME,ENROUTE,117300,120X,1144000,1207000,0,,,,125,-40.902777778,174.981944444,38,NZ,,,NZ
pp-gs-tf-tffr,PP,GS 12,GS,TERMINAL,110300,,,,,,100.922,3.20,18,16.266027778,-61.541861111,35,TF,TFFR,12,GP
pp-ils-i-tf-tffr,PP,ILS 12,ILS-I,TERMINAL,110300,,,,,,100.922,,18,16.262305556,-61.515722222,35,TF,TFFR,12,GP
pp-ndb-le,PP,PAMPLONA NDB,NDB,ENROUTE,354,,,,,,,,25,42.866638889,-1.716944444,,LE,,,ES
pp-ndb-lh,PP,POGANY (PECS) NDB,NDB,ENROUTE,412,,,,,,,,15,46.005833333,18.232777778,,LH,,,HU
pp-ndb-nz,PP,PARAPARAUMU NDB,NDB,ENROUTE,242,,,,,,,,50,-40.903000000,174.983347222,,NZ,,,NZ
pp-ndb-sb,PP,PAIOL (RIO DE JANEIRO) NDB,NDB,ENROUTE,415,,,,,,,,50,-22.870108333,-43.165119444,,SB,,,BR
ppb-vor-dme-vo,PPB,PORT BLAIR VOR/DME,VOR-DME,ENROUTE,115700,104X,1128000,1191000,0,-1.000,,,130,11.649722222,92.745833333,533,VO,,,IN
ppd-ndb-lz,PPD,TATRY NDB,NDB,ENROUTE,317,,,,,,,,25,49.068222222,20.353500000,,LZ,,,SK
ppd-vor-dme-lz,PPD,TATRY VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,5.000,,,130,49.064666667,20.350111111,2382,LZ,,,SK
ppe-vor-dme-mm,PPE,PENASCO (PUNTA PENASCO) VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,12.000,,,150,31.367272222,-113.301377778,36,MM,,,MX
ppg-vor-dme-lf,PPG,PERPIGNAN RIVESALTES VOR/DME,VOR-DME,ENROUTE,116250,109Y,1133000,1070000,0,1.000,,,130,42.750472222,2.867138889,151,LF,,,FR
ppi-dme-ils-fa-fapp,PPI,POLOKWANE INTL DME-ILS,DME-ILS,TERMINAL,108700,24X,1048000,985000,0,,,,25,-23.855863889,29.448144444,4009,FA,FAPP,,ZA
ppi-gs-fa-fapp,PPI,GS 05,GS,TERMINAL,108700,,,,,,037.748,3.00,18,-23.855863889,29.448144444,4009,FA,FAPP,05,ZA
ppi-ils-i-fa-fapp,PPI,ILS 05,ILS-I,TERMINAL,108700,,,,,,37.748,,18,-23.833913889,29.468216667,4009,FA,FAPP,05,ZA
ppi-ndb-k3,PPI,HOPEY (ST PAUL) NDB,NDB,ENROUTE,400,,,,,,,,25,44.873352778,-92.942005556,,K3,,,US
ppi-ndb-mm,PPI,CIUDAD PEMEX NDB,NDB,ENROUTE,381,,,,,,,,50,17.950000000,-92.320833333,,MM,,,MX
ppn-vor-dme-le,PPN,PAMPLONA VOR/DME,VOR-DME,ENROUTE,112300,70X,1094000,1157000,0,-1.000,,,130,42.733750000,-1.702000000,3445,LE,,,ES
ppn-vor-dme-sk,PPN,POPAYAN VOR/DME,VOR-DME,ENROUTE,114500,92X,1116000,1179000,0,-5.000,,,130,2.448888889,-76.614166667,5739,SK,,,CO
ppn-vor-dme-va,PPN,PUNE VOR/DME,VOR-DME,ENROUTE,114600,93X,1117000,1180000,0,-1.000,,,130,18.584555556,73.912430556,1957,VA,,,IN
ppr-vor-dme-tf,PPR,POINTE A PITRE VOR/DME,VOR-DME,ENROUTE,112900,76X,1100000,1163000,0,-15.000,,,150,16.265194444,-61.540138889,44,TF,,,GP
ppt-vor-dme-ve,PPT,PATNA VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,0,,,130,25.590416667,85.089916667,193,VE,,,IN
ppv-vor-dme-fa,PPV,POLOKWANE VOR/DME,VOR-DME,ENROUTE,114500,92X,1116000,1179000,0,-16.000,,,130,-23.839819444,29.460566667,4023,FA,,,ZA
pq-ndb-lh-lhny,PQ,NYIREGYHAZA NDB,NDB,TERMINAL,522,,,,,,,,15,48.001527778,21.694055556,,LH,LHNY,,HU
pq-ndb-ut-utaa,PQ,ASHGABAT NDB,NDB,TERMINAL,295,,,,,,,,75,37.957222222,58.413055556,,UT,UTAA,,TM
pq-ndb-vv,PQ,PHUQUOC NDB,NDB,ENROUTE,278,,,,,,,,50,10.223611111,103.961944444,,VV,,,VN
pqd-dme-rj,PQD,TATEYAMA DME,DME,ENROUTE,112500,72X,1096000,1159000,0,,,,130,34.946227778,139.895322222,600,RJ,,,JP
pqe-vor-dme-mm,PQE,PALENQUE VOR/DME,VOR-DME,ENROUTE,115000,97X,1121000,1184000,0,2.000,,,130,17.537138889,-92.031561111,206,MM,,,MX
pqf-ndb-k4,PQF,MESQUITE NDB,NDB,ENROUTE,248,,,,,,,,25,32.809366667,-96.529119444,,K4,,,US
pqi-vor-dme-k6,PQI,PRESQUE ISLE VOR/DME,VOR-DME,ENROUTE,116400,111X,1135000,1198000,0,-21.000,,,150,46.774186111,-68.094547222,592,K6,,,US
pqu-vor-dme-vv,PQU,PHU QUOC VOR/DME,VOR-DME,ENROUTE,113000,77X,1101000,1164000,0,0,,,130,10.165297222,104.038944444,23,VV,,,VN
pr-dme-ils-lk-lkpr,PR,RUZYNE DME-ILS,DME-ILS,TERMINAL,109100,28X,1052000,989000,0,,,,25,50.115563889,14.268091667,1198,LK,LKPR,,CZ
pr-dme-ils-lp-lppr,PR,FRANCISCO SA CARNEIRO DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0.200,,,,25,41.258166667,-8.682555556,200,LP,LPPR,,PT
pr-dme-ils-sa-sadp,PR,EL PALOMAR DME-ILS,DME-ILS,TERMINAL,110500,42X,1066000,1003000,0,,,,25,-34.603397222,-58.614497222,92,SA,SADP,,AR
pr-gs-lk-lkpr,PR,GS 24,GS,TERMINAL,109100,,,,,,244.958,3.00,18,50.115561111,14.268097222,1198,LK,LKPR,24,CZ
pr-gs-lp-lppr,PR,GS 17,GS,TERMINAL,109900,,,,,,168.851,2.72,18,41.258166667,-8.682555556,200,LP,LPPR,17,PT
pr-gs-sa-sadp,PR,GS 17,GS,TERMINAL,110500,,,,,,156.911,3.00,18,-34.603397222,-58.614497222,92,SA,SADP,17,AR
pr-ils-i-sa-sadp,PR,ILS 17,ILS-I,TERMINAL,110500,,,,,,156.911,,18,-34.620213889,-58.607419444,92,SA,SADP,17,AR
pr-ils-ii-lp-lppr,PR,ILS 17,ILS-II,TERMINAL,109900,,,,,,168.851,,18,41.230055556,-8.676527778,200,LP,LPPR,17,PT
pr-ils-iii-lk-lkpr,PR,ILS 24,ILS-III,TERMINAL,109100,,,,,,244.958,,18,50.100294444,14.221158333,1198,LK,LKPR,24,CZ
pr-ndb-cy,PR,PRINCE RUPERT NDB,NDB,ENROUTE,218,,,,,,,,50,54.263333333,-130.423888889,,CY,,,CA
pr-ndb-fp,PR,PRINCIPE NDB,NDB,ENROUTE,311,,,,,,,,15,1.665997222,7.412358333,,FP,,,ST
pr-ndb-ur,PR,PEREDOVAYA NDB,NDB,ENROUTE,1210,,,,,,,,50,44.118055556,41.479166667,,UR,,,RU
pr-ndb-ut,PR,OKTYABRSKIY NDB,NDB,ENROUTE,310,,,,,,,,75,38.537777778,68.394444444,,UT,,,TJ
pr-ndb-va,PR,PORBANDAR NDB,NDB,ENROUTE,344,,,,,,,,50,21.641308333,69.662550000,,VA,,,IN
pr-ndb-vq,PR,PARO NDB,NDB,ENROUTE,410,,,,,,,,25,27.399444444,89.424722222,,VQ,,,BT
pr-ndb-vt,PR,PHRAE NDB,NDB,ENROUTE,340,,,,,,,,50,18.129483333,100.161363889,,VT,,,TH
pr-vor-dme-rp,PR,PUERTO PRINCESA VOR/DME,VOR-DME,ENROUTE,115900,106X,1130000,1193000,0,-0.600,,,130,9.739802778,118.770419444,37,RP,,,PH
pra-dme-ils-li-lire,PRA,PRATICA DI MARE DME-ILS,DME-ILS,TERMINAL,109550,32Y,1056000,1119000,0,,,,25,41.648972222,12.453861111,82,LI,LIRE,,IT
pra-gs-li-lire,PRA,GS 31,GS,TERMINAL,109550,,,,,,310.076,3.00,18,41.648972222,12.453861111,82,LI,LIRE,31,IT
pra-ils-i-li-lire,PRA,ILS 31,ILS-I,TERMINAL,109550,,,,,,310.076,,18,41.663444444,12.429083333,82,LI,LIRE,31,IT
pra-ndb-gv,PRA,PRAIA NDB,NDB,ENROUTE,349,,,,,,,,50,14.925616667,-23.491150000,,GV,,,CV
pra-vor-dme-fs,PRA,PRASLIN VOR/DME,VOR-DME,ENROUTE,115700,104X,1128000,1191000,0,-5.000,,,130,-4.307366667,55.707080556,1106,FS,,,SC
pra-vor-dme-le,PRA,EL PRAT VOR/DME,VOR-DME,ENROUTE,114300,90X,1114000,1177000,0,0,,,130,41.283111111,2.081861111,1,LE,,,ES
pra-vor-dme-va,PRA,PRATAPGARH VOR/DME,VOR-DME,ENROUTE,114900,96X,1120000,1183000,0,1.000,,,130,24.037222222,74.743888889,1663,VA,,,IN
prb-ndb-hl,PRB,SABAH NDB,NDB,ENROUTE,245,,,,,,,,50,28.212500000,18.116388889,,HL,,,LY
prb-vortac-k2,PRB,PASO ROBLES VORTAC,VORTAC,ENROUTE,114300,90X,1114000,1177000,0,16.000,,,40,35.672463889,-120.627108333,817,K2,,,US
prc-ndb-hl,PRC,ZELLA 74 NDB,NDB,ENROUTE,395,,,,,,,,50,28.575833333,17.326111111,,HL,,,LY
prd-tacan-rp,PRD,LAOAG TACAN,TACAN,ENROUTE,114100,88X,1112000,1175000,0,0,,,130,18.400000000,120.633333333,400,RP,,,PH
prf-ndb-fa,PRF,PIET RETIEF NDB,NDB,ENROUTE,525,,,,,,,,50,-26.939883333,30.770122222,,FA,,,ZA
prf-vor-dme-fm,PRF,ST PIERRE (PIERREFONDS) VOR/DME,VOR-DME,ENROUTE,115900,106X,1130000,1193000,0,-19.000,,,130,-21.319777778,55.420305556,89,FM,,,RE
prg-ndb-oi,PRG,PERSIAN GULF NDB,NDB,ENROUTE,457,,,,,,,,25,27.392527778,52.726000000,,OI,,,IR
prg-vor-dme-oi,PRG,PERSIAN GULF VOR/DME,VOR-DME,ENROUTE,112100,58X,1082000,1019000,0,3.000,,,130,27.360333333,52.764444444,21,OI,,,IR
prg-vor-dme-sv,PRG,PARAGUANA (PUNTO FIJO) VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,-10.000,,,125,11.781472222,-70.135000000,98,SV,,,VE
pri-vor-dme-ef,PRI,PREVIK (PORI) VOR/DME,VOR-DME,ENROUTE,113200,79X,1103000,1166000,0,8.000,,,130,61.464594444,21.795858333,62,EF,,,FI
pri-vor-dme-sb,PRI,PARINTINS VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,-16.000,,,125,-2.667222222,-56.773333333,87,SB,,,BR
pro-vor-dme-vq,PRO,PARO VOR/DME,VOR-DME,ENROUTE,108400,21X,1045000,982000,0,0,,,130,27.300833333,89.505555556,11381,VQ,,,BT
prr-ndb-sb,PRR,PRUDENTE (PRESIDENTE-) NDB,NDB,ENROUTE,225,,,,,,,,50,-22.182797222,-51.373866667,,SB,,,BR
prr-vor-dme-sb,PRR,PRUDENTE (PRESIDENTE-) VOR/DME,VOR-DME,ENROUTE,113500,82X,1106000,1169000,0,-19.000,,,125,-22.172688889,-51.425680556,1477,SB,,,BR
prs-dme-ils-ly-bkpr,PRS,PRISTINA DME-ILS,DME-ILS,TERMINAL,110100,38X,1062000,999000,0,,,,25,42.583611111,21.036388889,1789,LY,BKPR,,RS
prs-gs-ly-bkpr,PRS,GS 17,GS,TERMINAL,110100,,,,,,175.708,3.00,18,42.583055556,21.036388889,1788,LY,BKPR,17,RS
prs-ils-ii-ly-bkpr,PRS,ILS 17,ILS-II,TERMINAL,110100,,,,,,175.708,,18,42.558611111,21.037222222,1788,LY,BKPR,17,RS
prs-vor-dme-li,PRS,RAISI (PALERMO) VOR/DME,VOR-DME,ENROUTE,113000,77X,1101000,1164000,0,3.000,,,25,38.172055556,13.079888889,39,LI,,,IT
prt-vor-dme-li,PRT,PERETOLA (FLORENCE) VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,0,2.000,,,40,43.809833333,11.200500000,157,LI,,,IT
prt-vor-dme-lp,PRT,PORTO VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,-3.000,,,130,41.273000000,-8.687833333,200,LP,,,PT
prt-vor-dme-ly,PRT,PRISTINA VOR/DME,VOR-DME,ENROUTE,113300,80X,1104000,1167000,0,3.000,,,130,42.572500000,21.031388889,1794,LY,,,RS
pru-ndb-li,PRU,PERUGIA NDB,NDB,ENROUTE,398,,,,,,,,50,43.101972222,12.510722222,,LI,,,IT
pru-vor-dme-li,PRU,PERUGIA VOR/DME,VOR-DME,ENROUTE,109400,31X,1055000,992000,0,2.000,,,125,43.101694444,12.511888889,709,LI,,,IT
prv-tacan-lg,PRV,PREVEZA TACAN,TACAN,ENROUTE,109200,29X,1053000,990000,0,4.000,,,130,38.919722222,20.757777778,23,LG,,,GR
prx-vor-dme-k4,PRX,PARIS VOR/DME,VOR-DME,ENROUTE,113600,83X,1107000,1170000,0,7.000,,,40,33.542377778,-95.448291667,510,K4,,,US
ps-ndb-eh,PS,ROTTERDAM NDB,NDB,ENROUTE,369,,,,,,,,25,51.864300000,4.210488889,,EH,,,NL
ps-ndb-op,PS,PESHAWAR NDB,NDB,ENROUTE,308,,,,,,,,25,33.999166667,71.502777778,,OP,,,PK
ps-ndb-sg-sgas,PS,SILVIO PETTIROSSI INTL(ASUNCIO NDB,NDB,TERMINAL,320,,,,,,,,25,-25.216388889,-57.513333333,,SG,SGAS,,PY
ps-ndb-un,PS,KYZYL NDB,NDB,ENROUTE,490,,,,,,,,50,51.698888889,94.461111111,,UN,,,RU
ps-ndb-uu-uumo,PS,OSTAFYEVO (OSTAVYEVO) NDB,NDB,TERMINAL,625,,,,,,,,15,55.511944444,37.583055556,,UU,UUMO,,RU
ps-ndb-uw,PS,KAZAN NDB,NDB,ENROUTE,292,,,,,,,,50,55.636138889,49.206194444,,UW,,,RU
ps-ndb-vl,PS,PAKSE NDB,NDB,ENROUTE,220,,,,,,,,50,15.130611111,105.783888889,,VL,,,LA
ps-ndb-zg,PS,HEHUA (ZHANGJIAJIE) NDB,NDB,ENROUTE,278,,,,,,,,25,29.131000000,110.571700000,,ZG,,,CN
ps-vor-dme-op,PS,PESHAWAR VOR/DME,VOR-DME,ENROUTE,114300,90X,1114000,1177000,0,2.000,,,130,33.978205556,71.516919444,1207,OP,,,PK
ps10-ndb-oe,PS10,PUMP STATION 10 NDB,NDB,ENROUTE,382,,,,,,,,50,24.107144444,41.034947222,,OE,,,SA
ps3-ndb-oe,PS3,PUMP STATION 3 NDB,NDB,ENROUTE,315,,,,,,,,25,25.172955556,47.491711111,,OE,,,SA
ps6-ndb-oe,PS6,PUMP STATION 6 NDB,NDB,ENROUTE,370,,,,,,,,25,24.708572222,44.966225000,,OE,,,SA
ps9-ndb-oe,PS9,PUMP STATION 9 NDB,NDB,ENROUTE,607,,,,,,,,50,24.275875000,42.142800000,,OE,,,SA
psa-vortac-oe,PSA,PRINCE SULTAN VORTAC,VORTAC,ENROUTE,115400,101X,1125000,1188000,0,2.000,,,40,24.073916667,47.583277778,1600,OE,,,SA
psb-vortac-k6,PSB,PHILIPSBURG VORTAC,VORTAC,ENROUTE,115500,102X,1126000,1189000,0,-10.000,,,130,40.916258333,-77.992716667,2443,K6,,,US
psc-vor-dme-k1,PSC,PASCO VOR/DME,VOR-DME,ENROUTE,109800,35X,1059000,996000,0,15.000,,,40,46.270266667,-119.117294444,406,K1,,,US
psd-vor-dme-he,PSD,PORT SAID VOR/DME,VOR-DME,ENROUTE,113200,79X,1103000,1166000,0,4.000,,,130,31.278805556,32.237805556,30,HE,,,EG
psd-vor-dme-hs,PSD,PORT SUDAN VOR/DME,VOR-DME,ENROUTE,113100,78X,1102000,1165000,0,3.000,,,130,19.401144444,37.241725000,159,HS,,,SD
pse-vor-tj,PSE,PONCE VOR,VOR,ENROUTE,109000,,,,,-10.000,,,40,17.992447222,-66.519177778,0,TJ,,,PR
psi-dme-k5,PSI,PONTIAC DME,DME,ENROUTE,111000,47X,1071000,1008000,0,,,,40,42.700858333,-83.532772222,1149,K5,,,US
psj-ndb-ef,PSJ,SEINAJOKI NDB,NDB,ENROUTE,352,,,,,,,,25,62.642122222,22.936136111,,EF,,,FI
psj-vor-dme-wa,PSJ,KASIGUNCU (POSO) VOR/DME,VOR-DME,ENROUTE,112800,75X,1099000,1162000,0,0,,,130,-1.408038889,120.660563889,27,WA,,,ID
psk-dme-lk,PSK,PISEK DME,DME,ENROUTE,117600,123X,1147000,1210000,0,,,,125,49.784972222,14.034750000,2300,LK,,,CZ
psk-vor-dme-ua,PSK,PETROPAVLOVSK VOR/DME,VOR-DME,ENROUTE,112500,72X,1096000,1159000,0,12.000,,,40,54.784138889,69.219083333,500,UA,,,KZ
psk-vortac-k6,PSK,PULASKI (DUBLIN) VORTAC,VORTAC,ENROUTE,116800,115X,1139000,1202000,0,-6.000,,,130,37.087705556,-80.712900000,2120,K6,,,US
psl-vor-dme-vt,PSL,PHITSANULOK VOR/DME,VOR-DME,ENROUTE,114100,88X,1112000,1175000,0,-1.000,,,125,16.770372222,100.291305556,159,VT,,,TH
psm-vor-dme-k6,PSM,PEASE (PORTSMOUTH) VOR/DME,VOR-DME,ENROUTE,116500,112X,1136000,1199000,0,-16.000,,,40,43.084463889,-70.831986111,108,K6,,,US
psn-ndb-k4,PSN,PALESTINE NDB,NDB,ENROUTE,375,,,,,,,,25,31.780658333,-95.700752778,,K4,,,US
psn-ndb-sb,PSN,PIRASSUNUNGA NDB,NDB,ENROUTE,310,,,,,,,,50,-21.986061111,-47.337497222,,SB,,,BR
psn-vortac-rk,PSN,BUSAN VORTAC,VORTAC,ENROUTE,114000,87X,1111000,1174000,0,-8.000,,,130,35.122500000,128.999444444,1900,RK,,,KR
pso-vor-dme-sk,PSO,PASTO VOR/DME,VOR-DME,ENROUTE,113400,81X,1105000,1168000,0,-5.000,,,130,1.398055556,-77.289722222,5894,SK,,,CO
psp-ndb-sa,PSP,PRESIDENCIA ROQUE S. PENA NDB,NDB,ENROUTE,205,,,,,,,,50,-26.747222222,-60.486111111,,SA,,,AR
psp-vortac-k2,PSP,PALM SPRINGS VORTAC,VORTAC,ENROUTE,115500,102X,1126000,1189000,0,13.000,,,40,33.870013889,-116.429783333,1600,K2,,,US
pst-ndb-lp,PST,PORTO SANTO NDB,NDB,ENROUTE,338,,,,,,,,75,33.068500000,-16.358250000,,LP,,,PT
psx-vortac-k4,PSX,PALACIOS VORTAC,VORTAC,ENROUTE,117300,120X,1144000,1207000,0,8.000,,,150,28.764425000,-96.306180556,6,K4,,,US
psz-ndb-sl,PSZ,PUERTO SUAREZ NDB,NDB,ENROUTE,290,,,,,,,,50,-18.978138889,-57.818333333,,SL,,,BO
pt-dme-ils-lf-lfbi,PT,BIARD DME-ILS,DME-ILS,TERMINAL,110950,46Y,1070000,1133000,0,,,,25,46.594555556,0.314750000,455,LF,LFBI,,FR
pt-dme-ils-nt-ntaa,PT,FAAA DME-ILS,DME-ILS,TERMINAL,109900,36X,1060000,997000,0,,,,25,-17.560350000,-149.614875000,52,NT,NTAA,,PF
pt-gs-lf-lfbi,PT,GS 21,GS,TERMINAL,110950,,,,,,210.524,3.00,18,46.594555556,0.314750000,412,LF,LFBI,21,FR
pt-gs-nt-ntaa,PT,GS 04,GS,TERMINAL,109900,,,,,,054.098,3.00,18,-17.560350000,-149.614875000,52,NT,NTAA,04,PF
pt-ils-i-lf-lfbi,PT,ILS 21,ILS-I,TERMINAL,110950,,,,,,210.524,,18,46.578527778,0.299194444,412,LF,LFBI,21,FR
pt-ils-i-nt-ntaa,PT,ILS 04,ILS-I,TERMINAL,109900,,,,,,54.098,,18,-17.544288889,-149.593536111,52,NT,NTAA,04,PF
pt-ndb-lw-lwsk,PT,SKOPJE INTL NDB,NDB,TERMINAL,295,,,,,,,,15,41.914166667,21.638055556,,LW,LWSK,,MK
pt-ndb-uu,PT,PETROVSKOYE NDB,NDB,ENROUTE,475,,,,,,,,50,51.718333333,40.189444444,,UU,,,RU
pt-ndb-vt,PT,PATTANI NDB,NDB,ENROUTE,201,,,,,,,,50,6.788458333,101.147919444,,VT,,,TH
pt-ndb-vy,PT,PUTAO NDB,NDB,ENROUTE,340,,,,,,,,75,27.326050000,97.424155556,,VY,,,MM
pta-ndb-sa,PTA,LA PLATA NDB,NDB,ENROUTE,250,,,,,,,,50,-34.966666667,-57.897777778,,SA,,,AR
pta-vor-dme-md,PTA,PUERTO PLATA VOR/DME,VOR-DME,ENROUTE,115100,98X,1122000,1185000,0,-11.000,,,150,19.759166667,-70.570555556,38,MD,,,DO
pta-vor-sa,PTA,LA PLATA VOR,VOR,ENROUTE,113700,,,,,-5.000,,,150,-34.975833333,-57.898333333,0,SA,,,AR
ptb-vor-dme-lh,PTB,PUSZTASZABOLCS VOR/DME,VOR-DME,ENROUTE,117100,118X,1142000,1205000,0,4.000,,,130,47.152222222,18.742305556,430,LH,,,HU
ptc-ndb-le,PTC,PORTO COLOM NDB,NDB,ENROUTE,401,,,,,,,,15,39.427333333,3.256722222,,LE,,,ES
ptc-ndb-li,PTC,PONTECAGNANO (SALERNO) NDB,NDB,ENROUTE,324,,,,,,,,50,40.620638889,14.907555556,,LI,,,IT
ptc-vor-dme-li,PTC,PONTECAGNANO (SALERNO) VOR/DME,VOR-DME,ENROUTE,110450,41Y,1065000,1128000,0,3.000,,,130,40.620000000,14.908361111,135,LI,,,IT
ptc-vor-dme-sk,PTC,PUERTO CARRENO VOR/DME,VOR-DME,ENROUTE,112900,76X,1100000,1163000,0,-12.000,,,130,6.181388889,-67.495555556,180,SK,,,CO
ptd-ndb-k6,PTD,POTSDAM NDB,NDB,ENROUTE,400,,,,,,,,25,44.723388889,-74.882694444,,K6,,,US
