airport,length,width,le_name,le_latitude,le_longitude,le_elevation,le_heading,le_displaced_threshold,he_name,he_latitude,he_longitude,he_elevation,he_heading,he_displaced_threshold,surface,lighted,active
FLKE,4698,75,11,-12.5712,27.8879,4636,104,,29,-12.5744,27.9007,4636,284,,ASP,1,1
FLLC,6594,83,08,-15.4166,28.3217,,72.1,2133,26,-15.411,28.3397,,252.1,,ASP,0,1
FLMF,7218,98,09,-13.2602,31.9265,1841,83,,27,-13.2576,31.9466,1853,263,,ASP,0,1
FLMG,4800,69,09,-15.2551,23.1553,3465,85,,27,-15.254,23.1693,3488,265,,BRI,0,1
FLSO,6562,100,11,-12.898,28.1409,4145,105.7,,29,-12.9029,28.1588,4145,285.7,,ASP,0,1
FMCH,9514,148,02,-11.5466,43.2696,66,10,,20,-11.5207,43.2741,79,190,,ASP,1,1
FMCI,4265,98,13,-12.2949,43.7614,49,123,,31,-12.3013,43.7714,43,303,,ASP,0,1
FMCV,4429,92,10,-12.131,44.4242,20,94.9,,28,-12.132,44.4365,75,274.9,,ASP,0,1
FMCZ,6330,92,16,-12.8022,45.2779,10,150,250,34,-12.8167,45.2865,23,330,,ASP,1,1
FMEE,10499,148,12,-20.886,55.5046,38,102,398,30,-20.8921,55.5347,31,282,,ASP,1,1
FMEE,8760,148,14,-20.8842,55.5042,27,116,328,32,-20.895,55.5272,65,296,1165,ASP,1,1
FMEP,7000,150,15,-21.3166,55.4193,59,129,,33,-21.3252,55.4306,41,309,,ASP,1,1
FMMA,8237,148,12,-19.0257,47.1604,4734,106,,30,-19.0323,47.1832,4738,286,,ASP,0,1
FMMI,10171,148,11,-18.7948,47.4643,4197,99,,29,-18.7991,47.4933,4117,279,,ASP,1,1
FMMN,3609,98,16,-19.5586,45.4481,,147.7,,34,-19.567,45.4537,,327.7,,ASP,0,1
FMMS,3451,98,01,-17.099,49.8167,,353.9,,19,-17.0895,49.8156,,173.9,290,ASP,0,1
FMMT,7218,131,01,-18.1194,49.3937,19,354,,19,-18.0996,49.3914,22,174,,ASP,1,1
FMMV,4921,98,10,-20.2849,44.3148,13,88,,28,-20.2843,44.3291,20,268,,ASP,1,1
FMMV,4413,115,14,-20.2811,44.3117,20,124,,32,-20.2878,44.3224,23,304,,ASP,0,1
FMNA,4921,98,13,-12.3456,49.2861,312,124,,31,-12.3532,49.2974,374,304,,ASP,1,1
FMNC,4101,82,11,-16.1633,49.7679,,98,,29,-16.1645,49.7796,,278,,ASP,0,1
FMND,4153,98,02,-14.6572,49.62,1552,5.4,,20,-14.6458,49.6211,1539,185.4,,ASP,0,1
FMNE,4921,98,11,-13.1869,48.9813,66,103,,29,-13.19,48.9947,72,283,,ASP,0,1
FMNH,3914,89,18,-14.9943,50.3186,16,163,,36,-15.0046,50.3219,16,343,,ASP,0,1
FMNL,3937,72,11,-14.6287,47.7583,202,101,,29,-14.6307,47.7693,314,281,,COM,0,1
FMNM,7218,148,14,-15.6605,46.3442,35,132,,32,-15.6738,46.3594,87,312,,ASP,1,1
FMNN,7185,148,05,-13.3193,48.3079,37,43,,23,-13.3048,48.3217,16,223,,ASP,1,1
FMNQ,4046,66,08,-16.7435,44.4759,,72,,26,-16.7401,44.4869,,252,,BIT,0,1
FMNR,4265,98,14,-15.4342,49.6836,13,128.4,,32,-15.4414,49.6931,13,308.4,,ASP,0,1
FMNS,4577,98,16,-14.2739,50.1717,20,151.9,,34,-14.285,50.1778,20,331.9,,ASP,1,1
FMNV,4236,82,14,-13.3719,49.9983,,132,,32,-13.3797,50.0072,,312,,ASP,0,1
FMNW,4921,98,01,-14.9055,47.9936,,2,,19,-14.892,47.9942,,182,,ASP,0,1
FMNZ,4450,44,15,-13.4801,48.6287,,140,,33,-13.4895,48.6367,,320,,ASP,0,1
FMSD,5280,98,08,-25.0434,46.9505,24,53,,26,-25.0351,46.9622,23,233,,ASP,1,1
FMSF,4101,82,08,-21.4442,47.1064,,62,,26,-21.4389,47.117,,242,,ASP,0,1
FMSG,3445,82,13,-22.8038,47.8157,23,108,,31,-22.8067,47.8255,13,288,,ASP,0,1
FMSK,3886,79,05,-22.1242,48.0186,33,33.7,,23,-22.1153,48.025,33,213.7,,ASP,0,1
FMSM,4921,98,04,-21.208,48.3556,13,22,,22,-21.1955,48.361,20,202,,ASP,0,1
FMSR,4265,98,04,-21.759,43.3725,10,28,,22,-21.7487,43.3785,16,208,,ASP,0,1
FMST,6562,98,04,-23.3916,43.7246,16,23,,22,-23.3751,43.7323,29,203,,ASP,1,1
FMST,2625,42,11,-23.3914,43.7249,16,88,,29,-23.3912,43.7327,16,268,,ASP,0,1
FNBG,5315,100,14,-12.6044,13.3981,118,131,,32,-12.6137,13.4094,118,311,,ASP,1,1
FNCA,8202,98,01,-5.60829,12.1885,63,360,,19,-5.58569,12.1882,85,180,,ASP,1,1
FNGI,10640,95,13,-17.0373,15.67,,114.9,,31,-17.0496,15.6976,,294.9,,ASP,0,1
FNHU,8727,148,11,-12.8067,15.7485,5587,100,,29,-12.8111,15.7726,5561,280,,ASP,0,1
FNLU,12190,148,05,-8.87688,13.2139,235,47,,23,-8.85401,13.2384,232,227,500,ASP,1,1
FNLU,8530,197,07,-8.85561,13.2257,240,68,,25,-8.847,13.2466,223,248,,ASP,1,1
FNMO,8202,148,08,-15.2658,12.1361,210,66,,26,-15.2567,12.1574,210,246,,ASP,1,1
FNSA,11155,148,14,-9.67919,20.42,3581,130,2953,32,-9.69894,20.4438,3596,310,,ASP,1,1
FNUB,9570,148,10,-14.9251,13.5614,5851,87,,28,-14.9244,13.5887,5774,267,,ASP,1,1
FNUE,7875,130,11,-11.7654,19.887,4487,104,,29,-11.7707,19.9084,4475,284,,ASP,0,1
FOGK,5841,148,15,-1.17758,12.4374,,151,,33,-1.19164,12.4452,,331,,ASP,1,1
FOGM,5891,100,17,-1.83722,11.0549,,167.6,,35,-1.85307,11.0584,,347.6,,ASP,0,1
FOGO,5906,98,03,1.53572,11.578,2165,25,,21,1.5505,11.5847,2165,205,,ASP,0,1
FOGQ,4921,98,08,-0.66719,13.6667,,73,,26,-0.66324,13.6796,,253,,ASP,0,1
FOGR,7555,148,04,-0.71208,10.2388,82,42,,22,-0.69667,10.2527,66,222,,LAT,1,1
FOOB,5726,98,13,2.07992,11.4866,1932,123,,31,2.07136,11.4998,1932,303,,LAT,0,1
FOOG,6234,148,03,-0.71969,8.75114,11,22,2200,21,-0.70379,8.75762,9,202,,ASP,1,1
FOOH,5285,98,14,-1.56956,9.25759,,135,,32,-1.5799,9.26779,,315,,ASP,0,1
FOOK,5892,148,06,0.57495,12.884,,58,,24,0.58348,12.8978,,238,,ASP,0,1
FOOL,9844,148,16,0.47081,9.40635,29,154,,34,0.44642,9.41815,28,334,,ASP,1,1
FOON,10105,148,15,-1.64495,13.4298,1436,144,,33,-1.66736,13.4462,1410,324,,ASP,1,1
FPPR,4331,98,18,1.66872,7.4105,581,168,,36,1.65715,7.41298,591,348,,ASP,1,1
FPST,7283,148,11,0.38053,6.70242,39,103,200,29,0.37582,6.72188,16,283,200,ASP,0,1
FQBR,3018,148,06,-19.7995,34.9065,33,44,,24,-19.7936,34.9126,33,224,,ASP,0,1
FQBR,7874,148,12,-19.7936,34.8965,26,105,,30,-19.7992,34.9186,30,285,,ASP,1,1
FQBR,5660,148,17,-19.7916,34.9066,30,159.9,,35,-19.8063,34.9123,30,339.9,,ASP,0,1
FQCH,7874,148,01,-19.1621,33.428,,5,,19,-19.1404,33.4299,,185,,ASP,1,1
FQIN,2625,98,06,-23.8787,35.405,,47,,24,-23.8738,35.4107,,227,,SAN,0,1
FQIN,4921,98,16,-23.8706,35.4048,16,149,,34,-23.8822,35.4123,30,329,,ASP,1,1
FQLC,8300,148,08,-13.2778,35.2553,4491,71,,26,-13.2702,35.2773,4482,251,,ASP,1,1
FQLU,4921,98,01,-15.0399,40.6717,30,360,,19,-15.0263,40.6718,33,180,,ASP,0,1
FQMA,12008,148,05,-25.9249,32.5701,118,29,,23,-25.8959,32.5878,145,209,,ASP,1,1
FQMA,5577,148,10,-25.9212,32.5664,118,86,,28,-25.9202,32.5833,128,266,,ASP,1,1
FQMD,7714,98,16,-11.6631,39.5591,,158.2,,34,-11.6828,39.5672,,338.2,,ASP,0,1
FQMP,6562,88,03,-11.37,40.351,89,25,,21,-11.3536,40.3587,85,205,,ASP,0,1
FQMR,5660,98,15,-13.2189,37.5473,,143,,33,-13.2312,37.5568,,323,,ASP,0,1
FQNC,10171,148,01,-14.4995,40.7113,398,13,,19,-14.477,40.7132,330,193,,ASP,0,1
FQNP,6562,148,05,-15.1118,39.2751,1444,45.8,,23,-15.0994,39.2885,1381,225.8,,ASP,1,1
FQNP,5135,148,13,-15.1035,39.2864,1377,119,,31,-15.1104,39.2991,1404,299,,GVL,0,1
FQPB,2625,98,08,-12.988,40.517,331,78,,26,-12.9864,40.5242,331,258,,ASP,0,1
FQPB,5905,148,17,-12.9856,40.5221,331,160.8,,35,-13.001,40.5276,318,340.8,,ASP,1,1
FQQL,2980,98,09,-17.8513,36.8657,,85,,27,-17.8505,36.8744,,265,,GVL,0,1
FQQL,5905,148,18,-17.8474,36.8683,36,174,,36,-17.8636,36.87,36,354,,ASP,1,1
FQSG,2953,75,16,-15.5989,32.7717,2904,159,,34,-15.6065,32.7747,2894,339,,ASP,0,1
FQTT,8225,148,01,-16.1161,33.6399,,2,,19,-16.0935,33.6405,,182,,ASP,1,1
FQUG,5900,98,16,-14.6971,34.3493,4288,158,,34,-14.7122,34.3555,4268,338,,ASP,0,1
FQVL,2461,75,10,-22.0185,35.3106,46,89,,28,-22.0184,35.3179,33,269,,ASP,0,1
FQVL,4823,98,17,-22.0111,35.3098,46,156,,35,-22.0232,35.3156,39,336,,ASP,1,1
FSAL,3983,75,15,-7.00029,52.7231,,144.9,164,33,-7.00927,52.7294,,324.9,164,CON,0,1
FSDR,4531,33,12,-5.69456,53.65,,110,,30,-5.69884,53.6617,,290,,CON,0,1
FSFA,3035,75,13,-10.107,51.1728,,128,,31,-10.1122,51.1794,,308,,CON,0,1
FSIA,9800,151,13,-4.66663,55.5108,10,125,1000,31,-4.68213,55.5329,10,305,1000,CON,1,1
FSPP,4318,104,15,-4.31385,55.6882,10,149,676,33,-4.32474,55.6947,10,329,256,ASP,1,1
FTTC,9186,98,09,13.848,20.8303,1751,92.6,,27,13.8469,20.8562,1789,272.6,,ASP,0,1
FTTD,5906,115,04,8.61771,16.0668,1383,35,,22,8.6311,16.0761,1409,215,,ASP,0,1
FTTJ,9186,148,05,12.1249,15.0247,968,46,,23,12.1425,15.0432,967,226,,ASP,1,1
FTTY,9186,148,06,17.9104,19.0998,741,58,,24,17.9237,19.1223,771,238,,ASP,1,1
FVBU,4419,98,02,-20.0152,28.6182,4350,8,,20,-20.0031,28.6199,4326,188,,ASP,0,1
FVBU,8491,148,13,-20.0162,28.6152,4351,115,,31,-20.0262,28.6376,4359,295,,ASP,1,1
FVCN,3569,54,09,-16.7346,31.1169,,84,,27,-16.7336,31.1271,,264,,ASP,0,1
FVCP,3937,56,06,-17.7552,30.9195,4812,53.8,,24,-17.7489,30.9286,4843,233.8,,ASP,1,1
FVCP,3035,59,14,-17.7489,30.9215,4838,132,,32,-17.7544,30.9281,4845,312,,ASP,0,1
FVCZ,5785,98,14,-21.003,31.572,1421,130,597,32,-21.0132,31.5851,1410,310,,BIT,0,1
FVDA,3000,80,09,-17.0055,30.8917,4750,82,,27,-17.0043,30.9005,4750,262,,,0,1
FVFA,7708,98,12,-18.0922,25.8286,3490,110,,30,-18.0995,25.8494,3480,290,,ASP,1,1
FVHA,15502,151,05,-17.9469,31.0771,4793,46,3557,23,-17.9167,31.1086,4887,226,,ASP,1,1
FVKB,5413,59,09,-16.5208,28.8773,1664,82,,27,-16.5188,28.8927,1706,262,,ASP,1,1
FVMD,3650,59,10,-16.7685,31.5547,,98,,28,-16.77,31.565,,278,,ASP,0,1
FVMT,3609,59,09,-17.4324,32.1793,,84.2,,27,-17.4314,32.1897,,264.2,,BIT,0,1
FVMU,3117,60,12,-18.9958,32.6231,,112.9,,30,-18.9992,32.6314,,292.9,,MAC,0,1
FVMV,3937,59,10,-20.0556,30.8512,,88,,28,-20.0552,30.8626,,268,,GRS,0,1
FVMV,5663,59,17,-20.0548,30.8589,3595,162,,35,-20.0696,30.864,3587,342,,BIT,1,1
FVOT,3642,56,11,-16.984,32.6676,,100.3,,29,-16.9857,32.6777,,280.3,,ASP,0,1
FVSH,3942,60,16,-20.2851,30.0849,,144,,34,-20.2939,30.0916,,324,,MAC,0,1
FVTL,8766,100,13L,-19.4312,29.8504,,116,,31R,-19.4416,29.8734,,296,,ASP,1,1
FVTL,7826,93,13R,-19.4327,29.8512,,116,,31L,-19.442,29.8717,,296,,ASP,0,1
FVWN,15091,98,08,-18.6376,27.0008,3543,68,,26,-18.6221,27.0413,3530,248,,ASP,0,1
FWCL,7628,98,10,-15.6773,34.9587,2472,97,,28,-15.6798,34.9802,2555,277,,ASP,1,1
FWCL,4501,98,15,-15.6712,34.9674,2468,141,,33,-15.6808,34.9755,2546,321,,ASP,0,1
FWKA,4200,59,14,-9.94931,33.8891,1760,138,,32,-9.95783,33.897,1760,318,,ASP,0,1
FWKG,3937,57,08,-13.0161,33.4633,,74,,26,-13.0132,33.4739,,254,,ASP,0,1
FWKI,11614,148,14,-13.7791,33.7684,4028,130.9,,32,-13.7996,33.7936,4022,310.9,,ASP,1,1
FWLE,4462,98,09,-13.967,33.6957,3721,80.1,,27,-13.965,33.708,3699,260.1,,ASP,0,1
FWLE,4615,134,17,-13.9635,33.6945,3721,163.8,,35,-13.9757,33.698,3689,343.8,,GRS,0,1
FWSU,4100,75,15,-16.2644,34.8743,,,,33,-16.2738,34.8806,,,,ASP,1,1
FWUU,4291,62,17,-11.4392,34.0098,4115,161.1,,35,-11.4504,34.0137,4115,341.1,,BIT,0,1
FWZA,4100,55,09,-15.3863,35.3788,,78.5,,27,-15.3844,35.3902,,258.5,,ASP,1,1
FXMM,10498,148,04,-29.4695,27.5502,5325,15,656,22,-29.4417,27.5589,5320,195,,ASP,1,1
FXMM,3314,75,11,-29.4627,27.5466,5309,85,,29,-29.462,27.5569,5351,265,,ASP,1,1
FXMU,4531,98,04,-29.3098,27.5009,,21,680,22,-29.2983,27.5061,,201,,ASP,1,1
FXMU,1542,98,11,-29.3062,27.5014,,85,,29,-29.3058,27.5063,,265,,GRE,0,1
FYAA,4260,33,09,-27.9931,17.591,,,,27,-27.9931,17.6062,,,,GRS,0,1
FYAR,6300,66,10,-22.4636,14.9708,1827,81,,28,-22.4609,14.9892,1905,261,,ASP,1,1
FYEN,5735,98,09,-17.4851,16.314,,75,,27,-17.481,16.3299,,255,,ASP,0,1
FYGF,11680,148,08,-19.6048,18.1158,4602,68,,26,-19.5926,18.1473,4561,248,,ASP,1,1
FYGF,3412,98,17,-19.5969,18.1204,4610,158,,35,-19.6057,18.1242,4586,338,,ASP,0,1
FYKM,7520,128,09,-17.6362,24.166,3144,80,,27,-17.6327,24.1873,3126,260,,ASP,0,1
FYKT,7598,148,04,-26.5498,18.1083,3439,16,,22,-26.5299,18.1146,3506,196,,ASP,1,1
FYKT,4705,98,18,-26.5319,18.1091,3502,155,,36,-26.5436,18.1151,3487,335,,GVL,0,1
FYLZ,6004,98,04,-26.6917,15.2414,420,17,,22,-26.6758,15.2468,392,197,,ASP,0,1
FYLZ,3830,98,12,-26.6873,15.242,421,99,,30,-26.689,15.254,457,279,,GVL,0,1
FYMG,4828,33,02,-22.0248,17.3627,,,,20,-22.0105,17.3683,,,,GVL,0,1
FYML,6562,82,01,-24.6121,17.9268,,350,,19,-24.5944,17.9231,,170,,ASP,0,1
FYML,4921,98,12,-24.604,17.9134,,98,,30,-24.606,17.9278,,278,,GVL,0,1
FYOA,9800,98,08,-17.8838,15.9398,3599,65,,26,-17.8726,15.9654,3599,245,,ASP,1,1
FYOA,4423,98,16,-17.87,15.9406,3599,149,,34,-17.8804,15.9473,3598,329,,GVL,0,1
FYOG,5252,59,02,-28.5919,16.4467,14,360,,20,-28.5775,16.4467,14,180,,ASP,1,1
FYOG,3000,47,07,-28.5905,16.4429,,48,,25,-28.5846,16.4496,,228,,GVL,0,1
FYOG,3500,60,16,-28.5846,16.4415,,141,,34,-28.5917,16.4483,,321,,GVL,0,1
FYOS,4921,82,17,-17.7841,15.6922,,,,35,-17.7959,15.6944,,,,ASP,0,1
FYRC,7122,98,11,-17.4206,14.3719,,90,,29,-17.4206,14.3923,,270,,ASP,0,1
FYRC,5403,98,16,-17.4196,14.3707,,139,,34,-17.4308,14.3809,,319,,ASP,0,1
FYRU,11004,98,08,-17.9612,19.7044,3627,72,,26,-17.9518,19.7345,3581,252,,ASP,0,1
FYRU,4806,98,18,-17.949,19.7222,,171,,36,-17.9617,19.7243,,351,,GVL,0,1
FYTM,4823,56,12,-19.2598,17.7256,,108,,30,-19.264,17.7394,,288,,ASP,1,1
FYWB,7001,98,09,-22.9829,14.6355,248,72.1,,27,-22.9769,14.6552,299,252.1,,ASP,1,1
FYWE,7381,98,01,-22.6152,17.0807,5575,351,,19,-22.5952,17.0773,5510,171,984,ASP,1,1
FYWE,3297,98,09,-22.6135,17.0749,5572,76,,27,-22.6113,17.0842,5568,256,,GVL,0,1
FYWH,15010,148,08,-22.4898,17.4495,5640,64,,26,-22.4714,17.4894,5500,244,,ASP,1,1
FYWH,5000,98,16,-22.4777,17.469,5574,141,,34,-22.4884,17.4783,5564,321,,ASP,1,1
FZAA,15420,197,06,-4.39717,15.4267,998,58,,24,-4.37433,15.4624,998,238,,CON,1,1
FZAB,5526,98,08,-4.32915,15.3204,,70.7,328,26,-4.32417,15.3346,,250.7,656,ASP,0,1
FZAG,4864,98,04,-5.93676,12.3486,,27.9,,22,-5.92495,12.3549,,207.9,,ASP,1,1
FZAI,7874,147,05,-5.92639,12.4384,394,45,,23,-5.91111,12.4538,394,225,,PEM,1,1
FZAR,3700,100,08,-5.4227,14.8121,1321,71,,26,-5.4194,14.8217,1342,251,,GRS,0,1
FZBO,4528,98,11,-3.30959,17.3757,1060,106,,29,-3.31305,17.3876,1060,286,,ASP,0,1
FZCA,5151,95,06,-5.04069,18.7805,,46.2,,24,-5.03084,18.7908,,226.2,,ASP,0,1
FZEA,7223,148,18,0.03247,18.2876,1047,173,,36,0.01273,18.2899,1021,353,,ASP,1,1
FZFD,10499,197,07,4.2489,20.9615,1505,73.1,,25,4.25752,20.9891,1485,253.1,,ASP,1,1
FZFK,6550,148,11,3.23731,19.7625,,102,,29,3.23343,19.78,,282,,ASP,1,1
FZFP,6626,134,05,4.15182,21.6606,,50.1,,23,4.16346,21.6746,,230.1,,LAT,0,1
FZGA,7200,164,05,2.16404,21.4896,,47.7,,23,2.17727,21.5042,,227.7,,GVL,0,1
FZIA,7218,98,10,0.51868,25.1452,1289,97.1,,28,0.51625,25.1649,1227,277.1,,ASP,0,1
FZIC,11483,148,13,0.49067,25.3251,1407,125,,31,0.47262,25.3508,1417,305,,ASP,1,1
FZJH,8202,148,13,2.83488,27.5796,2415,130,,31,2.82033,27.5969,2438,310,650,ASP,1,1
FZKA,6070,98,10,1.56665,30.2124,4039,96,,28,1.56479,30.229,4113,276,,ASP,0,1
FZKJ,6890,98,07,2.81557,24.7847,1380,73,,25,2.82113,24.8027,1380,253,,ASP,1,1
FZMA,6562,148,17,-2.30033,28.8064,5655,164.3,,35,-2.31763,28.8112,5592,344.3,,ASP,0,1
FZNA,6545,148,17,-1.66184,29.2376,5045,174,,35,-1.67979,29.2393,4992,354,,ASP,1,1
FZOA,7218,148,18,-2.90924,25.9147,1624,176,,36,-2.92912,25.9161,1628,356,,ASP,1,1
FZQA,10623,164,07,-11.5971,27.5173,4290,66,,25,-11.5854,27.5445,4214,246,,ASP,1,1
FZQM,5741,98,11,-10.7644,25.4979,4918,101,,29,-10.7674,25.5136,4918,281,,ASP,0,1
FZRF,5741,90,06,-5.87974,29.2426,2553,57.8,,24,-5.87135,29.256,2547,237.8,,ASP,0,1
FZSA,8858,148,13L,-8.63347,25.2563,3543,121.3,,31R,-8.64606,25.2774,3543,301.3,,ASP,1,1
FZSA,8858,148,13R,-8.63799,25.2284,3543,121,,31L,-8.65058,25.2495,3543,301,,ASP,0,1
FZUA,7218,148,11,-5.89704,22.4597,2101,107.7,,29,-5.90304,22.4786,2143,287.7,,ASP,1,1
FZWA,6558,146,17,-6.11271,23.5661,2221,161.3,,35,-6.12976,23.5719,2221,341.3,,ASP,1,1
GABS,10498,148,06,12.5268,-7.96035,1187,57,,24,12.5403,-7.93954,1244,237,,ASP,1,1
GAGO,8202,148,07,16.2432,-0.01582,836,62,,25,16.2537,0.0049,863,242,,ASP,1,1
GAMB,8340,94,05,14.505,-4.08823,905,47,,23,14.5205,-4.07088,901,227,,ASP,1,1
GASO,5255,100,08,11.5956,-5.80664,1297,70.6,,26,11.6004,-5.79279,1289,250.6,,ASP,1,1
GATB,6923,98,07,16.7269,-3.01675,863,68,,25,16.734,-2.99841,860,248,,ASP,1,1
GATS,8201,98,05L,20.2351,0.96875,1585,46,,23R,20.2509,0.98586,1611,226,,ASP,0,1
GATS,4912,154,05R,20.2388,0.97496,,48.8,,23L,20.2477,0.98573,,228.8,,GVL,0,1
GATS,3924,154,15,20.2496,0.97895,1601,153,,33,20.24,0.98413,1611,333,,GVL,0,1
GBYD,11811,148,14,13.3486,-16.6648,88,131,,32,13.3274,-16.6396,74,311,,ASP,1,1
GCFV,7874,148,01,28.4419,-13.8641,37,2,,19,28.4635,-13.8634,75,182,,ASP,1,1
GCGM,4921,98,09,28.0286,-17.2221,716,81.2,,27,28.0307,-17.2071,712,261.2,,ASP,1,1
GCHI,4101,98,16,27.8198,-17.89,71,152.6,,34,27.8098,-17.8841,103,332.6,,ASP,1,1
GCLA,7218,148,36,28.6166,-17.7554,103,359,,18,28.6364,-17.7558,65,179,,ASP,1,1
GCLP,10171,148,03L,27.9189,-15.3923,78,22,,21R,27.9449,-15.3808,33,202,,ASP,1,1
GCLP,10171,148,03R,27.9182,-15.3904,69,22,,21L,27.9442,-15.3788,27,202,,ASP,1,1
GCRR,7874,148,03,28.9358,-13.6108,18,27,,21,28.9551,-13.5996,47,207,,ASP,1,1
GCTS,10499,148,07,28.0392,-16.5876,188,68.6,,25,28.0497,-16.5573,209,248.6,,ASP,1,1
GCXO,11155,148,12,28.488,-16.3578,2060,111.1,,30,28.4773,-16.3253,2002,291.1,,ASP,1,1
GEML,4685,148,15,35.2859,-2.96118,156,146.3,755,33,35.2749,-2.95224,133,326.3,,ASP,1,1
GFLL,10498,150,12,8.62069,-13.2094,78,107,,30,8.6122,-13.1816,82,287,,ASP,1,1
GGCF,6231,74,06,11.2824,-15.1872,,50,,24,11.2934,-15.1738,,230,,BIT,0,1
GGOV,10499,148,03,11.8812,-15.6584,129,19,,21,11.9085,-15.649,86,199,,ASP,1,1
GLMR,6000,100,05,6.28254,-10.7639,25,40,200,23,6.29521,-10.7533,10,220,200,ASP,1,1
GLRB,11000,150,04,6.22083,-10.3701,29,31,,22,6.24675,-10.3545,25,211,1200,ASP,1,1
GMAA,9547,148,10,30.3831,-9.56137,75,97.5,,28,30.3796,-9.53122,85,277.5,,ASP,0,1
GMAD,10499,148,09,30.323,-9.42816,197,91,,27,30.3222,-9.39489,253,271,,ASP,1,1
GMAT,6562,98,03,28.4402,-11.1661,653,27.8,,21,28.4562,-11.1566,653,207.8,,ASP,1,1
GMAZ,9843,98,11,30.27,-5.8775,,108,,29,30.2625,-5.84767,,288,,ASP,0,1
GMFF,10499,148,09,33.9274,-4.99521,1854,90,,27,33.9273,-4.96066,1890,270,820,ASP,1,1
GMFI,6920,115,03,33.4967,-5.15779,,25,,21,33.5139,-5.14802,,205,,ASP,0,1
GMFK,10499,148,13,31.9566,-4.41493,3428,125.1,,31,31.9399,-4.38698,3363,305.1,,ASP,1,1
GMFO,9843,148,06,34.7799,-1.93784,1535,58,,24,34.7944,-1.91013,1493,238,,BIT,1,1
GMMB,10085,150,14,33.6662,-7.2318,526,141,,32,33.6446,-7.21109,618,321,,ASP,0,1
GMME,11483,148,04,34.038,-6.76139,273,31,,22,34.0649,-6.74165,240,211,,ASP,1,1
GMMH,9842,148,03,23.7058,-15.9377,36,22.7,,21,23.7308,-15.9263,27,202.7,,ASP,1,1
GMMI,6890,148,16,31.4059,-9.68603,351,159,,34,31.3883,-9.67806,421,339,,BIT,1,1
GMML,8861,148,02,27.1302,-13.2354,223,16,,20,27.1536,-13.2276,217,196,,ASP,1,1
GMML,8202,148,04,27.1358,-13.2259,202,32,,22,27.155,-13.2126,202,212,,ASP,1,1
GMMN,12205,148,17L,33.384,-7.59352,633,164,,35R,33.3518,-7.58249,656,344,,ASP,1,1
GMMN,12205,148,17R,33.3831,-7.59743,636,164,,35L,33.3509,-7.58642,656,344,,ASP,1,1
GMMW,9842,148,08,34.986,-3.04428,594,78,,26,34.9916,-3.01213,570,258,,ASP,1,1
GMMX,10170,148,10,31.6084,-8.05254,1506,96,918,28,31.6055,-8.01999,1545,276,,ASP,1,1
GMMZ,9842,148,12,30.9452,-6.92344,3782,116.8,,30,30.933,-6.89551,3710,296.8,,ASP,1,1
GMTA,8202,148,18,35.1885,-3.84132,21,173,,36,35.1661,-3.83779,96,353,,ASP,1,1
GMTN,7546,148,06,35.5883,-5.33036,13,54.3,,24,35.6004,-5.30968,10,234.4,,CON,1,1
GMTT,6562,98,07,35.7191,-5.92312,,68.8,,25,35.7253,-5.90234,,248.8,,ASP,0,1
GMTT,11483,148,10,35.7333,-5.94031,20,96,,28,35.73,-5.90182,62,276,1640,ASP,1,1
GOGG,5069,98,10,12.5554,-16.2889,66,88,,28,12.5559,-16.2747,75,268,,ASP,1,1
GOGS,6573,98,15,12.3982,-16.7508,52,136,,33,12.3889,-16.7414,30,316,,ASP,1,1
GOOK,5249,98,06,14.1423,-16.057,,50,,24,14.1514,-16.0456,,230,,ASP,0,1
GOOY,4866,98,03,14.7317,-17.5043,63,23,,21,14.7442,-17.499,56,203,,ASP,0,1
GOOY,11450,148,18,14.7571,-17.4809,64,172.6,525,36,14.7258,-17.4767,75,352.6,,ASP,1,1
GOSS,4300,125,01,16.0399,-16.4566,,4.3,,19,16.0518,-16.4557,,184.3,,GRE,0,1
GOSS,6230,100,18,16.0588,-16.4623,10,172.6,,36,16.0418,-16.46,7,352.6,,ASP,1,1
GOTB,5741,98,07,14.8433,-12.4753,,59,983,25,14.8512,-12.4612,,239,,MAC,1,1
GOTK,5906,148,11,12.5742,-12.2284,,103,,29,12.5704,-12.2123,,283,,ASP,1,1
GOTT,6562,98,06,13.7309,-13.6601,157,49,,24,13.7427,-13.6461,161,229,,ASP,1,1
GQNA,5245,100,04,16.7052,-9.6419,,32.4,,22,16.7174,-9.63387,935,212.4,,BIT,0,1
GQND,5249,96,07,18.5669,-11.4303,,64,,25,18.5733,-11.4168,1316,244,,ASP,0,1
GQNF,5208,95,07,16.5866,-11.4127,400,61,,25,16.5934,-11.3997,423,241,,ASP,0,1
GQNI,6890,100,09,16.6211,-7.32639,728,84,,27,16.6229,-7.30674,758,264,,ASP,1,1
GQNK,8202,148,07,16.1538,-13.5177,52,60,,25,16.1653,-13.4975,66,240,,ASP,0,1
GQNO,7875,148,06,18.2948,-15.9924,9,50,,24,18.3144,-15.9751,9,230,,GRS,1,1
GQNO,11155,197,16,18.3163,-15.9736,9,150,,34,18.2898,-15.9573,9,330,,GRS,1,1
GQNS,5249,98,07,15.1757,-12.2135,,56.3,,25,15.1837,-12.2011,,236.3,,MAC,0,1
GQPA,9855,98,04,20.495,-13.0503,745,30,,22,20.5186,-13.0361,758,210,,ASP,1,1
