airport,description,frequency,type
VTBP,TWR,35110,TWR
VTBU,APP,119700,APP
VTBU,GND,121900,GND
VTBU,TWR,118300,TWR
VTBW,TWR,118100,TWR
VTCC,APP,129600,APP
VTCC,ATIS,127200,ATIS
VTCC,GND,121900,GND
VTCC,TWR,118100,TWR
VTCH,APP,126200,APP
VTCH,ATIS,38400,ATIS
VTCH,TWR,122300,TWR
VTCL,APP,119300,APP
VTCL,ATIS,39500,ATIS
VTCL,TWR,122300,TWR
VTCN,APP,120250,APP
VTCN,ATIS,35500,ATIS
VTCN,TWR,118550,TWR
VTCP,APP,120100,APP
VTCP,ATIS,34000,ATIS
VTCP,RDO,666700,RDO
VTCP,TWR,118600,TWR
VTCR,APP,120050,APP
VTCR,RDO,666700,RDO
VTCR,TWR,118400,TWR
VTCT,APP,120050,APP
VTCT,ATIS,27700,ATIS
VTCT,RDO,666700,RDO
VTCT,TWR,118400,TWR
VTPB,APP,126700,APP
VTPB,TWR,122300,TWR
VTPH,APP,126200,APP
VTPH,ATIS,21300,ATIS
VTPH,GND,121900,GND
VTPH,TWR,122700,TWR
VTPI,APP,124000,APP
VTPI,ATIS,25300,ATIS
VTPI,DEP,134100,DEP
VTPI,GND,121750,GND
VTPI,TWR,133250,TWR
VTPM,APP,120650,APP
VTPM,ATIS,31600,ATIS
VTPM,TWR,118350,TWR
VTPN,TWR,122300,TWR
VTPO,PHITSANULOK APP,120700,APP
VTPO,TWR,118700,TWR
VTPP,APP,120700,APP
VTPP,ATIS,26300,ATIS
VTPP,GND,121900,GND
VTPP,TWR,118900,TWR
VTPT,APP,120700,APP
VTPT,TWR,118800,TWR
VTPY,TWR,122300,TWR
VTSB,APP,129600,APP
VTSB,ATIS,33800,ATIS
VTSB,GND,121900,GND
VTSB,RDO,657700,RDO
VTSB,TWR,122700,TWR
VTSC,APP,125550,APP
VTSC,ATIS,38300,ATIS
VTSC,RDO,657700,RDO
VTSC,TWR,122700,TWR
VTSE,APP,119750,APP
VTSE,TWR,122150,TWR
VTSF,APP,119750,APP
VTSF,TWR,122550,TWR
VTSG,APP,120050,APP
VTSG,ATIS,29900,ATIS
VTSG,GND,121900,GND
VTSG,TWR,118600,TWR
VTSH,TWR,126200,TWR
VTSK,APP,125550,APP
VTSK,TWR,119300,TWR
VTSM,APP,129600,APP
VTSM,ATIS,128600,ATIS
VTSM,TWR,118900,TWR
VTSN,RDO,657700,RDO
VTSN,TWR,122700,TWR
VTSP,APP,124700,APP
VTSP,ATIS,128000,ATIS
VTSP,GND,121900,GND
VTSP,TWR,118100,TWR
VTSR,APP,125100,APP
VTSR,ATIS,37500,ATIS
VTSR,TWR,122250,TWR
VTSS,APP,126700,APP
VTSS,ATIS,128800,ATIS
VTSS,GND,121900,GND
VTSS,TWR,118100,TWR
VTST,APP,125300,APP
VTST,ATIS,24800,ATIS
VTST,TWR,118400,TWR
VTUD,APP,126200,APP
VTUD,ATIS,23600,ATIS
VTUD,GND,121900,GND
VTUD,RDO,659500,RDO
VTUD,TWR,122500,TWR
VTUI,APP,123350,APP
VTUI,ATIS,36500,ATIS
VTUI,TWR,119650,TWR
VTUJ,BURI RAM APP,123600,APP
VTUJ,TWR,122700,TWR
VTUK,APP,123400,APP
VTUK,ATIS,39300,ATIS
VTUK,TWR,122250,TWR
VTUL,APP,122550,APP
VTUL,TWR,122500,TWR
VTUN,APP,129750,APP
VTUN,ATIS,39060,ATIS
VTUN,DEP,134100,DEP
VTUN,GND,121750,GND
VTUN,TWR,122200,TWR
VTUO,APP,123600,APP
VTUO,ATIS,30300,ATIS
VTUO,TWR,122500,TWR
VTUQ,APP,123600,APP
VTUQ,ATIS,39900,ATIS
VTUQ,TWR,119800,TWR
VTUR,APP,125400,APP
VTUR,TWR,119750,TWR
VTUU,APP,123500,APP
VTUU,ATIS,37300,ATIS
VTUU,GND,121900,GND
VTUU,TWR,119900,TWR
VTUV,APP,125400,APP
VTUV,ATIS,31900,ATIS
VTUV,TWR,119750,TWR
VTUW,SAKHON NAKHON APP,123350,APP
VTUW,TWR,122500,TWR
VVBM,TWR,118300,TWR
VVCA,TWR,118250,TWR
VVCT,CAN THO,118800,TWR
VVDB,TWR,118700,TWR
VVDN,APP,125300,APP
VVDN,GND,121600,GND
VVDN,TWR,125000,TWR
VVNB,APP,125100,APP
VVNB,GND,121900,GND
VVNB,TWR,118200,TWR
VVPB,TWR,118800,TWR
VVPK,TWR,118100,TWR
VVPQ,TWR,118600,TWR
VVTS,APP,125500,APP
VVTS,ATIS,128000,ATIS
VVTS,GND,121900,GND
VVTS,TWR,118700,TWR
VYAN,TWR,118700,TWR
VYBG,APP,119700,APP
VYBG,TWR,118100,TWR
VYBM,TWR,118700,TWR
VYCZ,APP,119700,APP
VYCZ,RDO,552600,RDO
VYCZ,TWR,118700,TWR
VYDW,APP,119700,APP
VYDW,TWR,118700,TWR
VYHH,APP,119700,APP
VYHH,TWR,118100,TWR
VYKG,TWR,118700,TWR
VYKL,TWR,118700,TWR
VYKP,TWR,118700,TWR
VYKT,TWR,118700,TWR
VYLK,TWR,118700,TWR
VYLS,TWR,118700,TWR
VYMD,APP,119200,APP
VYMD,GND,121725,GND
VYMD,TWR,118600,TWR
VYME,APP,119700,APP
VYME,TWR,118700,TWR
VYMK,APP,119700,APP
VYMK,TWR,118700,TWR
VYMM,TWR,118700,TWR
VYMO,TWR,118700,TWR
VYMS,TWR,118700,TWR
VYNP,APP,119700,APP
VYNP,TWR,118700,TWR
VYNS,TWR,118700,TWR
VYPA,TWR,118700,TWR
VYPN,TWR,118700,TWR
VYPT,TWR,118700,TWR
VYST,MEIKTILA APP,119700,APP
VYST,MEIKTILA TWR,118700,TWR
VYSW,APP,119700,APP
VYSW,TWR,118700,TWR
VYTD,TWR,118700,TWR
VYTL,TWR,118700,TWR
VYTO,APP,119700,APP
VYTO,TWR,121700,TWR
VYYY,ATIS,128400,ATIS
VYYY,MINGALADON APP,119700,APP
VYYY,MINGALADON GND,121900,GND
VYYY,MINGALADON TWR,118100,TWR
WAAA,ATIS,126250,ATIS
WAAA,TWR,118100,TWR
WAAA,UJUNG INFO,295600,INFO
WAAA,UJUNG PANDANG APP,119400,APP
WABB,ATIS,126500,ATIS
WABB,BIAK APP,121200,APP
WABB,BIAK INFO,295600,INFO
WABB,TWR,118100,TWR
WABI,RDO,558000,RDO
WABI,TWR,122300,TWR
WABP,KILANGIN TWR,118300,TWR
WABP,TIMIKA RDO,681100,RDO
WADA,BALI APP,119700,APP
WADA,TWR,122200,TWR
WADB,BIMA RDO,782500,RDO
WADB,SALAHUDDIN TWR,120300,TWR
WADD,ATIS,126200,ATIS
WADD,DIRECTOR,119700,APP
WADD,INFO,8880,INFO
WADD,NGURAH GND,118800,GND
WADD,NGURAH TWR,118100,TWR
WADD,RADAR,119300,TMA
WADS,INFO,118100,A/G
WADT,RDO,122500,RDO
WADW,INFO,122200,AFIS
WAJJ,ATIS,128800,ATIS
WAJJ,JAYAPURA APP,119100,APP
WAJJ,JAYAPURA INFO,295600,INFO
WAJJ,TWR,118100,TWR
WAJW,INFO,120000,AFIS
WAKK,MERAUKE INFO,558000,FSS
WAKK,TWR,122200,TWR
WALG,INFO,118500,INFO
WALK,RDO,808250,RDO
WALL,ATIS,127600,ATIS
WALL,BALIKPAPAN APP,120400,APP
WALL,BALIKPAPAN INFO,341600,INFO
WALL,TWR,118100,TWR
WALQ,BADAK INFO,127700,INFO
WALQ,BADAK RDO,534000,RDO
WALR,JUWATA TWR,118100,TWR
WALR,TARAKAN APP,125500,APP
WALT,RDO,129700,RDO
WALV,RDO,534000,A/G
WALV,TWR,122100,TWR
WALX,RDO,122300,RDO
WAMG,GORONTALO RDO,905500,INFO
WAMG,TWR,122200,TWR
WAMH,INFO,123000,A/G
WAML,TWR,118700,TWR
WAMM,ATIS,126400,ATIS
WAMM,MANADO APP,119000,APP
WAMM,MANADO INFO,891800,INFO
WAMM,RATULANGI TWR,118100,TWR
WAMP,RDO,457500,A/G
WAMR,INFO,122200,A/G
WAMT,INFO,122400,AFIS
WAMT,TERNATE RDO,905500,RDO
WAMW,INFO,122800,A/G
WAOH,INFO,544250,INFO
WAOI,TWR,122200,TWR
WAON,INFO,122100,AFIS
WAOO,ATIS,128050,ATIS
WAOO,BANJARMASIN APP,126500,APP
WAOO,BANJARMASIN INFO,819800,INFO
WAOO,ULIN TWR,118400,TWR
WAOP,TWR,122400,TWR
WAOS,SAMPIT INFO,122800,A/G
WAPK,RDO,1340000,RDO
WAPL,INFO,120000,INFO
WAPL,RDO,583600,RDO
WAPP,AMBON APP,121000,APP
WAPP,AMBON INFO,891800,INFO
WAPP,ATIS,125400,ATIS
WAPP,TWR,122200,TWR
WARA,SURABAYA APP,119100,APP
WARA,TWR,122500,TWR
WARI,MADIUN APP,122600,APP
WARI,YUDI GND,121700,GND
WARJ,ADI GND,118500,GND
WARJ,ADI TWR,122400,TWR
WARJ,ATIS,128500,ATIS
WARJ,SECONDARY,118100,TWR
WARJ,SECONDARY,120200,APP
WARJ,YOGYA DIRECTOR,123400,APP
WARQ,ATIS,127200,ATIS
WARQ,MARMO TWR,122700,TWR
WARQ,SEMARANG TCA,120300,TCA
WARQ,YOGYA APP,123400,APP
WARR,ATIS,128200,ATIS
WARR,GROUND CONTROL,119150,SMC
WARR,SURABAYA CONTROL - PRIMARY,123550,TCA
WARR,SURABAYA CONTROL - SECONDARY,124000,TCA
WARR,SURABAYA DIRECTOR (PRIMARY),125100,DIR
WARR,SURABAYA DIRECTOR SECONDARY,123200,DIR
WARR,TOWER - PRIMARY,118300,TWR
WARR,TOWER - SECONDARY,118100,TWR
WARS,ATIS,126000,ATIS
WARS,SEMARANG APP,120300,APP
WARS,YANI TWR,122300,TWR
WASF,TOREA INFO,118100,A/G
WASK,INFO,131450,INFO
WASK,RDO,681120,RDO
WASO,INFO,681120,INFO
WASR,INFO,122200,AFIS
WATC,AFIS,122300,AFIS
WATE,RDO,118700,RDO
WATG,INFO,122600,A/G
WATG,RDO,449500,RDO
WATM,INFO,449500,INFO
WATO,LABUHAN BAJO INFO,122700,INFO
WATO,LABUHAN BAJO RDO,449500,A/G
WATT,KUPANG INFO,341600,INFO
WATT,TWR,118300,TWR
WAWB,INFO,905500,INFO
WAWM,INFO,534000,INFO
WAWS,RDO,122200,A/G
WAWT,INFO,122200,AFIS
WAWW,TWR,122200,TWR
WBGB,ATIS,127800,ATIS
WBGB,GND,121800,GND
WBGB,TWR,122300,TWR
WBGG,APP DIRECTOR,120200,APP
WBGG,ATIS,128400,ATIS
WBGG,GND,121900,GND
WBGG,RDR,134500,ACC
WBGG,TWR,118100,TWR
WBGJ,GND,121950,GND
WBGJ,TWR,124300,TWR
WBGM,TWR,122400,TWR
WBGR,APP,122900,APP
WBGR,ATIS,127000,ATIS
WBGR,GND,121900,GND
WBGR,TWR,123300,TWR
WBGS,APP,122600,APP
WBGS,ATIS,127650,ATIS
WBGS,GND,121900,GND
WBGS,TWR,122600,TWR
WBKD,TWR,122300,TWR
WBKK,ATIS,127400,ATIS
WBKK,KINABALU APP,119100,A/D
WBKK,KINABALU CON,126100,ACC
WBKK,KINABALU GND,121600,GND
WBKK,KINABALU RDO,682500,A/G
WBKK,KINABALU TWR,118300,TWR
WBKK,KINABALU,133300,INFO
WBKL,APP,119700,APP
WBKL,ATIS,126850,ATIS
WBKL,GND,118350,GND
WBKL,TWR,118100,TWR
WBKS,APP,123200,APP
WBKS,GND,121900,GND
WBKS,TWR,121050,TWR
WBKW,APP,123550,APP
WBKW,GND,121900,GND
WBKW,TWR,122500,TWR
WBMU,TWR,129200,APP
WBSB,ATIS,126800,ATIS
WBSB,GND,121900,GND
WBSB,RADAR,121300,APP
WBSB,TWR,118700,TWR
WIBB,PEKANBARU APP,120800,APP
WIBB,SYARIF TWR,118100,TWR
WIBD,DUMAI RDO,122600,RDO
WICB,BUDI GROUND,119700,GRD
WICB,BUDI TWR,123200,TWR
WICC,BANDUNG APP,121000,APP
WICC,TWR,118650,TWR
WICD,RDO,122100,A/G
WICM,TASIK TWR,122600,TWR
WIDD,ATIS,126250,ATIS
WIDD,GND/CLNC DEL,121750,GND
WIDD,PRIMARY,118700,TWR
WIDD,SECONDARY,118300,TWR
WIDD,SINGAPORE APP,120300,ACC
WIDD,TANJUNG PINANG APP,130200,APP
WIDE,RDO,118100,A/G
WIDN,SINGAPORE APP,120300,ACC
WIDN,TANJUNG PINANG APP,130200,APP
WIDN,TWR,118400,TWR
WIDS,INFO,122200,INFO
WIHH,ATIS,128800,ATIS
WIHH,JAKARTA APP,119750,APP
WIHH,JAKARTA ARR,125450,ARR
WIHH,JAKARTA DIRECTOR,119700,DIR
WIHH,TOWER SECONDARY,122700,TWR
WIHH,TWR,122250,TWR
WIHL,RDO,122800,A/G
WIHP,INFO,122100,INFO
WIII,ATIS,126850,ATIS
WIII,CLNC DEL,121950,CLD
WIII,GND,121600,GND
WIII,JAKARTA APP,119750,APP
WIII,JAKARTA ARR,125450,ARR
WIII,JAKARTA CENTRAL INFO,129700,FSS
WIII,PABELOKAN INFO,129800,INFO
WIII,TWR,118750,TWR
WIMB,INFO,122500,A/G
WIME,INFO,122800,A/G
WIMG,ATIS,127250,ATIS
WIMG,PADANG APP,124000,APP
WIMG,TWR,122200,TWR
WIMK,MEDAN APP,119700,APP
WIMK,MEDAN ATIS,126800,ATIS
WIMK,TWR,118100,TWR
WIMN,INFO,658900,INFO
WIMS,PINANG SORE RDO,122300,A/G
WIOD,HANAN DJOEDDIN,118800,TWR
WIOG,INFO,122500,AFIS
WIOG,RDO,385500,RDO
WIOK,INFO,122300,INFO
WIOM,INFO,128000,INFO
WIOM,RDO,546750,RDO
WION,INFO,112100,INFO
WIOO,ATIS,127400,ATIS
WIOO,PONTIAK INFO,895700,INFO
WIOO,PONTIANAK APP,119000,APP
WIOO,TWR,118300,TWR
WIOP,INFO,123500,A/G
WIOS,INFO,130100,INFO
WIPA,THAHA TWR,118400,TWR
WIPK,AMIR TWR,118300,TWR
WIPK,PANGKALPINANG APP,123600,APP
WIPL,TWR AND APP COMBINE,122200,TWR
WIPO,INFO,123700,AFIS
WIPP,ATIS,127200,ATIS
WIPP,MAHMUD TWR,118100,TWR
WIPP,PALEMBANG APP,119200,APP
WIPP,PALEMBANG INFO,341600,INFO
WIPQ,RDO,122100,RDO
WIPR,INFO,118200,AFIS
WIPR,RDO,122800,A/G
WIPT,ATIS,127250,ATIS
WIPT,MINANG TWR,118300,TWR
WIPT,PADANG APP,124000,APP
WITB,SALEH INFO,122600,INFO
WITL,INFO,130450,A/G
WITM,MALIK INFO,122900,INFO
WITT,BANDA ACEH RDO,658900,RDO
WITT,TWR,122200,AFIS
WMAP,APP,122400,APP
WMAP,TWR,128300,TWR
WMBT,INFO,122800,AFIS
WMGK,APP,22760,APP
WMGK,GND,22500,GND
WMGK,TWR,22610,TWR
WMKA,ALOR STAR APP,122300,APP
WMKA,ALOR STAR GND,121600,GND
WMKA,ALOR STAR TWR,122300,TWR
WMKB,APP,125800,APP
WMKB,ATIS,23010,ATIS
WMKB,DEP,128500,DEP
WMKB,GND,134600,GND
WMKB,TWR,118300,TWR
WMKC,KOTA BHARU GND,121600,GND
WMKC,KOTA BHARU TWR,122500,TWR
WMKD,APP,118100,APP
WMKD,ATIS,127500,ATIS
WMKD,GND,28960,GND
WMKD,TWR,118100,TWR
WMKE,GND,121800,GND
WMKE,TWR,123300,TWR
WMKI,IPOH TWR,122100,TWR
WMKJ,ATIS,126600,ATIS
WMKJ,JOHOR TWR,121800,GND
WMKJ,JOHOR TWR,122500,TWR
WMKJ,JOHOR TWR,124700,APP
WMKJ,LUMPUR CON,132200,ACC
WMKK,LUMPUR APP,119450,A/D
WMKK,LUMPUR ATIS FOR ARRIVALS,128050,ATIS
WMKK,LUMPUR ATIS FOR DEPARTURE,126450,ATIS
WMKK,LUMPUR CLNC DEL,126000,CLD
WMKK,LUMPUR DEPARTURE,135250,DEPT
WMKK,LUMPUR GND,121650,GND
WMKK,LUMPUR GND,122275,GND
WMKK,LUMPUR TWR 14L/32R,118800,TWR
WMKK,LUMPUR TWR 14R/32L,118500,TWR
WMKK,LUMPUR TWR RWY 15/33,119800,TWR
WMKL,APP,119400,APP
WMKL,ATIS,128200,ATIS
WMKL,GND,121800,GND
WMKL,TWR,118500,TWR
WMKM,GND,121600,GND
WMKM,TWR,118000,TWR
WMKN,TERENGGANU GND,121600,GND
WMKN,TERENGGANU TWR,123600,TWR
WMKP,ATIS,126400,ATIS
WMKP,PENANG  GROUND,121600,GND
WMKP,PENANG TOWER,121100,TWR
WMSA,AIR FORCE GND,125200,OPS
WMSA,LUMPUR APP/CON,132800,ACC
WMSA,LUMPUR DELIVERY,126000,CLD
WMSA,LUMPUR DIRECTOR,125100,A/D
WMSA,LUMPUR RDO,347000,A/G
WMSA,LUMPUR,126100,INFO
WMSA,SUBANG GND,121900,GND
WMSA,SUBANG INFO,127600,ATIS
WMSA,SUBANG TWR,118200,TWR
WPDB,TIMOR COMMON LOW,127100,CTAF
WPDL,COMORO APP/TWR,122900,APP
WPDL,COMORO GND,133900,GND
WPDL,PCL,125500,MISC
WPEC,E TIMOR COMMON HIGH,123450,CTAF
WPEC,E TIMOR COMMON LOW,127100,INFO
WSAG,ATIS,149250,ATIS
WSAG,GND,28390,GND
WSAG,SINGAPORE APP/DEP,120300,A/D
WSAG,TWR,129700,TWR
WSAP,AMC OPS,34940,OPS
WSAP,APP,119900,APP
WSAP,ATIS,148900,ATIS
WSAP,GND,118050,GND
WSAP,SINGAPORE RADAR,127300,ACC
WSAP,TWR,118050,TWR
WSAT,APP,130000,APP
WSAT,GND,122000,GND
WSAT,SINGAPORE APP/DEP,120300,A/D
WSAT,TWR,122000,TWR
WSSL,GND,121600,GND
WSSL,SINGAPORE APP/DEP,120300,A/D
WSSL,TWR,118450,TWR
WSSS,APP/DEP,120300,A/D
WSSS,ARR,119300,ARR
WSSS,ATIS,128600,ATIS
WSSS,CLNC DEL,121650,CLD
WSSS,GND,124300,GND
WSSS,TWR,118600,TWR
YABA,CTAF,126700,CTAF
YABA,MELBOURNE CNTR,123900,FSS
YAGD,CTAF,125700,CTAF
YAGD,MISC,120150,MISC
YALA,MISC,120200,MISC
YAMB,APP,33580,APP
YAMB,ATIS,31620,ATIS
YAMB,BRISBANE CNTR,121200,FSS
YAMB,CLNC DEL,134600,CLD
YAMB,CTAF,118300,CTAF
YAMB,GND,129350,GND
YAMB,TWR,26460,TWR
YAMC,CTAF,126700,CTAF
YAMC,MISC,122100,MISC
YAMK,CTAF,126700,CTAF
YAMK,MISC,122000,MISC
YAPH,BRISBANE CNTR,122300,FSS
YAPH,CTAF,126700,CTAF
YARA,CTAF,126700,CTAF
YARA,MELBOURNE CNTR,126800,FSS
YARG,BRISBANE CNTR,122400,FSS
YARG,CTAF,127300,CTAF
YARM,BRISBANE CNTR,125750,FSS
YARM,CTAF,124200,CTAF
YARY,CTAF,118800,CTAF
YATN,CTAF,126700,CTAF
YATN,MISC,126100,MISC
YAUR,BRISBANE CNTR,122100,FSS
YAUR,CTAF,126700,CTAF
YAYE,ATIS,126550,ATIS
YAYE,CTAF,126900,CTAF
YAYE,MELBOURNE CNTR,121850,FSS
YAYR,BRISBANE CNTR,120550,FSS
YAYR,CTAF,126700,CTAF
YBAF,ARCHER TWR,118100,TWR
YBAF,ATIS,120900,ATIS
YBAF,CTAF,118100,CTAF
YBAF,GND,119900,GND
YBAF,RADAR,125700,FSS
YBAR,BRISBANE CNTR,122100,FSS
YBAR,CTAF,126700,CTAF
YBAS,ATIS,115900,ATIS
YBAS,CTAF,118300,CTAF
YBAS,MELBOURNE CNTR,119800,FSS
YBAS,TWR,118300,TWR
YBAU,CTAF,120300,CTAF
YBAU,MISC,116100,MISC
YBAU,MISC,119600,MISC
YBAU,MISC,126800,MISC
YBBN,APP/DEP,124350,A/D
YBBN,ATIS,113200,ATIS
YBBN,CLNC DEL,118600,CLD
YBBN,GND,121700,GND
YBBN,RADAR,125700,FSS
YBBN,TWR,120500,TWR
YBCG,ATIS,112300,ATIS
YBCG,BRISBANE APP,123500,APP
YBCG,BRISBANE RADAR,119500,FSS
YBCG,CTAF,118700,CTAF
YBCG,GND,121800,GCCD
YBCG,TWR,118700,TWR
YBCK,BRISBANE CNTR,122100,FSS
YBCK,CTAF,126700,CTAF
YBCS,APP/DEP,118400,A/D
YBCS,ATIS,113000,ATIS
YBCS,CLNC DEL,121700,CLD
YBCS,GND,121700,GND
YBCS,TWR,124900,TWR
YBCV,BRISBANE CNTR,124800,FSS
YBCV,CTAF,126700,CTAF
YBCV,SOUTH WEST AIR BASE,126700,UNIC
YBDG,BENDIGO AUTO-WEATHER,128150,AWIS
YBDG,CTAF,119300,CTAF
YBDG,MELBOURNE CNTR,126800,FSS
YBDV,BRISBANE CNTR,125400,FSS
YBDV,CTAF,126700,CTAF
YBEO,CTAF,125400,CTAF
YBEO,MISC,120000,MISC
YBGO,CTAF,126700,CTAF
YBGO,MISC,132100,MISC
YBHI,CTAF,126700,CTAF
YBHI,MELBOURNE CNTR,122600,FSS
YBHM,ATIS,114400,ATIS
YBHM,BRISBANE CNTR,135500,FSS
YBHM,CTAF,126700,CTAF
YBHM,TWR,118700,TWR
YBIE,BRISBANE CNTR,125400,FSS
YBIE,CTAF,126700,CTAF
YBIR,CTAF,126700,CTAF
YBIR,MELBOURNE CNTR,125800,FSS
YBKE,CTAF,126700,CTAF
YBKE,MELBOURNE CNTR,120000,FSS
YBKT,BRISBANE CNTR,125700,FSS
YBKT,CTAF,126700,CTAF
YBLA,MELBOURNE CNTR,125200,FSS
YBLA,NEW CTAF AS OF 2017.,125600,CTAF
YBLA,PILOT ACTIVATED LIGHTING,123400,PAL
YBLL,CTAF,124800,CTAF
YBLL,MISC,120600,MISC
YBLL,MISC,122100,MISC
YBLN,CTAF,126700,CTAF
YBLN,MELBOURNE CNTR,124900,FSS
YBLT,CTAF,126000,CTAF
YBLT,MELBOURNE CNTR,126800,FSS
YBMA,BRISBANE CNTR,122400,FSS
YBMA,CTAF,126500,CTAF
YBMK,ATIS,112700,ATIS
YBMK,BRISBANE CNTR,135500,FSS
YBMK,CTAF,124500,CTAF
YBMK,TWR,124500,TWR
YBMY,CTAF,122600,CTAF
YBMY,MISC,132100,MISC
YBNA,BRISBANE CNTR,120300,FSS
YBNA,CTAF,124200,CTAF
YBNS,CTAF,126700,CTAF
YBNS,MELBOURNE CNTR,124000,FSS
YBOI,CTAF,127100,CTAF
YBOI,MISC,120600,MISC
YBOI,MISC,122100,MISC
YBOK,APP,125400,APP
YBOK,ATIS,112900,ATIS
YBOK,BRISBANE CNTR,121200,FSS
YBOK,CTAF,127650,CTAF
YBOK,GND,121900,GND
YBOK,TWR,120100,TWR
YBOU,BRISBANE CNTR,122400,FSS
YBOU,CTAF,126700,CTAF
YBPN,BRISBANE CNTR,135500,FSS
YBPN,CTAF,126700,CTAF
YBRK,ATIS,116900,ATIS
YBRK,BRISBANE CNTR,119550,FSS
YBRK,CTAF,118100,CTAF
YBRK,ROCKY GND,121800,GND
YBRK,TWR,118100,TWR
YBRL,BRISBANE CNTR,128500,FSS
YBRL,CTAF,126700,CTAF
YBRM,ATIS,126550,ATIS
YBRM,BRISBANE CNTR,123900,FSS
YBRM,CTAF,126000,CTAF
YBRN,CTAF,126700,CTAF
YBRN,MELBOURNE CNTR,118600,FSS
YBRS,AVALON APPROACH,133750,AVALON APPROACH
YBRS,BARWON HEADS TRAFFIC,119000,CTAF
YBRS,MELBOURNE CENTRE,120000,MELBOURNE CENTRE
YBRW,CTAF,126700,CTAF
YBRW,MELBOURNE CNTR,120000,FSS
YBRY,CTAF,126700,CTAF
YBRY,MELBOURNE CNTR,123400,FSS
YBSG,BRISBANE CNTR,122100,FSS
YBSG,CTAF,126700,CTAF
YBSS,CTAF,118800,CTAF
YBSS,MELBOURNE RADAR,135700,FIA
YBSS,MISC,116100,MISC
YBSS,MISC,119600,MISC
YBSS,MISC,126800,MISC
YBTH,CTAF,127350,CTAF
YBTH,MELBOURNE CNTR,135250,FSS
YBTI,BRISBANE CNTR,118150,FSS
YBTI,CTAF,126700,CTAF
YBTL,APP/DEP,126800,A/D
YBTL,ATIS,133500,ATIS
YBTL,BRISBANE CNTR,120550,FSS
YBTL,CLNC DEL,128100,CLD
YBTL,CTAF,118300,CTAF
YBTL,GND,121800,GND
YBTL,RAAF AIR OPS,897400,OPS
YBTL,TWR,118300,TWR
YBTR,BRISBANE CNTR,122300,FSS
YBTR,CTAF,126700,CTAF
YBUD,BRISBANE CNTR,124100,FSS
YBUD,CTAF,126900,CTAF
YBUN,CTAF,126700,CTAF
YBUN,MELBOURNE CNTR,124900,FSS
YBWG,CTAF,126500,CTAF
YBWG,MELBOURNE CNTR,118950,FSS
YBWN,CTAF,126700,CTAF
YBWN,MISC,120200,MISC
YBWN,MISC,135500,MISC
YBWP,BRISBANE CNTR,122100,RDO
YBWP,CTAF,126700,CTAF
YBWX,CTAF,120100,CTAF
YBWX,MELBOURNE CNTR,122400,FSS
YCAH,CTAF,127100,CTAF
YCAH,MISC,121200,MISC
YCAH,MISC,123900,MISC
YCAR,CTAF,126700,CTAF
YCAR,MELBOURNE CNTR,122100,FSS
YCAS,BRISBANE CNTR,120300,FSS
YCAS,CTAF,124200,CTAF
YCBA,CTAF,126700,CTAF
YCBA,MELBOURNE CNTR,124900,FSS
YCBB,BRISBANE CNTR,127100,FSS
YCBB,CTAF,126700,CTAF
YCBG,ATIS,128450,ATIS
YCBG,CTAF,118100,CTAF
YCBG,MELBOURNE CNTR,125550,FSS
YCBG,TWR,118100,TWR
YCBP,CTAF,126700,CTAF
YCBP,MELBOURNE CNTR,120700,FSS
YCBR,CTAF,120500,CTAF
YCBR,MISC,123000,MISC
YCBR,MISC,125800,MISC
YCBR,MISC,127100,MISC
YCCA,BRISBANE CNTR,123900,FSS
YCCA,CTAF,126700,CTAF
YCCT,CTAF,126700,CTAF
YCCT,MISC,122200,MISC
YCCT,MISC,125800,MISC
YCCY,BRISBANE CNTR,122400,FSS
YCCY,CTAF,126700,CTAF
YCDE,CTAF,126700,CTAF
YCDE,MISC,122200,MISC
YCDE,MISC,125800,MISC
YCDO,CTAF,126700,CTAF
YCDO,MELBOURNE CNTR,126000,FSS
YCDR,CTAF,118800,CTAF
YCDR,MISC,119600,MISC
YCDR,MISC,125000,MISC
YCDU,CTAF,126700,CTAF
YCDU,MELBOURNE CNTR,122100,FSS
YCEE,CTAF/UNICOM,126700,CTAF
YCEE,MELBOURNE CNTR,125900,FSS
YCFN,CTAF,121200,CTAF
YCFN,MULTICOM,126700,MULTICOM
YCGO,BRISBANE CNTR,120150,FSS
YCGO,CTAF,126700,CTAF
YCHT,BRISBANE CNTR,120550,FSS
YCHT,CTAF,126700,CTAF
YCIN,APP,26140,APP
YCIN,ATIS,31630,ATIS
YCIN,BRISBANE CNTR,122100,FSS
YCIN,CTAF,126700,CTAF
YCIN,GND,26460,GND
YCIN,TWR,118300,TWR
YCKI,CTAF,126700,CTAF
YCKI,MISC,118150,MISC
YCKN,BRISBANE CNTR,134650,FSS
YCKN,CTAF,126700,CTAF
YCLQ,CTAF,122100,CTAF
YCLQ,MISC,120700,MISC
YCMT,BRISBANE CNTR,122300,FSS
YCMT,CTAF,126700,CTAF
YCMU,BRISBANE CNTR,124800,FSS
YCMU,CTAF,126700,CTAF
YCMW,CTAF,119800,CTAF
YCMW,MISC,120600,MISC
YCMW,MISC,124550,MISC
YCNF,CTAF,134200,CTAF
YCNF,MISC,120700,MISC
YCNK,BRISBANE CNTR,125700,FSS
YCNK,CTAF,122650,CTAF
YCNM,BRISBANE CNTR,127100,FSS
