icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a4ea87,N416BD,Bombardier,Global Express,GLEX,9375,L2J,,,2023-07-31,2009-01-01
a4ee64,N417CS,Bombardier,Global 5000,GL5T,9255,L2J,,,2023-08-31,2007-01-01
a4ef58,N417NL,Bombardier,CRJ-200,CRJ2,8110,L2J,,,2022-10-31,
a4efc6,N417SW,Bombardier,CRJ-200,CRJ2,7400,L2J,SKW,,2023-04-30,
a4f1ed,N418AW,Bombardier,CRJ-200,CRJ2,7618,L2J,AWI,,2022-09-30,2002-01-01
a4f37d,N418SW,Bombardier,CRJ-200,CRJ2,7446,L2J,SKW,,2023-06-30,2000-01-01
a4f5a3,N419AV,Bombardier,CRJ-200,CRJ2,7419,L2J,,,2023-04-30,
a4f5a4,N419AW,Bombardier,CRJ-200,CRJ2,7633,L2J,AWI,,2022-09-30,2002-01-01
a4f9e5,N42GJ,Bombardier,Challenger 300,CL30,20085,L2J,,,2022-12-31,2006-01-01
a4fb3b,N42WA,Bombardier,CRJ-200,CRJ2,7024,L2J,,,2021-06-30,1993-01-01
a4fba6,N420AG,Bombardier,Global Express,GLEX,9006,L2J,,,2020-12-31,1998-01-01
a4fbb4,N420AW,Bombardier,CRJ-200,CRJ2,7640,L2J,AWI,,2022-07-31,2002-01-01
a4fbd2,N420CA,Bombardier,CRJ-200,CRJ2,7451,L2J,DAL,,2022-05-31,2000-01-01
a4fcc0,N420MP,Bombardier,Challenger 300,CL30,20420,L2J,,,2022-11-30,2013-01-01
a4ff61,N421AL,Bombardier,Global Express,GLEX,9051,L2J,,,2020-11-30,2000-01-01
a501aa,N421ZW,Bombardier,CRJ-200,CRJ2,7346,L2J,AWI,,2021-05-31,1999-01-01
a5034d,N422CP,Bombardier,Challenger 350,CL35,20548,L2J,,,,
a5042e,N422MP,Bombardier,Challenger 300,CL30,20422,L2J,,,2022-09-30,2013-01-01
a506d9,N423AW,Bombardier,CRJ-200,CRJ2,7636,L2J,AWI,,2022-07-31,2002-01-01
a50793,N423JG,Bombardier,Challenger 300,CL30,20266,L2J,,,2023-01-31,2009-01-01
a50869,N423SW,Bombardier,CRJ-200,CRJ2,7456,L2J,SKW,,2022-01-31,2000-01-01
a50a8b,N424AR,Bombardier,Challenger 300,CL30,20402,L2J,,,,
a50a90,N424AW,Bombardier,CRJ-200,CRJ2,7656,L2J,AWI,,2022-07-31,2002-01-01
a50b9c,N424MP,Bombardier,Challenger 350,CL35,20594,L2J,,,2022-05-31,2015-01-01
a50e47,N425AW,Bombardier,CRJ-200,CRJ2,7663,L2J,AWI,,2022-07-31,2002-01-01
a50ec5,N425FX,Bombardier,Challenger 300,CL30,20454,L2J,,,2023-06-30,2014-01-01
a511fe,N426AW,Bombardier,CRJ-200,CRJ2,7669,L2J,AWI,,2022-07-31,2002-01-01
a5138e,N426SW,Bombardier,CRJ-200,CRJ2,7468,L2J,SKW,,2023-02-28,2001-01-01
a51745,N427SW,Bombardier,CRJ-200LR,CRJ2,7497,L2J,SKW,,,
a517f4,N427ZW,Bombardier,CRJ-200,CRJ2,7685,L2J,,,2022-07-31,2002-01-01
a5196c,N428AW,Bombardier,CRJ-200,CRJ2,7695,L2J,AWI,,2022-07-31,2002-01-01
a51d23,N429AW,Bombardier,CRJ-200,CRJ2,7711,L2J,AWI,,2022-07-31,2002-01-01
a51eb3,N429SW,Bombardier,CRJ-200,CRJ2,7518,L2J,SKW,,2020-11-30,2001-01-01
a52147,N43FE,Bombardier,Challenger 300,CL30,20456,L2J,,,2023-06-30,2014-01-01
a52171,N43GX,Bombardier,Global 5000,GL5T,9343,L2J,,,2021-05-31,2009-01-01
a52333,N430AW,Bombardier,CRJ-200,CRJ2,7719,L2J,AWI,,2022-07-31,2002-01-01
a524b8,N430SK,Bombardier,Challenger 300,CL30,20030,L2J,COO,,,
a524c3,N430SW,Bombardier,CRJ-200,CRJ2,7523,L2J,SKW,,2020-11-30,2001-01-01
a52515,N430WC,Bombardier,Challenger 300,CL30,20288,L2J,,,2022-04-30,2010-01-01
a526ea,N431AW,Bombardier,CRJ-200,CRJ2,7256,L2J,AWI,,2022-07-31,1998-01-01
a5287a,N431SW,Bombardier,CRJ-200,CRJ2,7536,L2J,SKW,,2021-03-31,2001-01-01
a52aa1,N432AW,Bombardier,CRJ-200,CRJ2,7257,L2J,AWI,,2022-07-31,1998-01-01
a52c31,N432SW,Bombardier,CRJ-200,CRJ2,7548,L2J,SKW,,2021-03-31,2001-01-01
a52e58,N433AW,Bombardier,CRJ-200,CRJ2,7289,L2J,AWI,,2022-07-31,1999-01-01
a52e91,N433DC,Bombardier,Global Express,GLEX,9262,L2J,,,2023-01-31,2007-01-01
a52fe8,N433SW,Bombardier,CRJ-200,CRJ2,7550,L2J,SKW,,2021-02-28,2001-01-01
a5320f,N434AW,Bombardier,CRJ-200,CRJ2,7322,L2J,AWI,,2022-07-31,1999-01-01
a535c6,N435AW,Bombardier,CRJ-200,CRJ2,7724,L2J,AWI,,2022-07-31,2002-01-01
a53756,N435SW,Bombardier,CRJ-200,CRJ2,7555,L2J,SKW,,2021-07-31,2001-01-01
a5397d,N436AW,Bombardier,CRJ-200,CRJ2,7734,L2J,AWI,,2022-05-31,2002-01-01
a53d34,N437AW,Bombardier,CRJ-200,CRJ2,7744,L2J,AWI,,2022-05-31,
a53ec4,N437SW,Bombardier,CRJ-200,CRJ2,7564,L2J,SKW,,2021-02-28,2001-01-01
a540eb,N438AW,Bombardier,CRJ-200,CRJ2,7748,L2J,AWI,,2023-02-28,2003-01-01
a5427b,N438SW,Bombardier,CRJ-200,CRJ2,7574,L2J,SKW,,2020-12-31,2001-01-01
a544a2,N439AW,Bombardier,CRJ-200,CRJ2,7753,L2J,AWI,,2023-02-28,2003-01-01
a54632,N439SW,Bombardier,CRJ-200,CRJ2,7578,L2J,SKW,,2020-12-31,2001-01-01
a548f0,N44GX,Bombardier,Global Express,GLEX,9142,L2J,,,2021-03-31,2004-01-01
a54957,N44M,Bombardier,Challenger 300,CL30,20450,L2J,,,2023-03-31,2014-01-01
a54ab2,N440AW,Bombardier,CRJ-200,CRJ2,7766,L2J,AWI,,2023-02-28,2003-01-01
