"icao_24bit_address","registration","manufacturer","model","aircraft_type","serial_number","description","airline","registered_at","registered_until","manufactured_at"
"4a0dc7","YR-CNG","Antonov","An-2R","AN2","1G158-45","L1P",NULL,NULL,NULL,NULL
"4a1026","YR-DAF","Antonov","An-2R","AN2","1G210-32","L1P",NULL,NULL,NULL,NULL
"4a102d","YR-DAM","Antonov","An-2R","AN2","1G219-22","L1P",NULL,NULL,NULL,NULL
"4a1032","YR-DAR","Antonov","An-2R","AN2","1G208-46","L1P",NULL,NULL,NULL,NULL
"4a1036","YR-DAV","Antonov","An-2R","AN2","1G183-17","L1P",NULL,NULL,NULL,NULL
"4a1037","YR-DAW","Antonov","An-2R","AN2","1G208-12","L1P",NULL,NULL,NULL,NULL
"4a1038","YR-DAX","Antonov","An-2R","AN2","1G216-16","L1P",NULL,NULL,NULL,NULL
"4a1981","YR-FLA","Antonov","An-2","AN2","1G238-37","L1P",NULL,NULL,NULL,NULL
"4a1982","YR-FLB","Antonov","An-2R","AN2","1G190-57","L1P",NULL,NULL,NULL,NULL
"4a1983","YR-FLC","Antonov","An-2","AN2","1G238-36","L1P",NULL,NULL,NULL,NULL
"4a25ee","YR-ION","Antonov","An-2R","AN2","1G210-04","L1P",NULL,NULL,NULL,NULL
"4a26c1","YR-IVA","Antonov","An-2R","AN2","1G190-01","L1P",NULL,NULL,NULL,NULL
"4a3423","YR-MAC","Antonov","An-2R","AN2","1G209-53","L1P",NULL,NULL,NULL,NULL
"4a4029","YR-PAI","Antonov","An-2R","AN2","1G164-36","L1P",NULL,NULL,NULL,NULL
"4a4043","YR-PBC","Antonov","An-2R","AN2","1G177-26","L1P",NULL,NULL,NULL,NULL
"4a4046","YR-PBF","Antonov","An-2R","AN2","1G177-29","L1P",NULL,NULL,NULL,NULL
"4a4049","YR-PBI","Antonov","An-2P","AN2","1G185-41","L1P",NULL,NULL,NULL,NULL
"4a404a","YR-PBJ","Antonov","An-2P","AN2","1G185-42","L1P",NULL,NULL,NULL,NULL
"4a404b","YR-PBK","Antonov","An-2R","AN2","1G196-35","L1P",NULL,NULL,NULL,NULL
"4a404c","YR-PBL","Antonov","An-2R","AN2","1G196-36","L1P",NULL,NULL,NULL,NULL
"4a404d","YR-PBM","Antonov","An-2R","AN2","1G196-51","L1P",NULL,NULL,NULL,NULL
"4a404f","YR-PBO","Antonov","An-2R","AN2","1G202-21","L1P",NULL,NULL,NULL,NULL
"4a4050","YR-PBP","Antonov","An-2R","AN2","1G202-22","L1P",NULL,NULL,NULL,NULL
"4a4052","YR-PBR","Antonov","An-2R","AN2","1G202-23","L1P",NULL,NULL,NULL,NULL
"4a4054","YR-PBT","Antonov","An-2T","AN2","1G215-21","L1P",NULL,NULL,NULL,NULL
"4a4055","YR-PBU","Antonov","An-2T","AN2","1G215-22","L1P",NULL,NULL,NULL,NULL
"4a41a1","YR-PMA","Antonov","An-2R","AN2","1G227-11","L1P",NULL,NULL,NULL,NULL
"4a41a3","YR-PMC","Antonov","An-2R","AN2","1G227-13","L1P",NULL,NULL,NULL,NULL
"4a41a5","YR-PME","Antonov","An-2R","AN2","1G227-15","L1P",NULL,NULL,NULL,NULL
"4a41ac","YR-PML","Antonov","An-2R","AN2","1G231-38","L1P",NULL,NULL,NULL,NULL
"4a41b2","YR-PMR","Antonov","An-2R","AN2","1G233-03","L1P",NULL,NULL,NULL,NULL
"4a41b5","YR-PMU","Antonov","An-2R","AN2","1G233-06","L1P",NULL,NULL,NULL,NULL
"4a41b6","YR-PMV","Antonov","An-2R","AN2","1G233-07","L1P",NULL,NULL,NULL,NULL
"4a41b7","YR-PMW","Antonov","An-2R","AN2","1G181-47","L1P",NULL,NULL,NULL,NULL
"4a42c8","YR-PVH","Antonov","An-2R","AN2","1G175-07","L1P",NULL,NULL,NULL,NULL
"4a42ce","YR-PVN","Antonov","An-2R","AN2","1G175-13","L1P",NULL,NULL,NULL,NULL
"4a4c2e","YR-SAN","Antonov","An-2R","AN2","1G182-24","L1P",NULL,NULL,NULL,NULL
"4c054a","YU-BKK","Antonov","An-2R","AN2","1G167-08","L1P",NULL,NULL,NULL,NULL
"4c054c","YU-BKM","Antonov","An-2R","AN2","1G172-49","L1P",NULL,NULL,NULL,NULL
"4c054e","YU-BKO","Antonov","An-2R","AN2","1G172-51","L1P",NULL,NULL,NULL,NULL
"4c0561","YU-BLB","Antonov","An-2R","AN2","1G179-07","L1P",NULL,NULL,NULL,NULL
"4c05c1","YU-BOB","Antonov","An-2R","AN2","1G216-01","L1P",NULL,NULL,NULL,NULL
"4c05cd","YU-BON","Antonov","An-2R","AN2","1G221-60","L1P",NULL,NULL,NULL,NULL
"4c05d3","YU-BOT","Antonov","An-2R","AN2","1G223-11","L1P",NULL,NULL,NULL,NULL
"4c05d4","YU-BOU","Antonov","An-2R","AN2","1G223-12","L1P",NULL,NULL,NULL,NULL
"4c05d7","YU-BOX","Antonov","An-2R","AN2","1G223-39","L1P",NULL,NULL,NULL,NULL
"4c05e0","YU-BPA","Antonov","An-2R","AN2","1G225-31","L1P",NULL,NULL,NULL,NULL
"4c05e2","YU-BPC","Antonov","An-2R","AN2","1G228-45","L1P",NULL,NULL,NULL,NULL
"4c05e4","YU-BPE","Antonov","An-2R","AN2","1G228-25","L1P",NULL,NULL,NULL,NULL
"4c05ee","YU-BPO","Antonov","An-2R","AN2","1G231-56","L1P",NULL,NULL,NULL,NULL
"4c062a","YU-BRK","Antonov","An-2R","AN2","1G230-18","L1P",NULL,NULL,NULL,NULL
"4c062b","YU-BRL","Antonov","An-2R","AN2","1G218-52","L1P","ASL",NULL,NULL,NULL
"4c062d","YU-BRN","Antonov","An-2R","AN2","1G229-06","L1P","ASL",NULL,NULL,NULL
"4c062f","YU-BRP","Antonov","An-2R","AN2","1G206-19","L1P",NULL,NULL,NULL,NULL
"4c0636","YU-BRW","Antonov","An-2R","AN2","1G181-40","L1P",NULL,NULL,NULL,NULL
"4c0640","YU-BSA","Antonov","An-2R","AN2","1G225-40","L1P","ASL",NULL,NULL,NULL
"4c0655","YU-BSV","Antonov","An-2R","AN2","1G166-04","L1P",NULL,NULL,NULL,NULL
"4c5c00","71386","Antonov","An-26","AN26","13904","L2T",NULL,NULL,NULL,NULL
"4c5c01","71364","Antonov","An-26","AN26","3308","L2T",NULL,NULL,NULL,NULL
"502c12","YL-RAA","Antonov","An-26B","AN26","11206","L2T",NULL,NULL,NULL,NULL
"502c13","YL-RAB","Antonov","An-26","AN26","10508","L2T",NULL,NULL,NULL,NULL
"502c14","YL-RAC","Antonov","An-26","AN26","9903","L2T",NULL,NULL,NULL,NULL
"502c15","YL-RAD","Antonov","An-26B","AN26","13909","L2T",NULL,NULL,NULL,NULL
"502c61","YL-LEV","Antonov","An-2P","AN2","1G140-41","L1P",NULL,NULL,NULL,NULL
"503d10","LY-BIG","Antonov","An-2T","AN2","1G236-23","L1P",NULL,NULL,NULL,NULL
"504cf6","ER-AVB","Antonov","An-26-100","AN26","3204","L2T","VLA",NULL,NULL,NULL
"508003","UR-82029","Antonov","An-124-100","A124","19530502630","L4J","ADB",NULL,NULL,NULL
"508015","UR-82027","Antonov","An-124-100","A124","19530502288","L4J","ADB",NULL,NULL,NULL
"50801b","UR-82007","Antonov","An-124-100","A124","19530501005","L4J","ADB",NULL,NULL,NULL
"50801c","UR-82008","Antonov","An-124-100M-150","A124","19530501006","L4J","ADB",NULL,NULL,NULL
"50801d","UR-82009","Antonov","An-124-100","A124","19530501008","L4J","ADB",NULL,NULL,NULL
"50801f","UR-82072","Antonov","An-124-100","A124","9773053359136","L4J","ADB",NULL,NULL,NULL
"508020","UR-82073","Antonov","An-124-100","A124","9773054359139","L4J","ADB",NULL,NULL,NULL
"508029","UR-09307","Antonov","An-22A","AN22","043481244","L4T","ADB",NULL,NULL,NULL
"508035","UR-82060","Antonov","An-225","A225","19530503763","L6J","ADB",NULL,NULL,NULL
"508036","UR-ELI","Antonov","An-26B","AN26","14009","L2T","URG",NULL,NULL,NULL
"50804e","UR-ELE","Antonov","An-26B","AN26","12108","L2T",NULL,NULL,NULL,NULL
"508076","UR-ELR","Antonov","An-26-100","AN26","9807","L2T",NULL,NULL,NULL,NULL
"508077","UR-ELD","Antonov","An-26B","AN26","14010","L2T",NULL,NULL,NULL,NULL
"50807b","UR-11316","Antonov","An-12BK","AN12","9346810","L4T","MSI",NULL,NULL,NULL
"50808e","UR-ELB","Antonov","An-26B-100","AN26","14005","L2T",NULL,NULL,NULL,NULL
"50808f","UR-CBG","Antonov","An-12BP","AN12","6343705","L4T",NULL,NULL,NULL,NULL
"508095","UR-14005","Antonov","An-140-100","A140","36525305021","L2T","MSI",NULL,NULL,NULL
"50809b","UR-ELF","Antonov","An-26B-100","AN26","12204","L2T",NULL,NULL,NULL,NULL
"5080ab","UR-11819","Antonov","An-12BP","AN12","6344009","L4T","MSI",NULL,NULL,NULL
"5080b3","UR-ZYD","Antonov","An-124-100","A124","19530502843","L4J","MXU","2004-02-04",NULL,NULL
"5080ba","UR-CCP","Antonov","An-12A","AN12","2340505","L4T",NULL,NULL,NULL,NULL
"5080bb","UR-CZZ","Antonov","An-12TB","AN12","401605","L4T","UKL",NULL,NULL,NULL
"5080c8","UR-26531","Antonov","An-26","AN26","7403","L2T",NULL,NULL,NULL,NULL
"5080e5","UR-MDA","Antonov","An-26-100","AN26","7108","L2T",NULL,NULL,NULL,NULL
"5080fc","UR-ELH","Antonov","An-26B","AN26","12908","L2T",NULL,NULL,NULL,NULL
"508107","UR-MSI","Antonov","An-24RV","AN24","27307608","L2T","MSI",NULL,NULL,NULL
"508108","UR-BXC","Antonov","An-24RV","AN24","37308902","L2T","MSI",NULL,NULL,NULL
"508116","UR-CEZ","Antonov","An-12BP","AN12","6344304","L4T",NULL,NULL,NULL,NULL
"50815b","UR-CAH","Antonov","An-12BK","AN12","8345604","L4T","UKL",NULL,NULL,NULL
"50815d","UR-CAJ","Antonov","An-12BK","AN12","8346106","L4T","UKL",NULL,NULL,NULL
"50815e","UR-CAK","Antonov","An-12BP","AN12","6343707","L4T","UKL",NULL,NULL,NULL
"508168","UR-26526","Antonov","An-26","AN26","7208","L2T",NULL,NULL,NULL,NULL
"508179","UR-CJN","Antonov","An-12TB","AN12","01348006","L4T",NULL,NULL,NULL,NULL
"508190","UR-CGW","Antonov","An-12BP","AN12","402410","L4T","UKL",NULL,NULL,NULL
"508191","UR-CGV","Antonov","An-12BP","AN12","6344610","L4T","UKL",NULL,NULL,NULL
"5081ea","UR-CHT","Antonov","An-26B","AN26","5901","L2T",NULL,NULL,NULL,NULL
"5081f9","UR-13395","Antonov","An-26-100","AN26","2605","L2T","ADB",NULL,NULL,NULL
"50821d","UR-NTN","Antonov","An-158","A158","0102","L2J",NULL,NULL,NULL,NULL
"50822d","UR-CNN","Antonov","An-12B","AN12","7345004","L4T",NULL,NULL,NULL,NULL
"50824d","UR-47297","Antonov","An-24RV","AN24","07306610","L2T","MSI",NULL,NULL,NULL
"508256","UR-UKR","Antonov","An-148-100B","A148","01-10","L2J",NULL,NULL,NULL,NULL
"50829e","UR-CKC","Antonov","An-74TK-100","AN72","36547095905","L2J",NULL,NULL,NULL,NULL
"5082a0","UR-CKL","Antonov","An-12BP","AN12","01348005","L4T",NULL,NULL,NULL,NULL
"5082a8","UR-CKM","Antonov","An-12BP","AN12","02348207","L4T",NULL,NULL,NULL,NULL
"5082fb","UR-KDM","Antonov","An-12BK","AN12","02348107","L4T",NULL,NULL,NULL,NULL
"508341","UR-CNT","Antonov","An-12BK","AN12","00347505","L4T","UKL",NULL,NULL,NULL
"508347","UR-EXP","Antonov","An-178","A178","001","L2J",NULL,NULL,NULL,NULL
"50ff0d","UR-YAK","Antonov","An-2T","AN2","1G195-54","L1P",NULL,NULL,NULL,NULL
"51003b","EW-259TG","Antonov","An-26B","AN26","12706","L2T",NULL,NULL,NULL,NULL
"510045","EW-275TI","Antonov","An-12BK","AN12","00347210","L4T",NULL,NULL,NULL,NULL
"510069","EW-338TI","Antonov","An-12A","AN12","1340106","L4T",NULL,NULL,NULL,NULL
"510073","EW-364TG","Antonov","An-26B","AN26","4206","L2T",NULL,NULL,NULL,NULL
"51007b","EW-378TG","Antonov","An-26B","AN26","14004","L2T",NULL,NULL,NULL,NULL
"51007e","EW-328TG","Antonov","An-26B","AN26","12806","L2T",NULL,NULL,NULL,NULL
"510089","EW-427TI","Antonov","An-12BP","AN12","2340806","L4T",NULL,NULL,NULL,NULL
"51008b","EW-435TI","Antonov","An-12V","AN12","01347701","L4T",NULL,NULL,NULL,NULL
"5100c6","EW-483TI","Antonov","An-12BK","AN12","7345203","L4T",NULL,NULL,NULL,NULL
"5100c7","EW-484TI","Antonov","An-12TBK","AN12","9346308","L4T",NULL,NULL,NULL,NULL
"601038","EX-012","Antonov","An-2R","AN2","1G212-01","L1P",NULL,NULL,NULL,NULL
"683035","UP-AN205","Antonov","An-12BP","AN12","02348304","L4T",NULL,NULL,NULL,NULL
"6831ce","07 RED","Antonov","An-72","AN72","36572030460","L2J",NULL,NULL,NULL,NULL
"6831cf","08 RED","Antonov","An-72","AN72","36572091823","L2J",NULL,NULL,NULL,NULL
"70205e","S2-AGA","Antonov","An-26B","AN26","13505","L2T","IRV",NULL,NULL,NULL
"702c1f","S3-ACB","Antonov","An-32","AN32","1702","L2T",NULL,NULL,NULL,NULL
"7277cf","P-671","Antonov","An-148-100V","A148","03-08","L2J","KOR",NULL,NULL,NULL
"7277d0","P-672","Antonov","An-148-100B","A148","04-02","L2J","KOR",NULL,NULL,NULL
"734c2a","EP-SAJ","Antonov","An-26B","AN26","14002","L2T",NULL,NULL,NULL,NULL
"734c2b","EP-SAK","Antonov","An-26B","AN26","14001","L2T",NULL,NULL,NULL,NULL
"7785c3","YK-ANC","Antonov","An-26","AN26","3007","L2T","SYR",NULL,NULL,NULL
"7785c5","YK-ANE","Antonov","An-26","AN26","3103","L2T","SYR",NULL,NULL,NULL
"7785c6","YK-ANF","Antonov","An-26","AN26","3104","L2T","SYR",NULL,NULL,NULL
"7785c7","YK-ANG","Antonov","An-26B","AN26","10907","L2T","SYR",NULL,NULL,NULL
"7785c8","YK-ANH","Antonov","An-26B","AN26","11406","L2T","SYR",NULL,NULL,NULL
"7c0a6c","VH-CCE","Antonov","An-2TP","AN2","1G234-09","L1P",NULL,NULL,NULL,"1989-01-01"
"7c7b67","VH-YNT","Antonov","An-2R","AN2","1G155-09","L1P",NULL,NULL,NULL,NULL
"800201","K2689","Antonov","An-32RE","AN32","0304","L2T","IFC",NULL,NULL,NULL
"800204","K2685","Antonov","An-32","AN32","0210","L2T","IFC",NULL,NULL,NULL
"800205","K2699","Antonov","An-32","AN32","0404","L2T","IFC",NULL,NULL,NULL
"800206","K2744","Antonov","An-32","AN32","0810","L2T","IFC",NULL,NULL,NULL
"800208","K2728","Antonov","An-32","AN32","0704","L2T","IFC",NULL,NULL,NULL
"80020a","K3067","Antonov","An-32","AN32","2307","L2T","IFC",NULL,NULL,NULL
"80020b","K2681","Antonov","An-32RE","AN32","0206","L2T","IFC",NULL,NULL,NULL
"80020e","K3064","Antonov","An-32","AN32","2205","L2T","IFC",NULL,NULL,NULL
"80020f","K2694","Antonov","An-32RE","AN32","0309","L2T","IFC",NULL,NULL,NULL
"800210","K2726","Antonov","An-32","AN32","0701","L2T","IFC",NULL,NULL,NULL
"800212","K3066","Antonov","An-32","AN32","2306","L2T","IFC",NULL,NULL,NULL
"800213","K2701","Antonov","An-32","AN32","0406","L2T","IFC",NULL,NULL,NULL
"800216","K3059","Antonov","An-32","AN32","1804","L2T","IFC",NULL,NULL,NULL
"800217","K2671","Antonov","An-32","AN32","0105","L2T","IFC",NULL,NULL,NULL
"80021a","K2679","Antonov","An-32RE","AN32","0204","L2T","IFC",NULL,NULL,NULL
"80021c","K3072","Antonov","An-32","AN32","2505","L2T","IFC",NULL,NULL,NULL
"80021e","K2755","Antonov","An-32","AN32","1110","L2T","IFC",NULL,NULL,NULL
"80021f","K3068","Antonov","An-32","AN32","2308","L2T","IFC",NULL,NULL,NULL
"800221","K2734","Antonov","An-32","AN32","0710","L2T","IFC",NULL,NULL,NULL
"800222","K2683","Antonov","An-32","AN32","0208","L2T","IFC",NULL,NULL,NULL
"800225","K2711","Antonov","An-32","AN32","0506","L2T","IFC",NULL,NULL,NULL
"800226","K2672","Antonov","An-32","AN32","0107","L2T","IFC",NULL,NULL,NULL
"800229","K3061","Antonov","An-32","AN32","2101","L2T","IFC",NULL,NULL,NULL
"80022a","K2707","Antonov","An-32RE","AN32","0502","L2T","IFC",NULL,NULL,NULL
"80022c","K3060","Antonov","An-32","AN32","2010","L2T","IFC",NULL,NULL,NULL
"80022d","K3073","Antonov","An-32","AN32","2506","L2T","IFC",NULL,NULL,NULL
"800230","K2741","Antonov","An-32","AN32","0807","L2T","IFC",NULL,NULL,NULL
"800231","K3065","Antonov","An-32","AN32","2305","L2T","IFC",NULL,NULL,NULL
"800232","K2717","Antonov","An-32","AN32","0602","L2T","IFC",NULL,NULL,NULL
"800233","K2733","Antonov","An-32RE","AN32","0709","L2T","IFC",NULL,NULL,NULL
"800235","K3069","Antonov","An-32","AN32","2309","L2T","IFC",NULL,NULL,NULL
"800237","K2725","Antonov","An-32","AN32","0610","L2T","IFC",NULL,NULL,NULL
"800239","K3070","Antonov","An-32","AN32","2503","L2T","IFC",NULL,NULL,NULL
"80023a","K2706","Antonov","An-32RE","AN32","0501","L2T","IFC",NULL,NULL,NULL
"80023e","K2735","Antonov","An-32RE","AN32","0801","L2T","IFC",NULL,NULL,NULL
"80023f","K2670","Antonov","An-32RE","AN32","0104","L2T","IFC",NULL,NULL,NULL
"800242","K2676","Antonov","An-32RE","AN32","0201","L2T","IFC",NULL,NULL,NULL
"800243","K2703","Antonov","An-32","AN32","0408","L2T","IFC",NULL,NULL,NULL
"800244","K2738","Antonov","An-32","AN32","0804","L2T","IFC",NULL,NULL,NULL
"800248","K2756","Antonov","An-32","AN32","1201","L2T","IFC",NULL,NULL,NULL
"80024b","K2740","Antonov","An-32","AN32","0806","L2T","IFC",NULL,NULL,NULL
"80024c","K3071","Antonov","An-32","AN32","2504","L2T","IFC",NULL,NULL,NULL
"80024e","K2745","Antonov","An-32","AN32","0901","L2T","IFC",NULL,NULL,NULL
"80024f","K3063","Antonov","An-32","AN32","2204","L2T","IFC",NULL,NULL,NULL
"800253","K2753","Antonov","An-32","AN32","1104","L2T","IFC",NULL,NULL,NULL
"800255","K2737","Antonov","An-32","AN32","0803","L2T","IFC",NULL,NULL,NULL
"800256","K3056","Antonov","An-32","AN32","1801","L2T","IFC",NULL,NULL,NULL
"800257","K2686","Antonov","An-32RE","AN32","0301","L2T","IFC",NULL,NULL,NULL
"800258","K2720","Antonov","An-32RE","AN32","0605","L2T","IFC",NULL,NULL,NULL
"800259","K2730","Antonov","An-32RE","AN32","0706","L2T","IFC",NULL,NULL,NULL
"80025c","K2719","Antonov","An-32RE","AN32","0604","L2T","IFC",NULL,NULL,NULL
"80025e","K3074","Antonov","An-32","AN32","2507","L2T","IFC",NULL,NULL,NULL
"80025f","K2715","Antonov","An-32RE","AN32","0510","L2T","IFC",NULL,NULL,NULL
"800261","K2677","Antonov","An-32RE","AN32","0202","L2T","IFC",NULL,NULL,NULL
"800262","K2751","Antonov","An-32","AN32","1008","L2T","IFC",NULL,NULL,NULL
"800264","K2680","Antonov","An-32RE","AN32","0205","L2T","IFC",NULL,NULL,NULL
"800265","K2732","Antonov","An-32","AN32","0708","L2T","IFC",NULL,NULL,NULL
"800266","K2754","Antonov","An-32","AN32","1105","L2T","IFC",NULL,NULL,NULL
"800267","K2691","Antonov","An-32","AN32","0306","L2T","IFC",NULL,NULL,NULL
"800268","K3058","Antonov","An-32","AN32","1803","L2T","IFC",NULL,NULL,NULL
"8002d1","K2698","Antonov","An-32","AN32","0403","L2T","IFC",NULL,NULL,NULL
"800318","K2696","Antonov","An-32RE","AN32","0401","L2T","IFC",NULL,NULL,NULL
"80031a","K2704","Antonov","An-32RE","AN32","0409","L2T","IFC",NULL,NULL,NULL
"80031c","K2708","Antonov","An-32RE","AN32","0503","L2T","IFC",NULL,NULL,NULL
"800338","K2668","Antonov","An-32RE","AN32","0102","L2T","IFC",NULL,NULL,NULL
"80033a","K2687","Antonov","An-32RE","AN32","0302","L2T","IFC",NULL,NULL,NULL
"80033c","K2682","Antonov","An-32RE","AN32","0207","L2T","IFC",NULL,NULL,NULL
"8003a0","K2731","Antonov","An-32RE","AN32","0707","L2T","IFC",NULL,NULL,NULL
"80079c","K2760","Antonov","An-32RE","AN32","1206","L2T","IFC",NULL,NULL,NULL
"80079d","K2684","Antonov","An-32RE","AN32","0209","L2T","IFC",NULL,NULL,NULL
"80079e","K2697","Antonov","An-32RE","AN32","0402","L2T","IFC",NULL,NULL,NULL
"8007a1","K2764","Antonov","An-32RE","AN32","1210","L2T","IFC",NULL,NULL,NULL
"800dbb","K2693","Antonov","An-32RE","AN32","0308","L2T","IFC",NULL,NULL,NULL
"800dbc","K2736","Antonov","An-32RE","AN32","0802","L2T","IFC",NULL,NULL,NULL
"800dbd","K2762","Antonov","An-32RE","AN32","1208","L2T","IFC",NULL,NULL,NULL
"800dbe","K2675","Antonov","An-32RE","AN32","0110","L2T","IFC",NULL,NULL,NULL
"800dc0","K2695","Antonov","An-32RE","AN32","0310","L2T","IFC",NULL,NULL,NULL
"800dc1","K2667","Antonov","An-32RE","AN32","0101","L2T","IFC",NULL,NULL,NULL
"800dc2","K2750","Antonov","An-32RE","AN32","1007","L2T","IFC",NULL,NULL,NULL
"800dc3","K2747","Antonov","An-32RE","AN32","0904","L2T","IFC",NULL,NULL,NULL
"800dc4","KA2742","Antonov","An-32RE","AN32","0808","L2T","IFC",NULL,NULL,NULL
"a0bcc2","N147AS","Antonov","An-2","AN2","1G13245","L1P",NULL,NULL,"2022-10-31",NULL
"a23ff7","N244MJ","Antonov","An-2","AN2","1G17244","L1P",NULL,NULL,"2022-05-31",NULL
"a27cb1","N26AN","Antonov","An-2","AN2","1G22656","L1P",NULL,NULL,"2021-11-30","1987-01-01"
"a3d70b","N3468C","Antonov","An-2","AN2","1G3529","L1P",NULL,NULL,"2021-06-30","1963-01-01"
"a7252a","N56GC","Antonov","An-2","AN2","18247317","L1P",NULL,NULL,"2022-11-30","1958-01-01"
"a8136a","N6196U","Antonov","An-2R","AN2","1G218-56","L1P",NULL,NULL,NULL,NULL
"a8d96c","N67AN","Antonov","An-2TP","AN2","1G88-13","L1P",NULL,NULL,NULL,NULL
"a9286a","N69AN","Antonov","An-2","AN2","1G10615","L1P",NULL,NULL,"2024-01-31","1969-01-01"
"a95242","N70AN","Antonov","An-2R","AN2","1G225-45","L1P",NULL,NULL,NULL,NULL
"a97084","N707WA","Antonov","An-2","AN2","1G11728","L1P",NULL,NULL,"2023-07-31","1968-01-01"
"a979c1","N71AN","Antonov","An-2","AN2","1G22330","L1P",NULL,NULL,"2022-04-30","1987-01-01"
"a9c8bf","N73AN","Antonov","An-2","AN2","1G19147","L1P",NULL,NULL,"2021-11-30","1981-01-01"
"a9e6a7","N737SL","Antonov","An-2","AN2","1G19343","L1P",NULL,NULL,"2024-01-31","1981-01-01"
"aa0d0a","N747FB","Antonov","An-2T","AN2","1G108-55","L1P",NULL,NULL,NULL,NULL
"aac87f","N794SP","Antonov","An-2","AN2","1G147-21","L1P",NULL,NULL,NULL,NULL
"ab2e8f","N82AN","Antonov","An-2","AN2","1G19519","L1P",NULL,NULL,"2022-12-31",NULL
"abc2a4","N857PF","Antonov","An-2T","AN2","1G108-57","L1P",NULL,NULL,NULL,NULL
"aca1c7","N91292","Antonov","An-2","AN2","1G17816","L1P",NULL,NULL,"2023-08-31","1977-01-01"
"c00105","C-FAKA","Antonov","An-2","AN2","1G19747","L1P",NULL,"2018-10-22",NULL,NULL
"c05208","C-GFBR","Antonov","An-2P","AN2","1G 238-52","L1P",NULL,"2002-08-07",NULL,NULL
"e8c045","OB-2015-P","Antonov","An-26-100","AN26","4002","L2T",NULL,NULL,NULL,NULL
