icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a99722,N717MA,MD Helicopters,MD 500D,H500,50-0701D,H1T,,,,
a9a8c8,N721RP,MD Helicopters,MD 500D,H500,310918D,H1T,,,2022-08-31,1981-01-01
a9b4d3,N7240U,Kawasaki,369 HS,H500,56-0815S,H1T,,,,
a9b732,N725M,MD Helicopters,MD 500D,H500,500726D,H1T,,,2023-06-30,1980-01-01
a9bdc7,N727CH,MD Helicopters,MD 500E,H500,0453E,H1T,,,,
a9be69,N727JV,MD Helicopters,MD 500C,H500,230451S,H1T,,,2021-09-30,1973-01-01
a9f03d,N74AM,MD Helicopters,MD 500C,H500,1250790S,H1T,,,2023-01-31,1972-01-01
aa1076,N748CB,MD Helicopters,MD 500E,H500,0303E,H1T,,,2023-04-30,1988-01-01
aa4194,N760AM,MD Helicopters,MD 500C,H500,1060863S,H1T,,,2023-02-28,1976-01-01
aa5510,N765KV,MD Helicopters,MD 500E,H500,0082E,H1T,,,2022-08-31,1984-01-01
aa6396,N769GJ,MD Helicopters,MD 500D,H500,1100854D,H1T,,,2023-06-30,1980-01-01
aa63da,N769KB,MD Helicopters,MD 500N,MD52,LN056,H1T,,,2023-12-31,1993-01-01
aa68e8,N77YV,Kawasaki,369 HS,H500,52-0381S,H1T,,,,
aa6b78,N77000,Hughes,OH-6A Cayuse,H500,0385,H1T,,,,
aa76f5,N7733H,MD Helicopters,MD 500E,H500,0168E,H1T,,,2021-07-31,
aa7bb7,N775BD,MD Helicopters,MD 500D,H500,970197D,H1T,,,2023-03-31,1977-01-01
aa87da,N778MH,MD Helicopters,MD 520N,MD52,LN077,H1T,,,,
aa990f,N782MH,MD Helicopters,MD 500D,H500,600739D,H1T,,,2022-09-30,
aae726,N801SB,MD Helicopters,MD 500E,H500,0209E,H1T,,,2022-08-31,
aaf56b,N805LA,Hughes,OH-6A Cayuse,H500,10-1355,H1T,,,,
aafdc7,N807VP,Hughes,OH-6A Cayuse,H500,0456,H1T,,,,
aaffb6,N808BH,MD Helicopters,MD 500E,H500,0317E,H1T,,,2022-04-30,1988-01-01
ab0065,N808JH,MD Helicopters,MD 500E,H500,0577E,H1T,,,2023-08-31,2008-01-01
ab0127,N808SB,MD Helicopters,MD 500E,H500,0037E,H1T,,,2022-07-31,1983-01-01
ab04de,N809SB,Hughes,OH-6A Cayuse,H500,0026,H1T,,,,
ab0541,N809WA,MD Helicopters,MD 500D,H500,490493D,H1T,,,2024-05-31,1979-01-01
ab08ff,N81WH,MD Helicopters,MD 500E,H500,0574E,H1T,,,2023-07-31,2007-01-01
ab0a57,N810LA,MD Helicopters,MD 600N,MD60,RN044,H1T,,,,
ab0e15,N811LH,MD Helicopters,MD 600N,MD60,RN042,H1T,,,,
ab0f08,N811WA,MD Helicopters,MD 500D,H500,590517D,H1T,,,2022-07-31,1979-01-01
ab11cc,N812LH,MD Helicopters,MD 600N,MD60,RN022,H1T,,,2023-07-31,1997-01-01
ab157b,N813L,Kawasaki,369 HS,H500,64-0608S,H1T,,,,
ab28a7,N818SC,Hughes,OH-6A Cayuse,H500,770093,H1T,,,2022-05-31,1967-01-01
ab394c,N822LJ,MD Helicopters,MD 500C,H500,120367S,H1T,,,2021-08-31,1972-01-01
ab5b8a,N8306F,MD Helicopters,MD 500D,H500,380274D,H1T,,,2022-08-31,1978-01-01
ab5bd0,N8308F,MD Helicopters,MD 500C,H500,260796S,H1T,,,2023-02-28,1976-01-01
ab5c95,N831FG,Kawasaki,369 HS,H500,83-0511S,H1T,,,,
ab5eb5,N8312F,Kawasaki,369 HS,H500,46-0809S,H1T,,,,
ab5f1e,N8315F,Kawasaki,369 HS,H500,36-0801S,H1T,,,,
ab65e5,N8330P,MD Helicopters,MD 500E,H500,0330E,H1T,,,2022-08-31,1989-01-01
ab6a43,N8345F,MD Helicopters,MD 500C,H500,1050774S,H1T,,,2023-08-31,
ab6aac,N8348F,MD Helicopters,MD 500D,H500,1260051D,H1T,,,2023-08-31,
ab6db4,N8353F,MD Helicopters,MD 500D,H500,1260062D,H1T,,,2022-08-31,1977-01-01
ab6e1d,N8356F,MD Helicopters,MD 500D,H500,1260063D,H1T,,,2022-10-31,
ab6e40,N8357F,MD Helicopters,MD 500D,H500,170069D,H1T,TMS,,2023-10-31,
ab71d4,N8366F,MD Helicopters,MD 500D,H500,27-0082D,H1T,,,,
ab74dc,N8371F,MD Helicopters,MD 500E,H500,0399E,H1T,,,2022-08-31,1990-01-01
ab74ff,N8372F,MD Helicopters,MD 500E,H500,0488E,H1T,,,2022-01-31,1991-01-01
ab7522,N8373F,MD Helicopters,MD 500E,H500,0511E,H1T,,,2022-08-31,1993-01-01
ab7545,N8374F,MD Helicopters,MD 500E,H500,0585E,H1T,,,2022-01-31,2008-01-01
ab7568,N8375F,MD Helicopters,MD 500E,H500,0586E,H1T,,,,
ab7988,N8388F,MD Helicopters,MD 500C,H500,760838S,H1T,,,2024-05-31,
ab7cd6,N8395F,MD Helicopters,MD 500D,H500,88-0339D,H1T,,,,
ab8842,N842LA,MD Helicopters,MD 500E,H500,0020E,H1T,,,,
ab8b10,N843AT,MD Helicopters,MD 500D,H500,1100843,H1T,,,2023-12-31,
ab928d,N845BH,MD Helicopters,MD 500E,H500,0618E,H1T,BRG,,2023-03-31,2014-01-01
ab966e,N846D,Kawasaki,369 HS,H500,33-0461S,H1T,,,,
aba75b,N850AC,MD Helicopters,MD 500D,H500,108-0363D,H1T,,,,
abb1e4,N8525Y,Hughes,OH-6A Cayuse,H500,0878,H1T,AGR,,,
abce20,N86ST,MD Helicopters,MD 500D,H500,711012D,H1T,,,2021-09-30,1981-01-01
abd3a4,N861MC,MD Helicopters,MD 500D,H500,980348D,H1T,,,2022-01-31,1978-01-01
abd532,N8612F,MD Helicopters,MD 500D,H500,57-0142D,H1T,,,,
abd5be,N8616F,MD Helicopters,MD 500M Defender,H500,17-0272M,H1T,,,,
abd5e1,N8617F,MD Helicopters,MD 500D,H500,570128D,H1T,AGR,,2023-07-31,1977-01-01
abd604,N8618F,MD Helicopters,MD 500D,H500,570126D,H1T,,,2024-02-29,1977-01-01
abd75b,N862MC,MD Helicopters,MD 500D,H500,600724D,H1T,,,2022-09-30,1980-01-01
abd8a3,N8620F,MD Helicopters,MD 500D,H500,77-0160D,H1T,,,,
abd975,N8626F,MD Helicopters,MD 500D,H500,170074D,H1T,,,2022-08-31,1977-01-01
abd9de,N8629F,MD Helicopters,MD 500D,H500,67-0144D,H1T,,,,
abdb12,N863MC,MD Helicopters,MD 500D,H500,1200879D,H1T,,,2022-02-28,1980-01-01
abe129,N8648F,MD Helicopters,MD 500D,H500,180257D,H1T,,,2021-08-31,1978-01-01
abee83,N868W,MD Helicopters,MD 500D,H500,1000800D,H1T,,,2023-04-30,1980-01-01
ac0a7a,N875SA,MD Helicopters,MD 530F,H500,0160FF,H1T,,,2021-12-31,2009-01-01
ac2298,N881LT,MD Helicopters,MD 900 Explorer,EXPL,900-00117,H2T,,,2023-01-31,2006-01-01
ac3d60,N888US,Hughes,OH-6A Cayuse,H500,180282,H1T,,,2023-07-31,1968-01-01
ac453d,N89ZC,MD Helicopters,MD 500D,H500,1098D,H1T,,,,
ac5e94,N8964T,MD Helicopters,MD 500D,H500,81-1038D,H1T,,,,
ac5f37,N8969F,MD Helicopters,MD 500D,H500,980344-D,H1T,,,2022-11-30,1978-01-01
ac6b0a,N9FU,MD Helicopters,MD 500D,H500,110-0858D,H1T,,,,
ac6b2a,N9HA,Kawasaki,369 HS,H500,73-0503S,H1T,,,,
ac6cde,N90AL,MD Helicopters,MD 500D,H500,880321D,H1T,,,2023-05-31,1978-01-01
ac6e83,N90TG,MD Helicopters,MD 500E,H500,383E,H1T,,,2023-04-30,1990-01-01
ac6e85,N90TJ,MD Helicopters,MD 500E,H500,0016E,H1T,,,,
ac6faf,N900FF,MD Helicopters,MD 530F,H500,0100FF,H1T,,,2022-06-30,1994-01-01
ac7047,N900MH,MD Helicopters,MD 900 Explorer,EXPL,900-00008,H2T,,,2021-07-31,1993-01-01
ac71c1,N90011,MD Helicopters,MD 900 Explorer,EXPL,900-00115,H2T,,,2024-02-29,2006-01-01
ac7613,N9016F,MD Helicopters,MD 500C,H500,890111S,H1T,,,2023-09-30,1969-01-01
ac764f,N90176,Hughes,OH-6A Cayuse,H500,68-0546,H1T,,,,
ac76a0,N902AF,MD Helicopters,MD 900 Explorer,EXPL,900-00014,H2T,,,,
ac7797,N902LC,MD Helicopters,MD 900 Explorer,EXPL,900-00118,H2T,,,2023-11-30,2007-01-01
ac779a,N902LF,MD Helicopters,MD 900 Explorer,EXPL,900-00030,H2T,,,2024-05-31,1996-01-01
ac77ef,N902PR,MD Helicopters,MD 900 Explorer,EXPL,900-00094,H2T,,,,
ac7835,N902SL,MD Helicopters,MD 900 Explorer,EXPL,900-00027,H2T,,,2022-11-30,1995-01-01
ac7859,N902TX,MD Helicopters,MD 900 Explorer,EXPL,900-00092,H2T,,,2023-05-31,2001-01-01
ac78f8,N9020F,MD Helicopters,MD 500C,H500,1090203E,H1T,,,2023-04-30,1969-01-01
ac7ace,N903F,Kawasaki,369 HS,H500,15-0690S,H1T,,,,
ac7d3b,N9034F,MD Helicopters,MD 500C,H500,790105S,H1T,,,2023-10-31,1969-01-01
ac7e0e,N904AF,MD Helicopters,MD 900 Explorer,EXPL,900-00101,H2T,,,2022-06-30,2001-01-01
ac80e3,N90431,MD Helicopters,MD 500D,H500,110-0833D,H1T,,,,
ac82bf,N905LF,MD Helicopters,MD 900 Explorer,EXPL,900-00011,H2T,,,,
ac8463,N9052F,MD Helicopters,MD 500C,H500,1290225S,H1T,,,2023-05-31,1970-01-01
ac84ef,N9056F,MD Helicopters,MD 500C,H500,119-0214E,H1T,,,,
ac8512,N9057F,MD Helicopters,MD 500C,H500,1290230S,H1T,,,2021-12-31,1969-01-01
ac857c,N906AF,MD Helicopters,MD 900 Explorer,EXPL,900-00083,H2T,,,2024-02-29,2000-01-01
ac8860,N9064F,Kawasaki,369 HS,H500,11-0277S,H1T,,,,
ac894e,N907BH,MD Helicopters,MD 500E,H500,0615E,H1T,BRG,,2022-06-30,2013-01-01
ac89e4,N907HH,MD Helicopters,MD 500C,H500,310307S,H1T,,,2021-10-31,
ac9050,N90876,Kawasaki,369 HS,H500,109-0114S,H1T,,,,
ac907d,N9089F,MD Helicopters,MD 500C,H500,1010346S,H1T,,,2023-01-31,1972-01-01
ac90a2,N909AG,MD Helicopters,MD 520N,MD52,LN005,H1T,,,,
ac98a2,N910WC,Hughes,OH-6A Cayuse,H500,0757,H1T,,,,
ac99ed,N9106Z,MD Helicopters,MD 500D,H500,80-0776D,H1T,,,,
ac99fe,N9107F,MD Helicopters,MD 500C,H500,320370S,H1T,,,2023-07-31,1972-01-01
ac9a86,N911BL,MD Helicopters,MD 530F,H500,0601FF,H1T,,,,
ac9aa2,N911CP,MD Helicopters,MD 500E,H500,0105E,H1T,,,2022-07-31,1984-01-01
ac9b01,N911GJ,MD Helicopters,MD 500E,H500,0617E,H1T,,,2022-11-30,2013-01-01
ac9b24,N911HU,Hughes,OH-6A Cayuse,H500,191001,H1T,,,2022-01-31,
ac9b28,N911HY,MD Helicopters,MD 500E,H500,0602E,H1T,,,2023-11-30,2010-01-01
ac9b88,N911MU,MD Helicopters,MD 500E,H500,0614E,H1T,,,2021-12-31,2012-01-01
ac9ba5,N911NY,MD Helicopters,MD 500E,H500,0599E,H1T,,,2023-04-30,2009-01-01
ac9bae,N911PG,MD Helicopters,MD 520N,MD52,LN091,H1T,TRP,,,
ac9baf,N911PH,MD Helicopters,MD 500E,H500,0217E,H1T,,,2021-07-31,1987-01-01
