icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
aad27c,N797ET,Cessna,208B Grand Caravan EX,C208,208B-5230,L1T,,,,
aad288,N797FE,Cessna,208B Grand Caravan,C208,208B-0042,L1T,,,2022-02-28,1987-01-01
aad295,N797FT,Cessna,208B Grand Caravan EX,C208,208B-5247,L1T,,,,
aad325,N797MM,Cessna,560 Citation V,C560,560-0078,L2J,,,2021-08-31,1990-01-01
aad376,N797QT,Cessna,208B Grand Caravan EX,C208,208B-5270,L1T,,,,
aad392,N797RW,Cessna,441 Conquest II,C441,441-0185,L2T,,,2023-09-30,
aad39b,N797SE,Cessna,501 Citation I/SP,C501,501-0151,L2J,,,2023-07-31,1980-01-01
aad3b4,N797TE,Cessna,550B Citation Bravo,C55B,550-0962,L2J,,,2023-12-31,2001-01-01
aad3f2,N797VS,Cessna,650 Citation III,C650,650-0151,L2J,,,2021-11-30,1988-01-01
aad3f3,N797VT,Cessna,208B Grand Caravan EX,C208,208B-5267,L1T,,,,
aad63f,N798FE,Cessna,208B Grand Caravan,C208,208B-0174,L1T,,,2022-02-28,1989-01-01
aada75,N799LG,Cessna,700 Citation Longitude,C700,700-0012,L2J,,,2022-12-31,2019-01-01
aada90,N799MJ,Cessna,680 Citation Sovereign,C680,680-0511,L2J,,,2022-12-31,2013-01-01
aadd5e,N8CA,Cessna,208B Grand Caravan,C208,208B-2329,L1T,,,2022-05-31,
aaddd0,N8GQ,Cessna,525C CitationJet CJ4,C25C,525C-0045,L2J,,,2023-06-30,2011-01-01
aaddea,N8HR,Cessna,L-19A/O-1A Bird Dog,O1,22818,L1P,,,2021-07-31,1953-01-01
aade03,N8JR,Cessna,680A Citation Latitude,C68A,680A-0010,L2J,,,,
aade1c,N8KR,Cessna,P210N Pressurized Centurion,P210,P21000709,L1P,,,2023-09-30,1981-01-01
aade55,N8MY,Cessna,510 Citation Mustang,C510,510-0322,L2J,,,,
aadf86,N80AB,Cessna,560 Citation V,C560,560-0169,L2J,,,2021-08-31,1992-01-01
aadf8d,N80AJ,Cessna,500 Citation I,C500,500-0100,L2J,,,,
aadfb6,N80C,Cessna,525A CitationJet CJ2,C25A,525A-0104,L2J,,,,
aadfe9,N80EA,Cessna,525B CitationJet CJ3,C25B,525B-0209,L2J,,,,
aadff6,N80EP,Cessna,525B CitationJet CJ3,C25B,525B-0116,L2J,,,2023-08-31,2008-01-01
aae001,N80F,Cessna,525C CitationJet CJ4,C25C,525C-0019,L2J,,,2023-01-31,2010-01-01
aae00b,N80FK,Cessna,525B CitationJet CJ3,C25B,525B-0261,L2J,,,2024-03-31,2008-01-01
aae016,N80FW,Cessna,680 Citation Sovereign,C680,680-0238,L2J,,,2023-03-31,2008-01-01
aae01f,N80GE,Cessna,208B Grand Caravan,C208,208B-0585,L1T,,,2023-11-30,1996-01-01
aae026,N80GM,Cessna,550 Citation II,C550,550-0147,L2J,,,2023-06-30,1980-01-01
aae034,N80HA,Cessna,501 Citation I/SP,C501,501-0159,L2J,,,2023-10-31,1980-01-01
aae035,N80HB,Cessna,525C CitationJet CJ4,C25C,525C-0017,L2J,,,2024-01-31,2010-01-01
aae038,N80HE,Cessna,525B CitationJet CJ3,C25B,525B-0163,L2J,,,2024-04-30,2007-01-01
aae042,N80HQ,Cessna,510 Citation Mustang,C510,510-0021,L2J,,,2021-09-30,2007-01-01
aae054,N80JH,Cessna,560 Citation V,C560,560-0327,L2J,,,2022-08-31,
aae082,N80LD,Cessna,680A Citation Latitude,C68A,680A-0011,L2J,,,2021-10-31,2015-01-01
aae0b0,N80N,Cessna,T337G Pressurized Skymaster,P337,P337-0197,L2P,,,2021-12-31,1974-01-01
aae0d5,N80PM,Cessna,425 Conquest I,C245,425-0181,L2T,,,2021-12-31,1983-01-01
aae0db,N80PT,Cessna,550B Citation Bravo,C55B,550-0839,L2J,,,2021-08-31,1998-01-01
aae0ff,N80RD,Cessna,208 Caravan,C208,208-0085,L1T,,,2021-11-30,1986-01-01
aae11f,N80SL,Cessna,501 Citation I/SP,C501,501-0294,L2J,,,2023-03-31,1979-01-01
aae121,N80SN,Cessna,560XL Citation Excel,C56X,560-6208,L2J,,,2023-08-31,2016-01-01
aae16b,N80VM,Cessna,525B CitationJet CJ3,C25B,525B-0455,L2J,,,2023-12-31,2014-01-01
aae191,N80X,Cessna,560XL Citation Excel,C56X,560-5054,L2J,,,2021-12-31,1999-01-01
aae1e9,N800AM,Cessna,560XL Citation Excel,C56X,560-5195,L2J,,,2024-01-31,2001-01-01
aae20b,N800BW,Cessna,560 Citation Encore,C560,560-0640,L2J,,,,
aae222,N800CU,Cessna,525B CitationJet CJ3,C25B,525B-0246,L2J,,,2024-01-31,2008-01-01
aae227,N800CZ,Cessna,525 Citation M2,C25M,525-0800,L2J,,,,
aae23a,N800DT,Cessna,525 CitationJet CJ1,C525,525-0092,L2J,,,2022-07-31,1994-01-01
aae272,N800FZ,Cessna,510 Citation Mustang,C510,510-0444,L2J,,,,
aae279,N800GF,Cessna,525A CitationJet CJ2,C25A,525A-0038,L2J,,,2023-09-30,2001-01-01
aae27f,N800GM,Cessna,650 Citation III,C650,650-0077,L2J,,,2023-04-30,1985-01-01
aae2a1,N800HW,Cessna,550 Citation S/II,C550,S550-0057,L2J,,,2023-05-31,
aae2d2,N800KV,Cessna,560XL Citation Excel,C56X,560-6104,L2J,,,2021-07-31,2012-01-01
aae302,N800MT,Cessna,550B Citation Bravo,C55B,550-0981,L2J,,,2021-11-30,2001-01-01
aae30b,N800NB,Cessna,525 CitationJet CJ1,C525,525-0212,L2J,,,2024-05-31,1997-01-01
aae328,N800PF,Cessna,525 CitationJet CJ1,C525,525-0605,L2J,,,2021-09-30,2006-01-01
aae35f,N800RL,Cessna,525C CitationJet CJ4,C25C,525C-0094,L2J,,,2021-07-31,2012-01-01
aae3b9,N800VA,Cessna,550B Citation Bravo,C55B,550-0956,L2J,,,2023-03-31,2001-01-01
aae3e3,N800WT,Cessna,550B Citation Bravo,C55B,550-0859,L2J,,,2023-03-31,1998-01-01
aae448,N8000U,Cessna,560XL Citation Excel,C56X,560-5746,L2J,,,2022-01-31,2007-01-01
aae611,N801F,Cessna,L-19E/O-1E Bird Dog,O1,24712,L1P,,,2023-08-31,
aae61c,N801FL,Cessna,208B Grand Caravan,C208,208B-0809,L1T,,,2022-02-28,2000-01-01
aae65d,N801JA,Cessna,208 Caravan,C208,208-0009,L1T,,,2024-05-31,1985-01-01
aae752,N801TW,Cessna,208 Caravan,C208,208-0297,L1T,,,2023-12-31,1999-01-01
aae784,N801VW,Cessna,208 Caravan,C208,208-0503,L1T,,,2023-07-31,2008-01-01
aae8b8,N80154,Cessna,172M Skyhawk,C172,17266405,L1P,,,2023-08-31,1975-01-01
aae94c,N802AA,Cessna,208B Grand Caravan,C208,208B-0873,L1T,,,2022-04-30,2000-01-01
aae94d,N802AB,Cessna,560 Citation V,C560,560-0217,L2J,,,2021-08-31,1993-01-01
aae97e,N802CA,Cessna,550B Citation Bravo,C55B,550-1034,L2J,,,2024-04-30,2002-01-01
aae998,N802DB,Cessna,650 Citation III,C650,650-0080,L2J,,,,
aae99a,N802DD,Cessna,172N Skyhawk,C172,17272605,L1P,,,,
aaea17,N802JD,Cessna,510 Citation Mustang,C510,510-0431,L2J,,,2023-05-31,2013-01-01
aaeaa9,N802Q,Cessna,550 Citation S/II,C550,S550-0157,L2J,,,2023-10-31,1988-01-01
aaeb09,N802TW,Cessna,208 Caravan,C208,208-0300,L1T,,,,
aaed1e,N803BC,Cessna,525B CitationJet CJ3,C25B,525B-0504,L2J,,,2022-12-31,2016-01-01
aaed7f,N803F,Cessna,208B Grand Caravan,C208,208B-1112,L1T,,,2022-06-30,2005-01-01
aaedcb,N803JA,Cessna,208 Caravan,C208,208-0016,L1T,SQH,,2023-04-30,1985-01-01
aaee71,N803QS,Cessna,700 Citation Longitude,C700,700-0026,L2J,EJA,,2023-06-30,2020-01-01
aaee95,N803SC,Cessna,550 Citation II,C550,550-0615,L2J,,,2023-08-31,1989-01-01
aaf0d5,N804BC,Cessna,560 Citation Encore,C560,560-0573,L2J,,,,
aaf0ff,N804CV,Cessna,560 Citation V,C560,560-0804,L2J,,,2023-01-31,2008-01-01
aaf13b,N804FE,Cessna,208B Grand Caravan,C208,208B-0039,L1T,,,2023-08-31,
aaf204,N804PF,Cessna,560XL Citation Excel,C56X,560-5234,L2J,,,2023-04-30,2002-01-01
aaf233,N804RC,Cessna,525C CitationJet CJ4,C25C,525C-0323,L2J,,,2023-04-30,
aaf25b,N804ST,Cessna,501 Citation I/SP,C501,501-0146,L2J,,,2023-06-30,1980-01-01
aaf26a,N804TH,Cessna,208B Grand Caravan,C208,208B-0421,L1T,,,2023-07-31,1994-01-01
aaf4ab,N805CJ,Cessna,525 CitationJet CJ1,C525,525-0603,L2J,,,2022-07-31,2005-01-01
aaf4d3,N805DZ,Cessna,208 Caravan,C208,208-0174,L1T,,,2022-05-31,1990-01-01
aaf55b,N805KK,Cessna,525 CitationJet CJ1,C525,525-0198,L2J,,,2023-03-31,1997-01-01
aaf56d,N805LC,Cessna,550 Citation II,C550,550-0581,L2J,,,2022-04-30,1988-01-01
aaf5b5,N805P,Cessna,525 CitationJet CJ1,C525,525-0701,L2J,,,2023-09-30,2011-01-01
aaf621,N805TH,Cessna,208B Grand Caravan,C208,208B-0609,L1T,,,2023-07-31,1997-01-01
aaf64e,N805VC,Cessna,525 CitationJet CJ1,C525,525-0076,L2J,,,2023-08-31,1994-01-01
aaf74d,N80533,Cessna,172M Skyhawk,C172,17266640,L1P,,,2022-04-30,
aaf82b,N806AD,Cessna,560XL Citation XLS,C56X,560-5743,L2J,,,,
aaf8f0,N806JA,Cessna,208 Caravan,C208,208-0072,L1T,,,2023-06-30,1985-01-01
aafbe2,N807AD,Cessna,560XL Citation Excel,C56X,560-6103,L2J,,,2024-04-30,2012-01-01
aafc22,N807CT,Cessna,550B Citation Bravo,C55B,550-1078,L2J,,,,
aafc56,N807EV,Cessna,208B Grand Caravan,C208,208B-0807,L1T,,,2023-12-31,
aafc60,N807FE,Cessna,208B Grand Caravan,C208,208B-0041,L1T,,,2023-08-31,1987-01-01
aafca7,N807JA,Cessna,208 Caravan,C208,208-0075,L1T,,,2024-04-30,1985-01-01
aafcf3,N807MB,Cessna,550 Citation II,C550,550-0694,L2J,,,2022-06-30,1992-01-01
aaff98,N808AC,Cessna,560 Citation V,C560,560-0323,L2J,,,2021-08-31,1995-01-01
ab006a,N808JN,Cessna,525B CitationJet CJ3,C25B,525B-0072,L2J,,,2022-04-30,2006-01-01
